month,bnf_name,bnf_code,actual_cost,body,scalp
2019-01-01,Dimeticone_Lot 4%,1310040V0AAAAAA,20.24602,4,0
2019-01-01,Menthol In Aq_Crm 1%,1303000AAAAABAB,122.62398,8,0
2019-01-01,Imiquimod_Crm 5% Sach 250mg,1307000V0AAAAAA,203.13551,4,0
2019-01-01,Betameth Val_Oint 0.025% (1 in 4),1304000F0AABBBB,32.22232,10,0
2019-01-01,Menthol In Aq_Crm 1%,1303000AAAAABAB,33.8465,32,0
2019-01-01,Tacrolimus_Oint 0.03%,1305030C0AAACAC,169.48919999999998,6,0
2019-01-01,Urea_Crm 5%,1302010U0AAAKAK,21.26081,4,0
2019-01-01,Betameth Diprop/Clotrimazole_Crm0.064/1%,1304000D0AACACA,141.46255,38,0
2019-01-01,Chlorhex Glucon_Soln 0.5%,1311020L0AAALAL,9.77035,14,0
2019-01-01,Betameth Val/Clioquinol_Crm 0.1%/3%,1304000F0AACACA,108.27155,66,0
2019-01-01,Betameth Diprop/Clotrimazole_Crm0.064/1%,1304000D0AACACA,100.13495999999999,16,0
2019-01-01,Mupirocin_Oint 2%,1310011M0AAAAAA,34.1868,1,0
2019-01-01,Tacrolimus_Oint 0.03%,1305030C0AAACAC,43.33217,452,0
2019-01-01,Betameth Val/Neomycin Sulf_Oint0.1/0.5%,1304000F0AACECE,291.0548,4,0
2019-01-01,Hydrocort_Crm 2.5%,1304000V0AAAFAF,18.51974,8,0
2019-01-01,Ketoconazole_Crm 2%,1310020L0AAAAAA,35.49251,8,0
2019-01-01,Menthol In Aq_Crm 1%,1303000AAAAABAB,149.75997,10,0
2019-01-01,Erythromycin_Gel 4%,1306010I0AAAEAE,586.75026,1,0
2019-01-01,Miconazole Nit_Dust Pdr 2%,1310020N0AAABAB,8.21411,2,0
2019-01-01,Betameth/Salic Acid_Scalp Applic 0.05/2%,1304000D0AABDBD,131.35169,0,18
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,24.5527,320,0
2019-01-01,Fluticasone Prop_Oint 0.005%,1304000S0AAABAB,13.92533,1,0
2019-01-01,Testosterone_Gel 2% (10mg per actuation),0604020K0AABMBM,399.22432000000003,6,0
2019-01-01,Liq Paraf Light/Wte Soft Paraf_Crm 6/15%,130201000AACDCD,15.5311,16,0
2019-01-01,Dimeticone_Lot 4%,1310040V0AAAAAA,28.33954,8,0
2019-01-01,Salicylic Acid/Mucopolysac_Gel 2%/0.2%,1003020W0AAAAAA,40.089890000000004,56,0
2019-01-01,Betameth Val_Crm 0.025% (1 in 4),1304000F0AAABAB,11.73186,88,0
2019-01-01,Amorolfine HCl_Nail Lacquer Kit 5% 5ml,1310020A0AAAAAA,48.13084,9,0
2019-01-01,Tacrolimus_Oint 0.03%,1305030C0AAACAC,216.66086,10,0
2019-01-01,Calcipotriol_Scalp Soln 50mcg/ml,1305020D0AAACAC,317.12959,0,69
2019-01-01,Mometasone Fur_Scalp Lot 0.1%,1304000Y0AABBBB,4.04672,0,31
2019-01-01,Mupirocin_Oint 2%,1310011M0AAAAAA,9.77651,140,0
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,483.54647,18,0
2019-01-01,Fludroxycortide_Tape 7.5cm x 20cm,1304000T0AACECE,76.12668,10,0
2019-01-01,Mupirocin_Crm 2%,1310011M0AAABAB,92.79628,3,0
2019-01-01,Clotrimazole_Soln 1%,1310020H0AAAAAA,7.05704,17,0
2019-01-01,Testosterone_Gel 2% (10mg per actuation),0604020K0AABMBM,106.45238,30,0
2019-01-01,Lactic Acid/Salic Acid_Paint 16.7/16.7%,1307000M0AAAWAW,34.941720000000004,2,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,45.974349999999994,4,0
2019-01-01,Hydrocort_Crm 0.1%,1304000V0AAAWAW,16.41908,6,0
2019-01-01,Salic Acid/Lactic Acid_Gel 12%/4%,1307000M0AAAVAV,5.53176,10,0
2019-01-01,Benzoyl Per/Clindamycin Phos_Gel 3%/1%,1306010Y0AAABAB,219.69910000000002,34,0
2019-01-01,Clobetasol Prop_Scalp Applic 0.05%,1304000G0AABBBB,9.6713,0,48
2019-01-01,Betameth Val_Lot 0.1%,1304000F0AABCBC,38.36985,9,0
2019-01-01,Salic Acid_Soln 26%,1307000M0AABABA,9.92502,4,0
2019-01-01,Fluocinolone Aceton_Gel 0.025%,1304000N0AABDBD,56.815110000000004,4,0
2019-01-01,Chlorhex Glucon_Soln 0.5%,1311020L0AAALAL,4.58505,19,0
2019-01-01,Tacrolimus_Oint 0.03%,1305030C0AAACAC,147.81072,4,0
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,379.93735,12,0
2019-01-01,Clobetasol Prop_Scalp Applic 0.05%,1304000G0AABBBB,25.68192,0,3
2019-01-01,Tacalcitol_Oint 4mcg/1g,1305020R0AAAAAA,99.50983,1,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,36.79184,3,0
2019-01-01,Tioconazole_Medic Nail Lacquer 283mg/ml,1310020T0AAAAAA,53.37473,232,0
2019-01-01,Isotretinoin/Erythromycin_Gel 0.05%/2%,1306010I0AAACAC,13.87893,186,0
2019-01-01,Calcipotriol/Betameth_Foam 50mcg/0.5mg/g,1305020D0AAAIAI,257.87671,108,0
2019-01-01,Heparinoid_Gel 0.3%,1314000H0AAABAB,14.81324,6,0
2019-01-01,Chlorhex Glucon_Soln 0.5%,1311020L0AAALAL,14.63073,1,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,94.95597,11,0
2019-01-01,Alum Chlor_Soln 20%,1312000C0AAASAS,7.9419,9,0
2019-01-01,Cinchocaine HCl/Hydrocort_Oint 0.5%/0.5%,0107020J0AAAEAE,163.36061,17,0
2019-01-01,Cetomacrogol_Crm (For A) BP 1988,1301010D0AAAAAA,21.90443,288,0
2019-01-01,Eflornithine Monohyd Chlor_Crm 11.5%,1309000X0AAAAAA,158.36368,2,0
2019-01-01,Betameth Val_Crm 0.025% (1 in 4),1304000F0AAABAB,20.46566,19,0
2019-01-01,Hydrocort_Crm 0.1%,1304000V0AAAWAW,7.49639,30,0
2019-01-01,Calamine Aq_Crm,1303000D0AAABAB,8.00071,90,0
2019-01-01,Fluocinolone Aceton_Crm 0.025%,1304000N0AAABAB,65.47161,3,0
2019-01-01,Alum Chlor_Soln 20%,1312000C0AAASAS,14.01822,4,0
2019-01-01,Urea_Crm 5%,1302010U0AAAKAK,0.40013,1,0
2019-01-01,Salicylic Acid/Mucopolysac_Gel 2%/0.2%,1003020W0AAAAAA,20.020139999999998,8,0
2019-01-01,Adapalene_Crm 0.1%,1306010H0AAABAB,91.5712,234,0
2019-01-01,Cetomacrogol_Crm (For A) BP 1988,1301010D0AAAAAA,53.21419,96,0
2019-01-01,Cetomacrogol_Crm (For A) BP 1988,1301010D0AAAAAA,313.04803000000004,576,0
2019-01-01,Heparinoid_Gel 0.3%,1314000H0AAABAB,11.10993,3,0
2019-01-01,Glutaraldehyde_Soln 10%,1307000F0AAAAAA,1.93367,74,0
2019-01-01,Amorolfine HCl_Nail Lacquer Kit 5% 5ml,1310020A0AAAAAA,64.15379999999999,9,0
2019-01-01,Lido_Oint 5%,1502010I0AAAEAE,34.42812,7,0
2019-01-01,Ibuprofen/Menthol_Gel 5%/3%,1003020P0AAAHAH,47.99147,8,0
2019-01-01,Menthol In Aq_Crm 2%,1303000AAAAACAC,78.81533,5,0
2019-01-01,Clotrimazole_Spy 1% 40ml,1310020H0AAAEAE,4.38086,13,0
2019-01-01,Clindamycin Phos_Top Soln 1% + Applic,1306010F0AAAAAA,12.12168,3,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,39.83617,5,0
2019-01-01,Cetomacrogol_Crm (For A) BP 1988,1301010D0AAAAAA,31.297359999999998,216,0
2019-01-01,Urea/Lauromacrogols_Crm 5%/3%,1302010U0AAANAN,41.7512,8,0
2019-01-01,Salicylic Acid/Mucopolysac_Gel 2%/0.2%,1003020W0AAAAAA,133.70324,38,0
2019-01-01,Calcipotriol/Betameth_Foam 50mcg/0.5mg/g,1305020D0AAAIAI,184.15691,2,0
2019-01-01,Paraf_Soft Wte (S),1302010N0AAAAAA,17.891640000000002,2,0
2019-01-01,Alum Chlor_Soln 20%,1312000C0AAASAS,11.68857,4,0
2019-01-01,Lido_Oint 5%,1502010I0AAAEAE,45.93723,4,0
2019-01-01,Podophyllotoxin_Crm 0.15%,1307000K0AAABAB,82.80637,5,0
2019-01-01,Permethrin_Creme Rinse 1%,1310040Q0AAAAAA,15.64248,12,12
2019-01-01,Tacrolimus_Oint 0.03%,1305030C0AAACAC,201.32771,4,0
2019-01-01,Fludroxycortide_Tape 7.5cm x 20cm,1304000T0AACECE,279.15594,4,0
2019-01-01,Betameth/Salic Acid_Scalp Applic 0.05/2%,1304000D0AABDBD,46.92106,0,32
2019-01-01,Sod Fusidate_Oint 2%,1310012Q0AAAAAA,27.69303,8,0
2019-01-01,Fluocinonide_Crm 0.05%,1304000P0AAAAAA,28.475640000000002,3,0
2019-01-01,Fludroxycortide_Tape 7.5cm x 20cm,1304000T0AACECE,88.86406000000001,20,0
2019-01-01,Selenium Sulfide_Shampoo 2.5%,1309000S0AAABAB,8.5328,0,2
2019-01-01,Heparinoid_Crm 0.3%,1314000H0AAAAAA,37.1323,8,0
2019-01-01,Permethrin_Creme Rinse 1%,1310040Q0AAAAAA,12.60425,2,2
2019-01-01,Sod Fusidate_Oint 2%,1310012Q0AAAAAA,9.94974,8,0
2019-01-01,Urea/Lactic Acid_Crm 10%/5%,1302010U0AAAEAE,36.34938,8,0
2019-01-01,Terbinafine HCl_Soln 1%,131002030AAADAD,15.90853,3,0
2019-01-01,Clobetasol Prop_Scalp Applic 0.05%,1304000G0AABBBB,23.95557,0,3
2019-01-01,Fludroxycortide_Tape 7.5cm x 20cm,1304000T0AACECE,46.38266,1,0
2019-01-01,Testosterone_Gel 2% (10mg per actuation),0604020K0AABMBM,239.55195,15,0
2019-01-01,Fluocinolone Aceton_Oint 0.00625%,1304000N0AABCBC,18.006140000000002,3,0
2019-01-01,Salicylic Acid/Mucopolysac_Gel 2%/0.2%,1003020W0AAAAAA,33.42891,500,0
2019-01-01,Urea_Crm 5%,1302010U0AAAKAK,17.9153,10,0
2019-01-01,Cetomacrogol_Crm (For A) BP 1988,1301010D0AAAAAA,93.91689,174,0
2019-01-01,Silver Sulfadiazine_Crm 1%,1310011Y0AAAAAA,28.599339999999998,5,0
2019-01-01,Azelaic Acid_Gel 15%,1306010B0AAABAB,41.71727,45,0
2019-01-01,Salic Acid/Lactic Acid_Gel 11%/4%,1307000M0AAAXAX,16.08799,8,0
2019-01-01,Adapalene/Benzoyl Per_Gel 0.1%/2.5%,1306010Z0AAAAAA,235.75902,18,0
2019-01-01,Lido_Crm 4%,1502010I0AAAKAK,44.30368,4,0
2019-01-01,Cetomacrogol_Crm (For A) BP 1988,1301010D0AAAAAA,9.36813,18,0
2019-01-01,Imiquimod_Crm 5% Sach 250mg,1307000V0AAAAAA,93.97496,3,0
2019-01-01,Fludroxycortide_Tape 7.5cm x 20cm,1304000T0AACECE,114.23962,16,0
2019-01-01,Ibuprofen/Menthol_Gel 5%/3%,1003020P0AAAHAH,216.25924,66,0
2019-01-01,Miconazole Nit_Dust Pdr 2%,1310020N0AAABAB,19.21585,8,0
2019-01-01,Podophyllotoxin_Crm 0.15%,1307000K0AAABAB,16.54887,2,0
2019-01-01,Fluorouracil_Crm 5%,1308010Y0AAAAAA,213.75242,7,0
2019-01-01,Menthol In Aq_Crm 2%,1303000AAAAACAC,15.75067,27,0
2019-01-01,Ketoconazole_Crm 2%,1310020L0AAAAAA,15.79099,280,0
2019-01-01,Calamine_Lot,1303000D0AAACAC,6.10729,36,0
2019-01-01,Betameth Diprop/Clotrimazole_Crm0.064/1%,1304000D0AACACA,35.36874,230,0
2019-01-01,Betameth Diprop/Clotrimazole_Crm0.064/1%,1304000D0AACACA,5.89686,1846,0
2019-01-01,Olive Oil_Liq,190605000AACACA,0.82086,4,0
2019-01-01,Olive Oil_Liq,190605000AACACA,0.19491,2,0
2019-01-01,Menthol In Aq_Crm 2%,1303000AAAAACAC,110.34147,7,0
2019-01-01,Lido HCl 2%/Chlorhex_Gel 6ml Pfs,1502010J0AABQBQ,52.1867,4,0
2019-01-01,Benzoyl Per/Clindamycin Phos_Gel 3%/1%,1306010Y0AAABAB,280.7652,84,0
2019-01-01,Urea/Lauromacrogols_Crm 5%/3%,1302010U0AAANAN,71.62842,14,0
2019-01-01,Tioconazole_Medic Nail Lacquer 283mg/ml,1310020T0AAAAAA,106.72466,14,0
2019-01-01,Sod Fusidate_Oint 2%,1310012Q0AAAAAA,18.44549,4,0
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,414.51091,14,0
2019-01-01,Fluocinolone Aceton_Oint 0.025%,1304000N0AABBBB,25.6788,4,0
2019-01-01,Mometasone Fur_Scalp Lot 0.1%,1304000Y0AABBBB,56.82774,0,14
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,759.8250800000001,28,0
2019-01-01,Adapalene/Benzoyl Per_Gel 0.1%/2.5%,1306010Z0AAAAAA,163.20252,20,0
2019-01-01,Clobetasol Prop_Scalp Applic 0.05%,1304000G0AABBBB,31.90051,0,9
2019-01-01,Benzoyl Per_Crm 4%,1306010C0AABABA,7.6789,4,0
2019-01-01,Liq Paraf Light/Wte Soft Paraf_Crm 6/15%,130201000AACDCD,9.82604,208,0
2019-01-01,Liq Paraf/Wte Soft Paraf_6%/15% Crm,130201000AADLDL,11.87108,6,0
2019-01-01,Cinchocaine/Prednisolone_Oint 0.5%/0.19%,0107020P0AAACAC,9.01855,24,0
2019-01-01,Chlorhex Glucon_Soln 0.5%,1311020L0AAALAL,4.56961,11,0
2019-01-01,Soya Oil_Bath Oil 84.75%,130201100AAAAAA,14.661679999999999,2,0
2019-01-01,Fluticasone Prop_Oint 0.005%,1304000S0AAABAB,3.94775,32,0
2019-01-01,Salicylic Acid/Mucopolysac_Gel 2%/0.2%,1003020W0AAAAAA,46.788070000000005,96,0
2019-01-01,Mupirocin_Oint 2%,1310011M0AAAAAA,78.28650999999999,14,0
2019-01-01,Sod Fusidate_Oint 2%,1310012Q0AAAAAA,20.97012,14,0
2019-01-01,Urea/Lauromacrogols_Crm 5%/3%,1302010U0AAANAN,59.68621,10,0
2019-01-01,Sod Bicarb_(S),0101012B0AAAPAP,27.70623,1,0
2019-01-01,Olive Oil_Liq,190605000AACACA,15.88475,2,0
2019-01-01,Salicylic Acid/Mucopolysac_Gel 2%/0.2%,1003020W0AAAAAA,20.04494,280,0
2019-01-01,Capsaicin_Crm 0.075%,1003020AAAAAAAA,13.53239,69,0
2019-01-01,Adapalene_Crm 0.1%,1306010H0AAABAB,61.01027,9,0
2019-01-01,Menthol In Aq_Crm 0.5%,1303000AAAAAAAA,119.42187,8,0
2019-01-01,Betameth Val_Crm 0.025% (1 in 4),1304000F0AAABAB,17.55439,11,0
2019-01-01,Betameth Diprop/Salic Acid_Oint 0.05/3%,1304000D0AABBBB,16.99134,332,0
2019-01-01,Urea_Lot 10%,1302010U0AAAMAM,36.82585,2,0
2019-01-01,Alum Chlor_Spy 20% 30ml,1312000C0AAAWAW,18.64032,6,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,27.57222,24,0
2019-01-01,Dimeticone/Benzalk Chlor_Crm 22%/0.1%,1302020D0AAACAC,10.680010000000001,30,0
2019-01-01,Heparinoid_Crm 0.3%,1314000H0AAAAAA,22.28186,65,0
2019-01-01,Lido_Crm 4%,1502010I0AAAKAK,16.63248,6,0
2019-01-01,Mag Sulf_Paste,1310050M0AAAAAA,2.7586399999999998,6,0
2019-01-01,Imiquimod_Crm 5% Sach 250mg,1307000V0AAAAAA,165.52071999999998,2,0
2019-01-01,Pot Permanganate_Cutaneous Soln Tab400mg,1311060Q0AAACAC,87.22015999999999,5,0
2019-01-01,Lido_Oint 5%,1502010I0AAAEAE,57.44633,7,0
2019-01-01,Mupirocin_Crm 2%,1310011M0AAABAB,24.47228,45,0
2019-01-01,Mupirocin_Oint 2%,1310011M0AAAAAA,29.35434,30,0
2019-01-01,Lido_Oint 5%,1502010I0AAAEAE,200.88236,10,0
2019-01-01,Fludroxycortide_Tape 7.5cm x 20cm,1304000T0AACECE,342.57005000000004,6,0
2019-01-01,Mometasone Fur_Scalp Lot 0.1%,1304000Y0AABBBB,36.494910000000004,0,6
2019-01-01,Heparinoid_Crm 0.3%,1314000H0AAAAAA,14.83804,78,0
2019-01-01,Lido_Oint 5%,1502010I0AAAEAE,51.685570000000006,10,0
2019-01-01,Calcipotriol/Betameth_Foam 50mcg/0.5mg/g,1305020D0AAAIAI,294.70561999999995,84,0
2019-01-01,Menthol In Aq_Crm 2%,1303000AAAAACAC,78.77813,5,0
2019-01-01,Mupirocin_Oint 2%,1310011M0AAAAAA,63.57834,9,0
2019-01-01,Salic Acid_Gel 26%,1307000M0AABMBM,14.67714,3,0
2019-01-01,Hydrocort_Oint 0.5%,1304000V0AABBBB,115.81434999999999,3,0
2019-01-01,Hydrocort_Oint 0.5%,1304000V0AABBBB,88.33515,10,0
2019-01-01,Mupirocin_Crm 2%,1310011M0AAABAB,29.317140000000002,2,0
2019-01-01,Paraf_Soft Yellow (S),1302010M0AAAAAA,2.41523,6,0
2019-01-01,Adapalene_Crm 0.1%,1306010H0AAABAB,198.39186999999998,12,0
2019-01-01,Amorolfine HCl_Nail Lacquer Kit 5% 5ml,1310020A0AAAAAA,58.80455,8,0
2019-01-01,Lido_Spy 10% 50ml S/F,1502010I0AAACAC,11.7009,12,0
2019-01-01,Liq Paraf/Wte Soft Paraf_Oint 5%/95%,130201000AAA3A3,9.16089,6,0
2019-01-01,Mometasone Fur_Scalp Lot 0.1%,1304000Y0AABBBB,24.34234,0,6
2019-01-01,Azelaic Acid_Gel 15%,1306010B0AAABAB,69.49985,8,0
2019-01-01,Liq Paraf/Wte Soft Paraf_Oint 5%/95%,130201000AAA3A3,11.52455,4,0
2019-01-01,Hydrocort_Oint 0.5%,1304000V0AABBBB,22.10239,80,0
2019-01-01,Paraf_Soft Yellow (S),1302010M0AAAAAA,1.20761,18,0
2019-01-01,Fluocinolone Aceton_Gel 0.025%,1304000N0AABDBD,61.95082,2,0
2019-01-01,Cetomacrogol_Crm (For A) BP 1988,1301010D0AAAAAA,18.72386,6,0
2019-01-01,Pimecrolimus_Crm 1%,1305030B0AAAAAA,73.15051,36,0
2019-01-01,Clobetasol/Neomycin/Nystatin_Crm,1304000G0AACACA,403.79385,24,0
2019-01-01,Liq Paraf/Wte Soft Paraf_Oint 5%/95%,130201000AAA3A3,3.58889,12,0
2019-01-01,Salic Acid_Oint 50%,1307000M0AAAEAE,20.62968,5,0
2019-01-01,Azelaic Acid_Gel 15%,1306010B0AAABAB,69.47504,7,0
2019-01-01,Benzoyl Per/Clindamycin Phos_Gel 3%/1%,1306010Y0AAABAB,73.18757,4,0
2019-01-01,Fluorouracil_Crm 5%,1308010Y0AAAAAA,672.06612,44,0
2019-01-01,Miconazole Nit_Dust Pdr 2%,1310020N0AAABAB,27.45476,6,0
2019-01-01,Menthol In Aq_Crm 1%,1303000AAAAABAB,67.7426,8,0
2019-01-01,Terbinafine HCl_Spy 1% 15ml,131002030AAABAB,9.17017,6,0
2019-01-01,Betameth Val/Neomycin Sulf_Crm 0.1/0.5%,1304000F0AACBCB,145.58316,8,0
2019-01-01,Hydrogen Per_Crm 1%,1310050H0AAAAAA,44.95331,1,0
2019-01-01,Selenium Sulfide_Shampoo 2.5%,1309000S0AAABAB,6.5032700000000006,0,2
2019-01-01,Paraf_Soft Wte (S),1302010N0AAAAAA,11.23169,4,0
2019-01-01,Sod Fusidate_Oint 2%,1310012Q0AAAAAA,19.23449,7,0
2019-01-01,Salic Acid/Lactic Acid_Gel 12%/4%,1307000M0AAAVAV,11.100719999999999,30,0
2019-01-01,Adapalene_Crm 0.1%,1306010H0AAABAB,228.90321,13,0
2019-01-01,Calamine_Lot,1303000D0AAACAC,7.93873,12,0
2019-01-01,Pimecrolimus_Crm 1%,1305030B0AAAAAA,73.11331,2,0
2019-01-01,Fluocinolone Aceton_Crm 0.00625%,1304000N0AAADAD,9.00927,32,0
2019-01-01,Ibuprofen/Menthol_Gel 5%/3%,1003020P0AAAHAH,6.6889,20,0
2019-01-01,Adapalene_Crm 0.1%,1306010H0AAABAB,45.7856,720,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,18.40212,168,0
2019-01-01,Adapalene_Crm 0.1%,1306010H0AAABAB,152.54426999999998,4,0
2019-01-01,Betameth Val/Clioquinol_Oint 0.1%/3%,1304000F0AACDCD,108.29635,48,0
2019-01-01,Benzydamine HCl_Crm 3%,1003020F0AAAAAA,12.72186,86,0
2019-01-01,Clindamycin Phos_Gel 1%,1306010F0AAADAD,16.07552,15,0
2019-01-01,Lido_Spy 10% 50ml S/F,1502010I0AAACAC,46.75399,4,0
2019-01-01,Liq Paraf/Wte Soft Paraf_6%/15% Crm,130201000AADLDL,7.91406,24,0
2019-01-01,Urea/Lauromacrogols_Crm 5%/3%,1302010U0AAANAN,36.4206,6,0
2019-01-01,Clindamycin Phos_Lot 1%,1306010F0AAABAB,61.43127,11,0
2019-01-01,Cetrimide_Crm 0.5%,1310050D0AAAAAA,2.56481,17,0
2019-01-01,Hydrocort_Crm 0.1%,1304000V0AAAWAW,9.31868,3,0
2019-01-01,Coal Tar_Soln 5% Cutaneous Emuls,1305020C0AACXCX,37.70455,8,0
2019-01-01,Paraf_Soft Wte (S),1302010N0AAAAAA,4.41284,8,0
2019-01-01,Soya Oil_Bath Oil 84.75%,130201100AAAAAA,9.64345,1,0
2019-01-01,Cinchocaine/Prednisolone_Oint 0.5%/0.19%,0107020P0AAACAC,30.10317,20,0
2019-01-01,Calcipotriol/Betameth_Foam 50mcg/0.5mg/g,1305020D0AAAIAI,405.19231,12,0
2019-01-01,Coal Tar_Soln 5% Cutaneous Emuls,1305020C0AACXCX,30.15871,8,0
2019-01-01,Imiquimod_Crm 5% Sach 250mg,1307000V0AAAAAA,67.78676999999999,4,0
2019-01-01,Pimecrolimus_Crm 1%,1305030B0AAAAAA,71.29726,12,0
2019-01-01,Lido_Crm 4%,1502010I0AAAKAK,36.11764,13,0
2019-01-01,Mupirocin_Oint 2%,1310011M0AAAAAA,24.44748,11,0
2019-01-01,Betameth Val_Crm 0.025% (1 in 4),1304000F0AAABAB,64.53144,20,0
2019-01-01,Calamine_Lot,1303000D0AAACAC,5.108,64,0
2019-01-01,Calamine Aq_Crm,1303000D0AAABAB,2.6669,715,0
2019-01-01,Tioconazole_Medic Nail Lacquer 283mg/ml,1310020T0AAAAAA,160.08699,6,0
2019-01-01,Fludroxycortide_Tape 7.5cm x 20cm,1304000T0AACECE,279.15595,2,0
2019-01-01,Urea_Lot 10%,1302010U0AAAMAM,58.90649,4,0
2019-01-01,Ketoconazole_Crm 2%,1310020L0AAAAAA,23.62448,1,0
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,103.63392999999999,1348,0
2019-01-01,Menthol In Aq_Crm 2%,1303000AAAAACAC,63.01507,6,0
2019-01-01,Polymyxin / Bacitracin_Oint,1310011W0AAABAB,4.30044,2,0
2019-01-01,Fluocinonide_Crm 0.05%,1304000P0AAAAAA,7.37573,16,0
2019-01-01,Soya Oil_Bath Oil 84.75%,130201100AAAAAA,29.99781,3,0
2019-01-01,Mometasone Fur_Scalp Lot 0.1%,1304000Y0AABBBB,36.51972,0,8
2019-01-01,Cinchocaine HCl/Hydrocort_Oint 0.5%/0.5%,0107020J0AAAEAE,57.60708,12,0
2019-01-01,Fludroxycortide_Tape 7.5cm x 20cm,1304000T0AACECE,347.78935,2,0
2019-01-01,Selenium Sulfide_Shampoo 2.5%,1309000S0AAABAB,8.8546,0,3
2019-01-01,Pimecrolimus_Crm 1%,1305030B0AAAAAA,91.41335000000001,21,0
2019-01-01,Urea/Lactic Acid_Crm 10%/5%,1302010U0AAAEAE,36.36178,88,0
2019-01-01,Benzoyl Per/Clindamycin Phos_Gel 3%/1%,1306010Y0AAABAB,170.89085,96,0
2019-01-01,Adapalene/Benzoyl Per_Gel 0.1%/2.5%,1306010Z0AAAAAA,272.03727,30,0
2019-01-01,Clindamycin Phos_Gel 1%,1306010F0AAADAD,8.05016,773,0
2019-01-01,Hydrocort_Oint 0.5%,1304000V0AABBBB,27.61558,92,0
2019-01-01,Capsaicin_Crm 0.075%,1003020AAAAAAAA,162.43832,4,0
2019-01-01,Betameth Diprop/Salic Acid_Oint 0.05/3%,1304000D0AABBBB,14.80715,8,0
2019-01-01,Betameth Val_Oint 0.025% (1 in 4),1304000F0AABBBB,70.46557,48,0
2019-01-01,Malathion_Aq Lot 0.5%,1310040M0AAADAD,19.81915,4,4
2019-01-01,Tacrolimus_Oint 0.03%,1305030C0AAACAC,129.98411,10,0
2019-01-01,Clobetasol Prop_Scalp Applic 0.05%,1304000G0AABBBB,34.76233,0,12
2019-01-01,Hydrocort/Crotamiton_Crm 0.25%/10%,1304000V0AAAJAJ,4.04056,342,0
2019-01-01,Salicylic Acid/Mucopolysac_Gel 2%/0.2%,1003020W0AAAAAA,167.05776,36,0
2019-01-01,Cetomacrogol_Crm (For A) BP 1988,1301010D0AAAAAA,106.44078999999999,198,0
2019-01-01,Salicylic Acid/Mucopolysac_Gel 2%/0.2%,1003020W0AAAAAA,267.22048,78,0
2019-01-01,Betameth Val_Lot 0.1%,1304000F0AABCBC,29.781219999999998,2,0
2019-01-01,Calcipotriol/Betameth_Foam 50mcg/0.5mg/g,1305020D0AAAIAI,257.82711,28,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,24.5031,10,0
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,483.60848,16,0
2019-01-01,Betameth Val_Lot 0.1%,1304000F0AABCBC,21.26698,1,0
2019-01-01,Isotretinoin/Erythromycin_Gel 0.05%/2%,1306010I0AAACAC,27.77026,18,0
2019-01-01,Betameth Val_Oint 0.025% (1 in 4),1304000F0AABBBB,35.20798,40,0
2019-01-01,Betameth Val_Crm 0.025% (1 in 4),1304000F0AAABAB,35.17078,15,0
2019-01-01,Betameth Diprop/Clotrimazole_Crm0.064/1%,1304000D0AACACA,64.79102,44,0
2019-01-01,Urea_Crm 5%,1302010U0AAAKAK,17.74626,3,0
2019-01-01,Calcipotriol_Scalp Soln 50mcg/ml,1305020D0AAACAC,475.68817,0,4
2019-01-01,Tretinoin/Erythromycin_Soln 0.025%/4%,1306010I0AAAFAF,19.65512,8,0
2019-01-01,Coal Tar_Ext Shampoo 5%,1309000C0AAATAT,25.527250000000002,0,4
2019-01-01,Fluocinonide_Oint 0.05%,1304000P0AABABA,25.22401,4,0
2019-01-01,Cinchocaine HCl/Hydrocort_Oint 0.5%/0.5%,0107020J0AAAEAE,76.85078,36,0
2019-01-01,Hydrocort_Crm 0.1%,1304000V0AAAWAW,29.61437,11,0
2019-01-01,Soya Oil_Bath Oil 84.75%,130201100AAAAAA,35.04084,14,0
2019-01-01,Urea/Lauromacrogols_Crm 5%/3%,1302010U0AAANAN,39.76809,6,0
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,241.79183999999998,124,0
2019-01-01,Adapalene_Crm 0.1%,1306010H0AAABAB,61.03507,24,0
2019-01-01,Glutaraldehyde_Soln 10%,1307000F0AAAAAA,1.92127,1,0
