month,pct,items,total_list_size,measure
2016-02-01,02F,1028,259720,3.958108732481134
2016-02-01,08R,713,221096,3.2248435068929333
2016-02-01,03Q,353,351044,1.0055719510944499
2016-02-01,08T,796,190700,4.1740954378605135
2016-02-01,04V,1127,379953,2.9661563403894693
2016-02-01,08M,1540,373025,4.128409624019837
2016-02-01,11N,2306,561538,4.106578717735933
2016-02-01,06Y,370,221572,1.6698860866896539
2016-02-01,08D,899,305362,2.9440467379700155
2016-02-01,04H,393,131603,2.98625411274819
2016-02-01,00D,1590,289703,5.488379478293287
2016-02-01,00L,80,322476,0.24808047730683833
2016-02-01,11M,797,636586,1.2519910899705617
2016-02-01,01X,1125,195339,5.759218589221814
2016-02-01,00N,72,155533,0.4629242668758398
2016-02-01,03K,478,171852,2.7814631194283455
2016-02-01,08F,788,271030,2.9074272220787365
2016-02-01,09E,601,220049,2.7312098668932823
2016-02-01,09N,570,221675,2.571331904815609
2016-02-01,06T,1340,341720,3.921339108041672
2016-02-01,07W,1829,427439,4.278973140026998
2016-02-01,09Y,852,365783,2.329249855788815
2016-02-01,99J,1133,477440,2.373073056300268
2016-02-01,00C,408,107232,3.8048343777976723
2016-02-01,14L,1085,605797,1.7910290080670588
2016-02-01,07R,781,267237,2.922499504185423
2016-02-01,07L,889,212182,4.189799323222517
2016-02-01,08J,703,202786,3.4667087471521705
2016-02-01,00J,1004,254712,3.941706711894217
2016-02-01,03M,173,118735,1.457026150671664
2016-02-01,02T,882,218086,4.044276111258861
2016-02-01,99F,347,183252,1.8935673280509897
2016-02-01,10L,606,142716,4.246195240898007
2016-02-01,08K,1997,387021,5.159926722322561
2016-02-01,08N,782,302095,2.5885896820536587
2016-02-01,15E,5004,1277522,3.916957985850733
2016-02-01,15D,1178,446068,2.6408529641220624
2016-02-01,03F,1850,293091,6.31203278162755
2016-02-01,07M,871,403992,2.155983286797758
2016-02-01,09G,1551,505194,3.070107720994311
2016-02-01,10Q,855,720073,1.1873796129003586
2016-02-01,01K,345,346614,0.9953435233429693
2016-02-01,03L,1102,258928,4.2560093925724525
2016-02-01,02N,156,158029,0.9871605844496896
2016-02-01,06M,823,236839,3.474934449140555
2016-02-01,06P,612,228049,2.6836337804594628
2016-02-01,08V,1225,297794,4.113581872032344
2016-02-01,10X,913,276242,3.3050730880894292
2016-02-01,06L,988,399966,2.470209967847267
2016-02-01,99E,623,273609,2.276971883234835
2016-02-01,10J,548,221922,2.4693360730346696
2016-02-01,02M,352,169341,2.078646045553056
2016-02-01,00R,701,171763,4.081204916076222
2016-02-01,01A,635,374856,1.6939838231214122
2016-02-01,07Y,1261,306009,4.120793832861125
2016-02-01,09H,269,129507,2.0771078011227186
2016-02-01,00V,203,200109,1.0144471263161579
2016-02-01,03A,1023,244674,4.1810735917997
2016-02-01,07N,674,234804,2.870479208190661
2016-02-01,03T,1113,245899,4.5262485817347775
2016-02-01,09A,981,215153,4.559545997499454
2016-02-01,08Q,1696,314258,5.396839539486664
2016-02-01,12D,903,231128,3.906926032328406
2016-02-01,04Y,401,131788,3.0427656539290378
2016-02-01,06H,2482,929964,2.66892051735336
2016-02-01,08G,1063,304977,3.4855087432822804
2016-02-01,02E,805,214591,3.75132228285436
2016-02-01,04M,127,105765,1.2007753037394224
2016-02-01,99G,517,185263,2.7906273783756066
2016-02-01,08P,863,210369,4.102315455223915
2016-02-01,00Y,311,248705,1.2504774733117547
2016-02-01,02R,150,323303,0.46396105201622007
2016-02-01,06D,361,114377,3.1562289621165096
2016-02-01,06K,1484,588136,2.523225920535386
2016-02-01,07V,1176,400679,2.9350178072721556
2016-02-01,05V,516,146714,3.5170467712692726
2016-02-01,01Y,1886,244306,7.719826774618715
2016-02-01,04N,155,124379,1.2461910772718867
2016-02-01,07G,400,170979,2.3394685897098473
2016-02-01,04Q,355,132243,2.6844521071058574
2016-02-01,08X,1934,384971,5.023755036093628
2016-02-01,15C,4012,974713,4.116083400960077
2016-02-01,09J,811,259957,3.1197467273433683
2016-02-01,10A,560,200979,2.786360764059926
2016-02-01,15A,1157,527070,2.1951543438252985
2016-02-01,02Y,1111,301322,3.6870855762274246
2016-02-01,05D,392,138488,2.8305701577031943
2016-02-01,08L,918,314899,2.9152204357587674
2016-02-01,03N,3248,590362,5.501709120844498
2016-02-01,03H,755,168910,4.469836007341187
2016-02-01,04D,1036,234576,4.416479094195485
2016-02-01,99K,502,168651,2.9765610639723445
2016-02-01,12F,1236,334206,3.6983178039891564
2016-02-01,99A,4103,513454,7.990978743957589
2016-02-01,01T,1170,154618,7.56703617948751
2016-02-01,09X,350,234652,1.4915704958832656
2016-02-01,05Y,1467,278769,5.262421574852296
2016-02-01,09W,970,294515,3.2935504133915083
2016-02-01,05R,634,277410,2.2854259038967593
2016-02-01,08H,697,237233,2.9380398173947135
2016-02-01,05Q,849,216776,3.9164852197660256
2016-02-01,05W,1437,285774,5.028449054147684
2016-02-01,06W,695,230047,3.0211217707685827
2016-02-01,03V,311,74922,4.150983689703958
2016-02-01,01C,866,205848,4.206987680230072
2016-02-01,07T,797,300240,2.654543032240874
2016-02-01,10E,547,143242,3.818712388824506
2016-02-01,99C,117,216919,0.5393718392579719
2016-02-01,08E,853,260406,3.275654170794836
2016-02-01,10C,166,94939,1.7484911364139077
2016-02-01,01V,739,123809,5.968871406763645
2016-02-01,08A,951,287564,3.3070898999874805
2016-02-01,00T,364,302250,1.204301075268817
2016-02-01,02H,1098,323567,3.3934239276564053
2016-02-01,02Q,357,114403,3.120547538089036
2016-03-01,14L,1044,605797,1.723349570895861
2016-03-01,15F,3684,857121,4.298109601794845
2016-03-01,06H,2671,929964,2.872154190914917
2016-03-01,10D,271,109764,2.4689333479100615
2016-03-01,02R,143,323303,0.4423095362554632
2016-03-01,04F,555,283819,1.9554716209978897
2016-03-01,07N,639,234804,2.7214187151837277
2016-03-01,08P,906,210369,4.306718195171342
2016-03-01,03J,1299,190189,6.830048004879356
2016-03-01,04C,2075,393912,5.267673998253417
2016-03-01,05V,530,146714,3.6124705208773533
2016-03-01,11X,1413,562446,2.5122411751528144
2016-03-01,03K,518,171852,3.0142215394641894
2016-03-01,03Q,377,351044,1.0739394491858572
2016-03-01,09H,287,129507,2.21609642722015
2016-03-01,10A,556,200979,2.7664581871737846
2016-03-01,11E,919,204489,4.494129268567014
2016-03-01,00R,698,171763,4.063738989188591
2016-03-01,04L,208,139193,1.49432801936879
2016-03-01,04Q,383,132243,2.896183540905757
2016-03-01,12D,948,231128,4.101623342909556
2016-03-01,15N,4143,1195793,3.464646473093587
2016-03-01,01F,681,130021,5.237615462117659
2016-03-01,07K,782,246004,3.1788101006487697
2016-03-01,01J,1395,162317,8.594293881725267
2016-03-01,02G,555,112146,4.948905890535552
2016-03-01,05A,2064,493826,4.179609822083082
2016-03-01,05X,664,180215,3.6844879726992765
2016-03-01,10E,561,143242,3.9164490861618804
2016-03-01,00V,235,200109,1.1743599738142714
2016-03-01,00X,474,179357,2.642773909019442
2016-03-01,15E,5396,1277522,4.223802016716737
2016-03-01,05Q,847,216776,3.907259106174115
2016-03-01,08V,1209,297794,4.059853455744575
2016-03-01,00Q,291,171622,1.6955868128794676
2016-03-01,09E,567,220049,2.576698826170535
2016-03-01,10V,580,210453,2.75595976298746
2016-03-01,03W,961,321922,2.985195171501171
2016-03-01,04H,372,131603,2.8266832822959964
2016-03-01,07R,866,267237,3.240569232553876
2016-03-01,08H,738,237233,3.1108656890061672
2016-03-01,09D,1382,312531,4.421961341434929
2016-03-01,10J,609,221922,2.744207424230135
2016-03-01,99C,159,216919,0.7329924995044234
2016-03-01,00P,756,283985,2.66211243551596
2016-03-01,02F,1038,259720,3.996611735715386
2016-03-01,02Q,423,114403,3.6974554863071774
2016-03-01,07H,805,303877,2.6490981548455457
2016-03-01,10L,660,142716,4.624569074245354
2016-03-01,12F,1262,334206,3.7761141331992847
2016-03-01,99F,415,183252,2.264641040752625
2016-03-01,05W,1599,285774,5.595330575909634
2016-03-01,09P,806,186456,4.322735658814948
2016-03-01,10K,570,203136,2.806001890359168
2016-03-01,04E,1057,189938,5.564973833566743
2016-03-01,05D,449,138488,3.2421581653284037
2016-03-01,08N,810,302095,2.6812757576259125
2016-03-01,09N,549,221675,2.476598624111875
2016-03-01,99E,664,273609,2.4268207551652172
2016-03-01,03V,305,74922,4.070900403085877
2016-03-01,03N,3422,590362,5.796443538032599
2016-03-01,06D,395,114377,3.453491523645488
2016-03-01,08Q,1779,314258,5.660953738647863
2016-03-01,07P,1899,371293,5.114559121771754
2016-03-01,99G,547,185263,2.952559334567615
2016-03-01,02Y,1130,301322,3.750141045127804
2016-03-01,04G,2332,662888,3.517939682118247
2016-03-01,08E,903,260406,3.4676620354369714
2016-03-01,09J,821,259957,3.1582146278038294
2016-03-01,15C,4136,974713,4.243300335585962
2016-03-01,09C,231,128400,1.799065420560748
2016-03-01,02D,547,103811,5.269191126181234
2016-03-01,03L,1117,258928,4.313940554903294
2016-03-01,06P,722,228049,3.1659862573394313
2016-03-01,05N,885,304390,2.9074542527678306
2016-03-01,09X,323,234652,1.376506486200842
2016-03-01,11J,2237,788645,2.836510724090054
2016-03-01,02H,1100,323567,3.3996050277067806
2016-03-01,04N,210,124379,1.6883879111425564
2016-03-01,08K,1936,387021,5.002312536012259
2016-03-01,03T,1200,245899,4.8800523792288715
2016-03-01,06V,344,171481,2.006053148745342
2016-03-01,08C,1551,210902,7.354126561151623
2016-03-01,00T,354,302250,1.1712158808933002
2016-03-01,01A,686,374856,1.8300360671831317
2016-03-01,02A,778,238837,3.257451734865201
2016-03-01,02X,1399,314465,4.448825783473518
2016-03-01,08L,962,314899,3.0549477769062463
2016-03-01,99D,465,163576,2.842715312759818
2016-03-01,00J,1096,254712,4.302898960394486
2016-03-01,01D,1196,227394,5.259593480918583
2016-03-01,02E,906,214591,4.221985078591368
2016-03-01,06T,1486,341720,4.348589488470092
2016-03-01,01G,2412,262453,9.190216915028596
2016-03-01,06K,1567,588136,2.6643497422364897
2016-03-01,06Q,1018,383786,2.6525198938992043
2016-03-01,07X,898,325429,2.7594344695770814
2016-03-01,03A,1074,244674,4.389514210745727
2016-03-01,06M,842,236839,3.555157723179037
2016-03-01,08X,1989,384971,5.16662294042928
2016-03-01,03M,171,118735,1.4401819177159219
2016-03-01,05J,390,174647,2.233075861595103
2016-03-01,99J,1221,477440,2.557389410187668
2016-03-01,01H,241,323994,0.7438409353259628
2016-03-01,01E,747,204000,3.6617647058823533
2016-03-01,03D,176,143370,1.2275929413405873
2016-03-01,07Q,675,340533,1.9821867484208577
2016-03-01,09L,406,179489,2.2619770570898496
2016-03-01,01T,1180,154618,7.631711702389113
2016-03-01,05Y,1499,278769,5.377211956853165
2016-03-01,99A,4918,513454,9.578267965582116
2016-03-01,00L,84,322476,0.26048450117218025
2016-03-01,04V,1218,379953,3.2056596473774386
2016-03-01,06W,755,230047,3.2819380387486032
2016-03-01,08A,982,287564,3.4148919892615215
2016-03-01,05F,410,184511,2.2220897399071062
2016-03-01,00C,369,107232,3.441136974037601
2016-03-01,01K,362,346614,1.0443894360874058
2016-03-01,07W,2108,427439,4.931697856302303
2016-03-01,10R,1245,222719,5.590003547070525
2016-03-01,11A,1184,552072,2.144647799562376
2016-03-01,11M,842,636586,1.3226806747242321
2016-03-01,08G,1011,304977,3.315004082275057
2016-03-01,08R,777,221096,3.514310525744473
2016-03-01,09F,562,192624,2.9176011296619317
2016-03-01,00D,1622,289703,5.59883743005768
2016-03-01,01R,660,180443,3.657664747316327
2016-03-01,01V,871,123809,7.035029763587461
2016-03-01,06N,1857,631866,2.938914263467254
2016-03-01,08T,817,190700,4.284216046145778
2016-03-01,99K,465,168651,2.7571730971058575
2016-03-01,03E,174,161247,1.0790898435319727
2016-03-01,07V,1291,400679,3.22203060305132
2016-03-01,08Y,1045,243895,4.284630681235778
2016-03-01,15M,2470,1036320,2.3834336884360043
2016-03-01,07L,880,212182,4.147382907126901
2016-03-01,08J,723,202786,3.5653348850512363
2016-03-01,11N,2369,561538,4.218770590770349
2016-03-01,02W,212,140142,1.5127513521999116
2016-03-01,08W,732,299525,2.443869459978299
2016-03-01,09W,1045,294515,3.54820637318982
2016-03-01,15A,1085,527070,2.0585500977099818
2016-03-01,04Y,438,131788,3.3235195920721154
2016-03-01,00M,1346,293299,4.589173505535308
2016-03-01,01C,929,205848,4.513038747036648
2016-03-01,03R,327,363974,0.8984158209102849
2016-03-01,08D,1009,305362,3.3042749261532216
2016-03-01,10X,966,276242,3.4969338478580374
2016-03-01,00N,55,155533,0.35362270386348876
2016-03-01,04D,1127,234576,4.804413068685629
2016-03-01,15D,1312,446068,2.94125559331761
2016-03-01,01X,1177,195339,6.025422470679178
2016-03-01,06Y,386,221572,1.7420973769248824
2016-03-01,10C,178,94939,1.8748880860341903
2016-03-01,09G,1598,505194,3.16314128829717
2016-03-01,03H,779,168910,4.611923509561304
2016-03-01,05C,1516,315486,4.805284545114522
2016-03-01,08F,792,271030,2.922185735896395
2016-03-01,14Y,876,545989,1.6044279280351803
2016-03-01,99N,1313,484088,2.7123167688519447
2016-03-01,06L,1072,399966,2.680227819364646
2016-03-01,09A,1083,215153,5.033627232713464
2016-03-01,13T,203,513866,0.3950446225280521
2016-03-01,02M,370,169341,2.184940445609746
2016-03-01,05H,670,186849,3.585783172508282
2016-03-01,05R,710,277410,2.559388630546844
2016-03-01,07G,420,170979,2.4564420191953396
2016-03-01,07M,902,403992,2.2327174795540503
2016-03-01,07T,859,300240,2.861044497735145
2016-03-01,99H,635,302769,2.0973085091274206
2016-03-01,06A,1803,269145,6.698991250069664
2016-03-01,09Y,934,365783,2.553426485101823
2016-03-01,10Q,942,720073,1.30820069631829
2016-03-01,01Y,1966,244306,8.047284962301376
2016-03-01,02T,1016,218086,4.658712617958052
2016-03-01,03F,1895,293091,6.4655687141536236
2016-03-01,04K,841,365378,2.3017258838791608
2016-03-01,06F,1140,465038,2.4514125727359914
2016-03-01,07J,568,172115,3.300119106411411
2016-03-01,04M,134,105765,1.2669597692998629
2016-03-01,07Y,1279,306009,4.179615632219967
2016-03-01,05G,701,216430,3.2389225153629355
2016-03-01,99M,548,224077,2.445587900587744
2016-03-01,00Y,354,248705,1.423373072515631
2016-03-01,01W,684,306493,2.231698603230742
2016-03-01,00K,985,295084,3.338032560220141
2016-03-01,02P,2057,255929,8.037385368598324
2016-03-01,05L,2817,549007,5.131082117350052
2016-03-01,05T,1088,302005,3.6025893611032935
2016-03-01,08M,1624,373025,4.353595603511829
2016-03-01,02N,131,158029,0.8289617728391625
2016-04-01,00T,348,302913,1.1488447177902568
2016-04-01,06D,365,114579,3.185575018109776
2016-04-01,06Q,1055,384627,2.7429171639016503
2016-04-01,08T,763,190499,4.005270368873328
2016-04-01,09E,573,220254,2.6015418562205457
2016-04-01,09H,301,130059,2.3143342636803297
2016-04-01,99G,560,185582,3.017534028084621
2016-04-01,99J,1231,479163,2.5690631371787886
2016-04-01,10A,582,201636,2.8863893352377548
2016-04-01,10L,706,142818,4.943354479127281
2016-04-01,04L,194,139603,1.389654950108522
2016-04-01,08A,923,283150,3.259756312908352
2016-04-01,03D,168,143414,1.1714337512376753
2016-04-01,04M,139,105163,1.3217576524062646
2016-04-01,08Q,1941,316250,6.137549407114623
2016-04-01,99D,522,164017,3.18259692592841
2016-04-01,01V,833,123819,6.727562005831093
2016-04-01,05R,713,278269,2.5622688837060545
2016-04-01,06P,656,228363,2.872619469879095
2016-04-01,07K,802,246194,3.257593605043177
2016-04-01,09X,362,235357,1.538088945729254
2016-04-01,02M,357,169266,2.1091063769451632
2016-04-01,07V,1335,401809,3.3224741108337543
2016-04-01,99K,477,168516,2.83059175389874
2016-04-01,01X,1168,195553,5.972805326433242
2016-04-01,00K,902,295009,3.0575338379507064
2016-04-01,04V,1229,380556,3.2294852794332503
2016-04-01,06L,1067,400864,2.661750618663686
2016-04-01,08C,1533,209713,7.309990320104141
2016-04-01,09F,549,193291,2.840277095157043
2016-04-01,04Q,419,132385,3.165011141745666
2016-04-01,08D,1051,307166,3.42160265133511
2016-04-01,08N,827,304186,2.718731302558303
2016-04-01,10Q,912,716677,1.2725397912867302
2016-04-01,11M,827,635973,1.300369669781579
2016-04-01,01W,635,307372,2.0659006025272313
2016-04-01,05N,940,304925,3.0827252603099122
2016-04-01,06F,1188,466463,2.546825793256914
2016-04-01,08P,882,211396,4.172264375863308
2016-04-01,09J,768,261012,2.9423934531745664
2016-04-01,04K,862,366805,2.350022491514565
2016-04-01,07M,955,406701,2.3481624092392197
2016-04-01,05D,410,138955,2.95059551653413
2016-04-01,00D,1636,289629,5.648605629961087
2016-04-01,03V,326,75257,4.331822953346533
2016-04-01,08H,781,238761,3.2710534802585016
2016-04-01,11N,2254,562211,4.009170934044335
2016-04-01,02Y,1180,301400,3.9150630391506307
2016-04-01,03E,191,161280,1.1842757936507937
2016-04-01,06T,1410,342158,4.120903208459249
2016-04-01,09G,1582,506136,3.1256421199045317
2016-04-01,01A,639,375515,1.7016630494121405
2016-04-01,01G,2363,263517,8.967163408812333
2016-04-01,06K,1588,588728,2.697340707423462
2016-04-01,08M,1738,376784,4.612722408594845
2016-04-01,08V,1215,300654,4.041190205352333
2016-04-01,09W,1008,295323,3.413211974685345
2016-04-01,12F,1292,334310,3.8646764978612667
2016-04-01,00C,391,107416,3.640053623296344
2016-04-01,05C,1543,315890,4.884611731932002
2016-04-01,06A,1827,270194,6.761808182269037
2016-04-01,02D,560,104049,5.382079597112899
2016-04-01,04G,2390,664906,3.5944930561613218
2016-04-01,00Q,246,172073,1.4296257983530245
2016-04-01,04C,2095,394408,5.3117583821829175
2016-04-01,07J,584,172552,3.3844869952246284
2016-04-01,08Y,1032,242551,4.254775284373182
2016-04-01,14Y,853,547122,1.5590672647051298
2016-04-01,99F,410,183678,2.23216716209889
2016-04-01,02A,677,238434,2.839360158366676
2016-04-01,02R,169,323455,0.5224838076393934
2016-04-01,05W,1543,286481,5.386046544098911
2016-04-01,06M,869,237211,3.663405154061152
2016-04-01,09C,246,128890,1.9086042361703779
2016-04-01,15F,3545,857075,4.136160779395036
2016-04-01,03A,1028,244771,4.199843935760364
2016-04-01,03R,353,364563,0.9682825739309803
2016-04-01,10C,188,95303,1.9726556351846216
2016-04-01,00P,846,283901,2.979912011581502
2016-04-01,14L,1020,609222,1.6742665235332936
2016-04-01,04D,1123,235149,4.775695410144206
2016-04-01,07W,2010,426149,4.716660135304787
2016-04-01,08W,688,301835,2.2793910580283927
2016-04-01,10J,616,222472,2.768887770146355
2016-04-01,01T,1200,154611,7.761414129654422
2016-04-01,05H,672,187266,3.5884784210694947
2016-04-01,05T,1063,303054,3.507625703669973
2016-04-01,07H,791,304890,2.5943783003706256
2016-04-01,01K,332,346576,0.9579428465906467
2016-04-01,15M,2405,1037019,2.3191474794579467
2016-04-01,04E,1107,190360,5.815297331372138
2016-04-01,04N,190,124459,1.5266071557701735
2016-04-01,05V,539,146943,3.6680889868860715
2016-04-01,15A,1269,528275,2.4021579669679616
2016-04-01,11E,1026,203982,5.029855575491954
2016-04-01,10R,1232,223107,5.522014100857437
2016-04-01,00N,59,155700,0.3789338471419397
2016-04-01,02W,238,139828,1.702091140544097
2016-04-01,03M,178,118822,1.498039083671374
2016-04-01,07Q,691,341651,2.02253176487117
2016-04-01,08R,745,221722,3.360063502945129
2016-04-01,00X,447,179825,2.4857500347560126
2016-04-01,05X,745,180787,4.120871522841798
2016-04-01,06N,1925,633491,3.0387172035593246
2016-04-01,06Y,403,222162,1.8139915917213565
2016-04-01,05J,443,174949,2.5321665170992693
2016-04-01,10E,569,143763,3.957902937473481
2016-04-01,99N,1340,483447,2.7717619511549354
2016-04-01,01D,1299,227976,5.697968207179703
2016-04-01,02P,2021,256407,7.882000101401289
2016-04-01,03F,2040,293575,6.948820573958954
2016-04-01,04Y,420,131805,3.1865255491066353
2016-04-01,07N,733,234375,3.127466666666667
2016-04-01,11J,2250,789584,2.8496018156396272
2016-04-01,09Y,952,366766,2.595660448351265
2016-04-01,01Y,2021,244824,8.25490964938078
2016-04-01,03H,766,168852,4.536517186648663
2016-04-01,03J,1308,190538,6.86477238136225
2016-04-01,11A,1240,553305,2.241078609446869
2016-04-01,00J,1064,254241,4.185005565585409
2016-04-01,01F,663,130125,5.095100864553315
2016-04-01,15N,4169,1197829,3.4804634050436247
2016-04-01,07G,459,171490,2.6765409061752874
2016-04-01,01R,580,180883,3.2064925946606366
2016-04-01,99H,729,303421,2.4026023248226065
2016-04-01,99M,603,224466,2.68637566491139
2016-04-01,03W,971,322685,3.009126547561863
2016-04-01,06H,2773,933314,2.971132973468736
2016-04-01,07X,897,327511,2.7388393061607093
2016-04-01,00Y,366,249277,1.4682461679176175
2016-04-01,02X,1398,314876,4.439842985810287
2016-04-01,04H,368,131949,2.788956339191657
2016-04-01,06W,765,230023,3.325754381083631
2016-04-01,08G,1029,304229,3.3823205545822383
2016-04-01,08X,1976,386779,5.108860615493601
2016-04-01,02F,1099,259947,4.227784894613133
2016-04-01,05G,713,216166,3.298391051321669
2016-04-01,07L,983,214286,4.5873272168970445
2016-04-01,07P,1842,369168,4.989598231699389
2016-04-01,08F,814,271982,2.9928451147502404
2016-04-01,15D,1272,447628,2.841645294753679
2016-04-01,00L,68,322501,0.21085205937345933
2016-04-01,01H,199,323871,0.6144421698762779
2016-04-01,03L,1095,259438,4.220661583885167
2016-04-01,10X,985,276431,3.563276188271214
2016-04-01,05Y,1549,279820,5.535701522407262
2016-04-01,10D,278,110453,2.5169076439752653
2016-04-01,99C,127,217019,0.5852022173173776
2016-04-01,99E,687,274296,2.504593577740835
2016-04-01,00V,245,200384,1.2226525071862024
2016-04-01,07R,884,267207,3.3082965640870188
2016-04-01,08E,1003,260665,3.8478506895824136
2016-04-01,09D,1394,310733,4.486166580311715
2016-04-01,99A,4760,514671,9.248626792650063
2016-04-01,00R,692,171723,4.02974557863536
2016-04-01,01E,751,204464,3.6730182330385794
2016-04-01,09L,395,179808,2.1967876846413956
2016-04-01,09P,814,186713,4.359632162731036
2016-04-01,13T,189,513245,0.36824518504807646
2016-04-01,05F,389,184754,2.105502451909025
2016-04-01,07T,790,302749,2.6094223267459187
2016-04-01,15E,5522,1280339,4.312920250027531
2016-04-01,06V,377,171549,2.197622836623938
2016-04-01,08L,949,316627,2.997217546197892
2016-04-01,01C,940,206359,4.555168420083447
2016-04-01,02G,588,112271,5.2373275378325665
2016-04-01,02N,145,158164,0.9167699350041727
2016-04-01,02Q,379,114659,3.30545356230213
2016-04-01,08K,2158,389997,5.5333758977633165
2016-04-01,10K,542,203225,2.6669947102964695
2016-04-01,01J,1387,162548,8.53286413859291
2016-04-01,07Y,1408,304840,4.61881642829025
2016-04-01,11X,1452,563342,2.577475139435725
2016-04-01,00M,1307,293370,4.455124927565873
2016-04-01,03K,535,171898,3.112310788956241
2016-04-01,03Q,350,350723,0.9979385440932016
2016-04-01,04F,629,285051,2.2066226745389423
2016-04-01,09N,562,222525,2.525558925963375
2016-04-01,02E,894,215028,4.157598080250014
2016-04-01,02H,1023,323645,3.160870707101917
2016-04-01,03N,3453,589218,5.860309766504078
2016-04-01,05A,2096,494037,4.24259721437868
2016-04-01,05L,2791,550720,5.0679110981987225
2016-04-01,05Q,864,216978,3.981970522357105
2016-04-01,12D,964,230869,4.175528113345663
2016-04-01,02T,1145,218538,5.239363405906525
2016-04-01,03T,1126,246065,4.576026659622458
2016-04-01,08J,819,202366,4.047122540347687
2016-04-01,09A,1073,212914,5.039593450876881
2016-04-01,15C,4232,979006,4.3227518523890565
2016-04-01,10V,601,212413,2.829393681177706
2016-05-01,04Y,416,131805,3.156177686734191
2016-05-01,08C,1557,209713,7.424432438618492
2016-05-01,00T,315,302913,1.0399025462756633
2016-05-01,01Y,1968,244824,8.038427605136752
2016-05-01,02T,959,218538,4.388252843899001
2016-05-01,07K,785,246194,3.1885423690260533
2016-05-01,07G,420,171490,2.4491223978074523
2016-05-01,03F,1885,293575,6.420846461721877
2016-05-01,06N,1742,633491,2.749841749922256
2016-05-01,07P,1848,369168,5.0058509946690934
2016-05-01,02G,579,112271,5.157164361233089
2016-05-01,01E,729,204464,3.5654198294076216
2016-05-01,10L,666,142818,4.6632777381002395
2016-05-01,09C,232,128890,1.7999844828923888
2016-05-01,04Q,406,132385,3.0668127053669223
2016-05-01,05G,653,216166,3.0208265869748248
2016-05-01,10R,1156,223107,5.18137037385649
2016-05-01,08T,864,190499,4.535456879038734
2016-05-01,00M,1318,293370,4.492620240651736
2016-05-01,99C,128,217019,0.5898101087923178
2016-05-01,99M,555,224466,2.4725348159632197
2016-05-01,03L,1040,259438,4.008664883324724
2016-05-01,02N,148,158164,0.9357375888318454
2016-05-01,00P,656,283901,2.3106646330939307
2016-05-01,05N,852,304925,2.7941297040255804
2016-05-01,05W,1450,286481,5.061417685640584
2016-05-01,08N,858,304186,2.8206426331257846
2016-05-01,09G,1575,506136,3.111811845037697
2016-05-01,10C,146,95303,1.5319559720050784
2016-05-01,00V,228,200384,1.1378153944426699
2016-05-01,07J,510,172552,2.9556307663776717
2016-05-01,07T,811,302749,2.67878671771005
2016-05-01,15C,3998,979006,4.083733909700247
2016-05-01,15A,1219,528275,2.307510292934551
2016-05-01,04L,200,139603,1.4326339691840433
2016-05-01,05A,1994,494037,4.036134945358343
2016-05-01,05L,2813,550720,5.107858803021499
2016-05-01,06L,1011,400864,2.522052366887523
2016-05-01,09W,945,295323,3.1998862262675107
2016-05-01,00J,995,254241,3.913609527967558
2016-05-01,10A,579,201636,2.8715110396952928
2016-05-01,09N,587,222525,2.637905853274913
2016-05-01,08F,781,271982,2.87151355604415
2016-05-01,11J,2194,789584,2.7786783926725973
2016-05-01,00R,707,171723,4.1170955550508666
2016-05-01,05X,669,180787,3.700487313800218
2016-05-01,05T,1066,303054,3.5175249295505093
2016-05-01,11A,1167,553305,2.109144142922981
2016-05-01,01J,1309,162548,8.053005881339665
2016-05-01,10J,574,222472,2.5800999676363756
2016-05-01,04K,884,366805,2.40999986368779
2016-05-01,09Y,940,366766,2.562942039338434
2016-05-01,03V,308,75257,4.092642544879546
2016-05-01,02D,557,104049,5.353247027842651
2016-05-01,03M,157,118822,1.321304135597785
2016-05-01,08W,731,301835,2.4218529991551674
2016-05-01,09X,332,235357,1.41062301100031
2016-05-01,13T,159,513245,0.30979356837377864
2016-05-01,03A,1016,244771,4.15081852016783
2016-05-01,00C,386,107416,3.5935056229984363
2016-05-01,08L,924,316627,2.9182602873412566
2016-05-01,00L,63,322501,0.19534823147835198
2016-05-01,01A,674,375515,1.7948683807570933
2016-05-01,01G,2350,263517,8.917830728188314
2016-05-01,08G,957,304229,3.1456567256901873
2016-05-01,12F,1286,334310,3.8467290837845116
2016-05-01,99N,1254,483447,2.5938727513046933
2016-05-01,15F,3206,857075,3.7406294664994313
2016-05-01,05R,684,278269,2.4580531787586835
2016-05-01,03R,322,364563,0.883249260073019
2016-05-01,04C,1968,394408,4.9897568000649075
2016-05-01,15N,4088,1197829,3.4128410649600234
2016-05-01,05V,490,146943,3.3346263517146104
2016-05-01,08A,889,283150,3.1396786155747836
2016-05-01,02Y,1096,301400,3.636363636363636
2016-05-01,08J,782,202366,3.864285502505362
2016-05-01,01H,182,323871,0.5619521352637316
2016-05-01,05C,1404,315890,4.444585140396973
2016-05-01,02E,853,215028,3.9669252376434696
2016-05-01,05H,646,187266,3.449638482159068
2016-05-01,08D,974,307166,3.170923865271547
2016-05-01,08Y,1109,242551,4.57223429299405
2016-05-01,07H,759,304890,2.489422414641346
2016-05-01,07X,912,327511,2.784639294558046
2016-05-01,10Q,875,716677,1.2209126287016323
2016-05-01,05J,384,174949,2.194925378253091
2016-05-01,02F,1013,259947,3.896948224061058
