year,chemical,total_items,total_tabs_caps
2019,Glipizide,18383,1436595
2019,Metformin Hydrochloride/Pioglitazone,18398,1202038
2019,Trimipramine Maleate,18406,951643
2018,Naltrexone Hydrochloride,18429,399158
2017,Agomelatine,18440,713417
2017,Moclobemide,18543,1040232
2017,Metolazone,18659,247799
2018,Pethidine Hydrochloride,18675,1438287
2018,Glycopyrronium Bromide,18848,1487061
2018,Agomelatine,18868,716570
2019,Cimetidine,18879,1128850
2017,Rutosides,18959,1783407
2018,Glibenclamide,18989,1366010
2018,Nizatidine,19067,935371
2017,Clomethiazole,19119,850741
2019,Perindopril Arginine,19199,769500
2019,Promethazine Teoclate,19245,577280
2019,Disulfiram,19309,448469
2018,Metolazone,19425,244782
2018,Olmesartan Medoxomil/Hydrochlorothiazide,19485,701694
2018,Timolol,19530,870791
2019,Betamethasone Sodium Phosphate,19559,1533021
2017,Ulipristal Acet,19572,811009
2017,Naltrexone Hydrochloride,19720,425884
2018,Propafenone Hydrochloride,19789,1729958
2017,Enalapril Maleate with Diuretic,19804,861332
2018,Lormetazepam,19829,673420
2019,Levomepromazine Maleate,19987,698878
2019,Celiprolol Hydrochloride,20101,811873
2019,Dapagliflozin/Metformin,20386,1360642
2019,Dicycloverine Hydrochloride,20442,1680169
2019,Linaclotide,20444,670523
2018,Simvastatin & Ezetimibe,20450,751440
2017,Olmesartan Medoxomil/Hydrochlorothiazide,20568,739441
2017,Pethidine Hydrochloride,20735,1575321
2019,Methadone Hydrochloride,20768,2628726
2017,Timolol,20836,955883
2018,Minoxidil,20853,1161842
2017,Glycopyrronium Bromide,20965,1706571
2017,Propafenone Hydrochloride,20977,1856267
2019,Telmisartan with Diuretic,21139,822969
2017,Minoxidil,21434,1218116
2017,Dapagliflozin/Metformin,21551,1372399
2018,Nicardipine Hydrochloride,21562,1575349
2018,Buprenorph HCl/Naloxone HCl,21660,446591
2017,Glibenclamide,21701,1685052
2019,Prazosin Hydrochloride,21892,1981509
2018,Co-Proxamol (Dextroprop HCl/Paracet),21952,3145884
2017,Fluvoxamine Maleate,22007,1107508
2018,Pentoxifylline,22191,1364890
2018,Aliskiren,22340,781954
2017,Lormetazepam,22342,755043
2017,Bupropion Hydrochloride,22595,1260251
2017,Ethosuximide,22625,2521223
2019,Propylthiouracil,22901,1981413
2017,Promethazine Teoclate,22925,720311
2018,Fluvoxamine Maleate,22956,1129892
2018,Bupropion Hydrochloride,23261,1327690
2018,Dronedarone Hydrochloride,23512,1462581
2018,Cilostazol,23634,1310812
2017,Dronedarone Hydrochloride,23852,1502913
2018,Ethosuximide,23903,2668721
2017,Promazine Hydrochloride,24171,1038535
2019,Dexamfetamine Sulfate,24338,2567911
2018,Valsartan/Amlodipine,24366,1003221
2017,Methylcellulose,24417,3340382
2018,Tolbutamide,24424,1711491
2017,Simvastatin & Ezetimibe,24537,896404
2018,Acenocoumarol,24802,2918383
2017,Pentoxifylline,24939,1541823
2017,Aliskiren,24987,879215
2018,Oestrogens Conjugated with Progestogen,25124,2392256
2019,Almotriptan,25321,242808
2017,Valsartan/Amlodipine,25373,1036067
2019,Empagliflozin/Metformin,25428,1650387
2018,Reboxetine,25692,1363438
2017,Cilostazol,26034,1471245
2019,Oxycodone HCl/Naloxone HCl,26317,1455433
2018,Doxepin,26666,1243344
2019,Metformin Hydrochloride/Vildagliptin,26697,1737473
2019,Perindopril Arginine with Diuretic,26988,1202880
2019,Balsalazide Sodium,27105,5195140
2017,Nicardipine Hydrochloride,27247,1929358
2019,Entacapone,27266,2404679
2017,Nizatidine,27346,1381583
2019,Perampanel,27530,767652
2017,Buprenorph HCl/Naloxone HCl,27838,533478
2018,Ciprofibrate,28056,895184
2017,Reboxetine,28173,1476810
2017,Acenocoumarol,28491,3319021
2019,Raloxifene Hydrochloride,28968,1002655
2019,Chlordiazepoxide Hydrochloride,29181,1260115
2019,Vildagliptin,29378,1466440
2017,Tetrabenazine,29527,1554233
2018,Tetrabenazine,29769,1558591
2018,Dapagliflozin/Metformin,29897,1944343
2018,Empagliflozin/Metformin,30057,1952821
2019,Glyceryl Trinitrate,30141,3050200
2017,Doxepin,30264,1432962
2017,Dipyridamole & Aspirin,30501,2112856
2017,Tolbutamide,30549,2160853
2018,Promethazine Teoclate,31048,949043
2019,Eprosartan,32212,1162811
2019,Repaglinide,32513,2861232
2017,Ciprofibrate,32528,1055900
2019,Liothyronine Sodium,32660,1706228
2018,Glipizide,32702,2643085
2019,Frovatriptan,32718,324269
2018,Cimetidine,33209,1991089
2019,Budesonide,33476,2395454
2017,Cimetidine,33503,1993023
2018,Selegiline Hydrochloride,33866,1189866
2018,Betamethasone Sodium Phosphate,34259,2632932
2019,Pericyazine,34398,1838965
2017,Disulfiram,34404,829197
2018,Acarbose,34506,2715094
2018,Disulfiram,34598,808891
2019,Linagliptin/Metformin,34842,2121069
2018,Levomepromazine Maleate,35786,1244674
2017,Levomepromazine Maleate,35967,1323291
2019,Prasugrel,36241,1094925
2019,Valsartan with Diuretic,36371,1397974
2018,Loprazolam Mesilate,36407,1135396
2019,Propantheline Bromide,36732,3829002
2017,Co-Proxamol (Dextroprop HCl/Paracet),36831,5293753
2018,Celiprolol Hydrochloride,37148,1508458
2017,Perampanel,37336,1082921
2017,Dexamfetamine Sulfate,37371,4438409
2017,Betamethasone Sodium Phosphate,37371,2912090
2017,Selegiline Hydrochloride,37462,1326967
2019,Captopril,37869,2539271
2018,Metformin Hydrochloride/Pioglitazone,37977,2475266
2018,Methadone Hydrochloride,38381,4783786
2017,Acarbose,38712,3087590
2017,Vortioxetine,38824,885669
2019,Alogliptin/Metformin,38871,2413412
2018,Dexamfetamine Sulfate,39009,4364365
2018,Propylthiouracil,39077,3416455
2019,Meptazinol Hydrochloride,39762,3216456
2017,Propylthiouracil,39862,3536174
2018,Trimipramine Maleate,39881,2100203
2018,Perindopril Arginine,39895,1588050
2017,Celiprolol Hydrochloride,40458,1654808
2017,Methadone Hydrochloride,40463,5013897
2017,Loprazolam Mesilate,40562,1274122
2019,Methyldopa,41524,3193325
2019,Isosorbide Dinitrate,41775,2073375
2019,Hyoscine Hydrobromide,41802,1789853
2017,Linaclotide,42150,1359540
2017,Alogliptin/Metformin,42284,2528387
2018,Perampanel,42652,1205480
2017,Sacubitril/Valsartan,42667,2298472
2018,Dicycloverine Hydrochloride,42852,3491405
2019,Terazosin Hydrochloride,42966,1608926
2019,Cabergoline,43072,533202
2018,Prazosin Hydrochloride,43255,4080591
2019,Trandolapril,43301,1741936
2017,Progesterone,43304,2644400
2019,Analgesics with Anti-Emetics,43760,1494075
2018,Almotriptan,43835,417353
2019,Oxazepam,44384,1982930
2018,Telmisartan with Diuretic,44511,1736642
2017,Almotriptan,44633,417607
2019,Buprenorphine,44877,3233456
2017,Prazosin Hydrochloride,46971,4433087
2017,Metformin Hydrochloride/Pioglitazone,47047,3057898
2018,Linaclotide,47058,1517852
2019,Zuclopenthixol Hydrochloride,47063,5261700
2017,Telmisartan with Diuretic,47272,1845544
2017,Perindopril Arginine,47284,1851504
2019,Modafinil,47590,3101177
2018,Entacapone,48145,4271759
2018,Balsalazide Sodium,48341,9264810
2017,Linagliptin/Metformin,49391,2981286
2017,Entacapone,49800,4378377
2018,Metformin Hydrochloride/Vildagliptin,50385,3310617
2017,Budesonide,50418,3760677
2017,Balsalazide Sodium,50499,9756681
2017,Trimipramine Maleate,51685,2827862
2018,Oxycodone HCl/Naloxone HCl,53602,2981370
2019,Colesevelam Hydrochloride,54073,7348862
2018,Budesonide,54361,3929123
2018,Raloxifene Hydrochloride,54390,1876277
2017,Metformin Hydrochloride/Vildagliptin,54784,3619578
2018,Alogliptin/Metformin,55041,3387604
2018,Perindopril Arginine with Diuretic,55063,2474392
2018,Chlordiazepoxide Hydrochloride,55076,2403446
2017,Frovatriptan,55324,526443
2018,Frovatriptan,56030,547585
2019,Irbesartan with Diuretic,56336,2198727
2018,Glyceryl Trinitrate,56404,5707000
2017,Dicycloverine Hydrochloride,56437,4581961
2018,Linagliptin/Metformin,56472,3457139
2018,Vildagliptin,57571,2848366
2018,Pericyazine,57753,3096676
2019,Oxcarbazepine,58259,4417323
2017,Raloxifene Hydrochloride,58988,2055912
2017,Pericyazine,59374,3353458
2018,Repaglinide,59730,5268594
2017,Hyoscine Hydrobromide,60275,2351118
2017,Propantheline Bromide,60811,6218009
2018,Eprosartan,61010,2247857
2018,Liothyronine Sodium,61112,3175042
2019,Midodrine Hydrochloride,62521,4859234
2019,Co-Amilozide (Amiloride HCl/Hydchloroth),62777,2371078
2018,Propantheline Bromide,62821,6483957
2019,Omega-3-Acid Ethyl Esters,62869,4103835
2017,Midodrine Hydrochloride,62973,5000995
2019,Trihexyphenidyl Hydrochloride,63067,3754024
2017,Chlordiazepoxide Hydrochloride,64040,2825270
2017,Oxycodone HCl/Naloxone HCl,64406,3562803
2017,Vildagliptin,64570,3254668
2019,Fluvastatin Sodium,64761,2205400
2017,Perindopril Arginine with Diuretic,64890,2907210
2017,Repaglinide,65063,5790021
2019,Labetalol Hydrochloride,65184,5080440
2017,Glyceryl Trinitrate,65436,6621050
2017,Quinapril Hydrochloride,65848,2596190
2018,Prasugrel,66353,2024401
2019,Prucalopride,66433,2043651
2019,Vortioxetine,66439,1545980
2019,Atomoxetine Hydrochloride,66968,2128425
2019,Lisinopril with Diuretic,67339,2692413
2017,Liothyronine Sodium,67934,3561850
2018,Meptazinol Hydrochloride,68307,5611702
2017,Meptazinol Hydrochloride,68820,5662469
2018,Hyoscine Hydrobromide,69318,2753570
2017,Colesevelam Hydrochloride,70006,9709516
2017,Cabergoline,70090,892568
2017,Prasugrel,71503,2204295
2018,Progesterone,71628,4377117
2019,Naftidrofuryl Oxalate,71654,6363454
2017,Zuclopenthixol Hydrochloride,71802,8085207
2018,Cabergoline,72249,909012
2017,Oestrogens Conjugated with Progestogen,72298,7260237
2019,Estradiol Valerate,72388,6118610
2019,Sulpiride,72662,3415783
2019,Acamprosate Calcium,72953,7193691
2018,Methyldopa,72980,5643672
2018,Captopril,74046,4998511
2018,Vortioxetine,74341,1730661
2019,Amantadine Hydrochloride,74380,3683806
2018,Isosorbide Dinitrate,75100,3869424
2019,Progesterone,75352,4706026
2017,Methyldopa,77051,6009219
2018,Zuclopenthixol Hydrochloride,77104,8633500
2018,Valsartan with Diuretic,77820,3012008
2017,Eprosartan,77851,2881088
2019,Medroxyprogesterone Acetate,78589,4284179
2017,Lisdexamfetamine Dimesylate,78995,2313291
2017,Glipizide,79575,6255048
2017,Modafinil,79854,5181357
2018,Modafinil,81030,5261794
2017,Isosorbide Dinitrate,81256,4288490
2018,Trandolapril,82015,3276431
2018,Terazosin Hydrochloride,82034,3102016
2018,Colesevelam Hydrochloride,82351,11375689
2017,Valsartan with Diuretic,82753,3191651
2019,Lisdexamfetamine Dimesylate,82904,2373515
2017,Captopril,83085,5675247
2019,Lacosamide,83868,4591869
2018,Buprenorphine,84111,6054062
2019,Naratriptan Hydrochloride,84726,862735
2018,Oxazepam,84769,3838834
2017,Prucalopride,85009,2645189
2019,Desmopressin Acetate,85102,4955044
2018,Midodrine Hydrochloride,87462,6898494
2019,Primidone,88018,5812794
2017,Buprenorphine,89478,6636562
2019,Imipramine Hydrochloride,89531,6747687
2019,Co-Tenidone (Atenolol/Chlortalidone),89612,3425328
2017,Oxcarbazepine,90525,6851921
2017,Terazosin Hydrochloride,90907,3444277
2019,Tapentadol Hydrochloride,91533,5587810
2019,Zonisamide,92227,6130543
2019,Metformin Hydrochloride/Sitagliptin,92262,6024486
2019,Levodopa/Carbidopa/Entacapone,92379,8577511
2019,Ibandronic Acid,93100,770774
2018,Estradiol Valerate,93812,7766152
2019,Amiloride Hydrochloride,93960,3390375
2017,Edoxaban,94165,2553112
2017,Oxazepam,95219,4339624
2019,Galantamine,95388,2055209
2017,Estradiol Valerate,95592,7885506
2018,Oxcarbazepine,95813,7142693
2019,Flupentixol Hydrochloride,96080,4254183
2018,Prucalopride,97613,3021944
2019,Lofepramine Hydrochloride,100181,5583466
2017,Medroxyprogesterone Acetate,101091,5505371
2019,Hydralazine Hydrochloride,102332,5672367
2019,Buspirone Hydrochloride,103049,5270289
2019,Oestrogens Conjugated,105554,8438668
2019,Phenobarbital,105576,6630490
2019,Sacubitril/Valsartan,106418,5816414
2017,Trandolapril,106752,4011296
2018,Lisdexamfetamine Dimesylate,106950,3067187
2019,Tibolone,108775,6170544
2018,Trihexyphenidyl Hydrochloride,109011,6629452
2019,Rivastigmine,109860,4653684
2017,Atomoxetine Hydrochloride,110457,3560242
2018,Sacubitril/Valsartan,110492,6073553
2017,Trihexyphenidyl Hydrochloride,110746,6788902
2018,Atomoxetine Hydrochloride,112263,3588379
2019,Dexamethasone,113638,4547891
2019,Losartan Potassium With Diuretic,115682,4539347
2018,Fluvastatin Sodium,115855,3962498
2017,Lacosamide,115920,6427780
2019,Rasagiline Mesilate,116365,3275287
2017,Naftidrofuryl Oxalate,118340,10568089
2018,Medroxyprogesterone Acetate,118456,6440269
2017,Fluvastatin Sodium,121359,4131543
2018,Naftidrofuryl Oxalate,122546,10840831
2018,Irbesartan with Diuretic,124308,4888659
2017,Amantadine Hydrochloride,125757,6256714
2018,Amantadine Hydrochloride,128318,6321134
2018,Labetalol Hydrochloride,129210,9797023
2018,Acamprosate Calcium,129559,12633642
2018,Sulpiride,130115,6244610
2019,Saxagliptin,130511,3866852
2018,Lacosamide,130624,7269044
2017,Acamprosate Calcium,130633,13128522
2019,Ondansetron Hydrochloride,130819,4985146
2017,Labetalol Hydrochloride,132433,9965272
2017,Irbesartan with Diuretic,132644,5237021
2019,Clomipramine Hydrochloride,133617,8008259
2018,Co-Amilozide (Amiloride HCl/Hydchloroth),133715,5149424
2017,Tapentadol Hydrochloride,134193,8310383
2017,Sulpiride,135899,6540884
2018,Omega-3-Acid Ethyl Esters,138486,8791255
2017,Zonisamide,141872,9665195
2019,Alverine Citrate,142216,11816315
2019,Chlorpromazine Hydrochloride,143039,6205734
2017,Desmopressin Acetate,143995,8219742
2018,Desmopressin Acetate,144615,8312708
2018,Tapentadol Hydrochloride,147280,9089861
2017,Co-Amilozide (Amiloride HCl/Hydchloroth),147927,5744277
2017,Primidone,148265,9551944
2018,Naratriptan Hydrochloride,149078,1509130
2019,Haloperidol,149278,5996903
2018,Imipramine Hydrochloride,149405,11409738
2018,Lisinopril with Diuretic,149841,5993093
2018,Primidone,149992,9746790
2018,Analgesics with Anti-Emetics,151089,3764109
2018,Zonisamide,152012,10204967
2017,Metformin Hydrochloride/Sitagliptin,153529,10116260
2017,Naratriptan Hydrochloride,154962,1554038
2017,Imipramine Hydrochloride,155290,11891621
2019,Nefopam Hydrochloride,156812,14576181
2019,Dipyridamole,158230,11428752
2018,Metformin Hydrochloride/Sitagliptin,161103,10527022
2017,Hydralazine Hydrochloride,161235,8941349
2018,Ibandronic Acid,161376,1034703
2019,Clobazam,161708,6917497
2017,Ibandronic Acid,163932,709851
2018,Amiloride Hydrochloride,164779,5943385
2018,Flupentixol Hydrochloride,165464,7450154
2017,Amiloride Hydrochloride,166495,6063832
2017,Flupentixol Hydrochloride,167124,7637589
2018,Levodopa/Carbidopa/Entacapone,167618,15353131
2017,Buspirone Hydrochloride,169473,8530704
2018,Hydralazine Hydrochloride,169632,9424350
2019,Dutasteride,171287,5352174
2018,Co-Tenidone (Atenolol/Chlortalidone),171402,6610633
2018,Galantamine,172686,3760025
2018,Buspirone Hydrochloride,174391,8809136
2019,Ursodeoxycholic Acid,174687,17523735
2017,Omega-3-Acid Ethyl Esters,175450,10934255
2017,Levodopa/Carbidopa/Entacapone,176798,16170783
2019,Zolmitriptan,177051,1903580
2017,Tibolone,179191,10614466
2019,Alginic Acid Compound Preparations,179696,13983091
2017,Lisinopril with Diuretic,181232,7230886
2018,Tibolone,184457,10667831
2019,Varenicline Tartrate,184939,4909818
2017,Ondansetron Hydrochloride,185666,7057648
2017,Rivastigmine,186461,7728460
2017,Galantamine,186492,4031287
2018,Rivastigmine,186700,7805091
2019,Rizatriptan,187454,1616065
2018,Oestrogens Conjugated,187669,15187779
2018,Phenobarbital,188559,11912802
2019,Co-Amilofruse (Amiloride HCl/Frusemide),188880,6227966
2019,Telmisartan,189710,6981805
2019,Domperidone,191347,11413445
2017,Co-Tenidone (Atenolol/Chlortalidone),194239,7549601
2018,Lofepramine Hydrochloride,194245,10777392
2017,Phenobarbital,198043,12558111
2017,Rasagiline Mesilate,198570,5615368
2018,Rasagiline Mesilate,200307,5654823
2019,Cinnarizine,201219,16708453
2019,Rabeprazole Sodium,202397,8035898
2017,Oestrogens Conjugated,202833,16653453
2018,Dexamethasone,202927,8180746
2019,Estradiol,205884,17044992
2018,Ondansetron Hydrochloride,207874,7945443
2017,Analgesics with Anti-Emetics,208820,4902741
2017,Dexamethasone,210509,8406200
2017,Lofepramine Hydrochloride,210804,11842600
2019,Orlistat,210834,19332745
2019,Moxonidine,223506,9563131
2019,Amisulpride,225231,8268639
2019,Valsartan,234086,9763591
2018,Losartan Potassium With Diuretic,237825,9416439
2019,Bezafibrate,241286,8973947
2019,Metoprolol Tartrate,241860,11390302
2017,Losartan Potassium With Diuretic,243921,9726378
2019,Flecainide Acetate,244493,17665919
2019,Clonidine Hydrochloride,245767,27666818
2019,Hydrocortisone,246085,16356400
2019,Tranexamic Acid,246682,16023667
2019,Nitrazepam,248386,6755716
2019,Ranolazine,256032,13202467
2018,Saxagliptin,257161,7563043
2019,Olmesartan Medoxomil,258302,8303813
2018,Alverine Citrate,259761,21628672
2018,Haloperidol,260602,10546678
2017,Clobazam,260669,11480741
2018,Chlorpromazine Hydrochloride,260719,11610427
2019,Norethisterone,261613,14337383
2019,Pramipexole,265789,14442126
2019,Canagliflozin,267200,8927824
2018,Nefopam Hydrochloride,267964,24681207
2017,Ursodeoxycholic Acid,269822,27264128
2017,Alverine Citrate,271471,22487640
2018,Clobazam,271807,11798850
2019,Dabigatran Etexilate,273108,16391695
2019,Sotalol Hydrochloride,275967,17825847
2019,Amiodarone Hydrochloride,276552,7638435
2017,Haloperidol,277678,11491052
2018,Clomipramine Hydrochloride,279922,18681281
2017,Chlorpromazine Hydrochloride,280368,12634340
2019,Ivabradine,282375,13040987
2018,Ursodeoxycholic Acid,287525,28834151
2017,Saxagliptin,290838,8626994
2017,Dutasteride,294146,9344777
2017,Clomipramine Hydrochloride,297594,18026830
2018,Dutasteride,300688,9453126
2017,Ranolazine,301794,15644052
2018,Zolmitriptan,303247,3230991
2017,Zolmitriptan,303346,3197583
2019,Pizotifen Malate,303997,14583645
2019,Fludrocortisone Acetate,304639,9793728
2019,Peppermint Oil,307537,25856990
2017,Rizatriptan,315296,2643156
2018,Rizatriptan,316991,2705325
2019,Buprenorphine Hydrochloride,317120,7281586
2017,Nefopam Hydrochloride,318808,28919728
2019,Fenofibrate,319574,10786357
2018,Varenicline Tartrate,325229,8645567
2019,Carbimazole,329265,15208735
2019,Nebivolol,331360,10807611
2019,Lacidipine,331444,11925597
2019,Ticagrelor,332566,18602662
2018,Alginic Acid Compound Preparations,334674,25829920
2019,Carvedilol,335963,17030801
2018,Telmisartan,339971,12387052
2019,Valproic Acid,341427,15638670
2018,Edoxaban,342365,9440827
2019,Pancreatin,343889,90021456
2019,Dosulepin Hydrochloride,347313,18001555
2017,Telmisartan,350087,12503055
2018,Cinnarizine,353819,29274672
2018,Rabeprazole Sodium,354838,14066766
2019,Glimepiride,355223,12359803
2018,Dipyridamole,355770,25597831
2017,Estradiol,360081,30088535
2017,Rabeprazole Sodium,363133,14363152
2019,Ropinirole Hydrochloride,363375,17303412
2019,Risedronate Sodium,365885,1974953
2018,Domperidone,366467,22279733
2018,Orlistat,370660,33879977
2019,Nortriptyline,371188,23788799
2017,Alginic Acid Compound Preparations,371229,28290763
2019,Zolpidem Tartrate,371439,8341023
2019,Edoxaban,371685,10299639
2018,Ranolazine,373458,19353014
2017,Cinnarizine,375285,30857018
2018,Co-Amilofruse (Amiloride HCl/Frusemide),375694,12602626
2019,Verapamil Hydrochloride,378276,20398258
2018,Estradiol,387031,32266736
2017,Canagliflozin,387640,12872716
2019,Metoclopramide Hydrochloride,387904,20096269
2017,Amisulpride,389320,14682512
2018,Amisulpride,390131,14510204
2017,Tranexamic Acid,392684,26056989
2019,Phenytoin Sodium,392838,22443637
2017,Varenicline Tartrate,395247,10333772
2017,Hydrocortisone,400769,26248229
2017,Orlistat,401147,36401360
2018,Tranexamic Acid,403879,26437225
2018,Moxonidine,406299,17311199
2017,Flecainide Acetate,409413,30118456
2018,Hydrocortisone,415085,27440533
2018,Flecainide Acetate,415962,30315426
2018,Canagliflozin,416674,13902668
2018,Valsartan,422397,17078338
2017,Valsartan,425290,17517279
2017,Moxonidine,428860,18235591
2017,Pramipexole,429774,23813034
2018,Clonidine Hydrochloride,430978,48807814
2017,Domperidone,440354,27137023
2017,Clonidine Hydrochloride,440660,50530486
2019,Pioglitazone Hydrochloride,441149,13841963
2017,Co-Amilofruse (Amiloride HCl/Frusemide),443703,14857792
2018,Bezafibrate,444140,17321716
2018,Pramipexole,445032,24346286
2017,Ivabradine,445854,20162269
2017,Dipyridamole,449365,31904552
2017,Empagliflozin,449724,14156478
2018,Norethisterone,450630,24864342
2018,Olmesartan Medoxomil,450880,14480277
2019,Eplerenone,453966,12272074
2017,Dabigatran Etexilate,457266,26865224
2018,Nitrazepam,468225,12871329
2017,Bezafibrate,470502,18673791
2017,Olmesartan Medoxomil,473265,15213052
2018,Ivabradine,474434,21558099
2017,Fludrocortisone Acetate,476900,15678747
2018,Dabigatran Etexilate,477484,28378318
2019,Sulfasalazine,478313,61388468
2017,Norethisterone,492526,27413506
2018,Amiodarone Hydrochloride,496404,13707076
2018,Sotalol Hydrochloride,496517,32117980
2019,Lithium Carbonate,497978,18345717
2019,Procyclidine Hydrochloride,503953,17547032
2017,Ticagrelor,507613,28303956
2018,Fludrocortisone Acetate,509390,16533910
2019,Estradiol with Progestogen,509673,46883014
2017,Pancreatin,510322,125366430
2019,Temazepam,521106,12986858
2017,Nitrazepam,522241,14587277
2017,Amiodarone Hydrochloride,522286,14504614
2018,Pizotifen Malate,525824,24921017
2017,Carbimazole,529051,26773901
2019,Melatonin,535365,27514757
2017,Pizotifen Malate,535974,25515638
2019,Cyclizine Hydrochloride,538014,27669103
2018,Peppermint Oil,538519,45366806
2017,Sotalol Hydrochloride,540121,34991882
2019,Topiramate,546439,36164689
2017,Carvedilol,548265,27896589
2018,Fenofibrate,550591,18746323
2018,Ticagrelor,551935,30740826
2018,Carbimazole,553036,27052317
2017,Fenofibrate,553899,19144297
2017,Peppermint Oil,554669,47235514
2018,Pancreatin,555712,136317095
2019,Clonazepam,557678,22918532
2017,Nebivolol,559316,18260244
2017,Lacidipine,561478,20317967
2018,Nebivolol,564987,18441370
2018,Carvedilol,565487,28604387
2018,Lacidipine,569528,20519546
2018,Metoprolol Tartrate,571803,27005312
2019,Co-Beneldopa (Benserazide/Levodopa),574187,51317998
2017,Nortriptyline,586770,37975206
2017,Ropinirole Hydrochloride,599397,29066413
2018,Valproic Acid,600071,27877345
2019,Lorazepam,606764,17424471
2018,Nortriptyline,607344,38937733
2019,Bisacodyl,612969,28398772
2017,Valproic Acid,613981,28481389
2017,Metoprolol Tartrate,614030,29098724
2019,Methylphenidate Hydrochloride,616759,24502516
2018,Ropinirole Hydrochloride,617846,29680056
2017,Eplerenone,618379,16851349
2019,Dapagliflozin,628077,20341595
2017,Alogliptin,643273,19953551
2019,Trazodone Hydrochloride,644635,22642979
2018,Risedronate Sodium,649625,3519146
2018,Glimepiride,651406,22671854
2019,Aripiprazole,657992,15806381
2018,Zolpidem Tartrate,658068,14858616
2019,Mesalazine (Systemic),670318,95349415
2017,Risedronate Sodium,670602,3650692
2018,Verapamil Hydrochloride,675822,36322605
2017,Zolpidem Tartrate,686199,15708823
2017,Glimepiride,694181,24301683
2017,Melatonin,697033,37129046
2019,Empagliflozin,697146,22074194
2018,Metoclopramide Hydrochloride,697310,36482492
2019,Escitalopram,698567,22187197
2018,Dosulepin Hydrochloride,702391,36371115
2017,Verapamil Hydrochloride,708262,38127625
2018,Eplerenone,709816,19268330
2018,Phenytoin Sodium,711116,40833504
2017,Estradiol with Progestogen,731573,67425648
2019,Co-Careldopa (Carbidopa/Levodopa),734081,66858263
2017,Buprenorphine Hydrochloride,734236,16325161
2019,Alogliptin,738653,22637055
2019,Memantine Hydrochloride,748106,16736281
2019,Pantoprazole,751543,28871002
2017,Phenytoin Sodium,754006,43526789
2017,Metoclopramide Hydrochloride,756995,40129504
2018,Buprenorphine Hydrochloride,758212,16821939
2019,Paroxetine Hydrochloride,759213,27327170
2018,Pioglitazone Hydrochloride,811345,25603657
2017,Dosulepin Hydrochloride,814961,42689965
2019,Oxycodone Hydrochloride,816832,42901490
2018,Melatonin,819004,42611531
2017,Dapagliflozin,826569,26843764
2019,Hyoscine Butylbromide,828982,70770803
2018,Estradiol with Progestogen,831301,76924775
2018,Sulfasalazine,832616,107442808
2017,Sulfasalazine,834260,108571430
2017,Topiramate,839186,56586019
2019,Nicorandil,840535,46285968
2018,Empagliflozin,845929,26736487
2018,Lithium Carbonate,861795,32089895
2017,Lithium Carbonate,867851,32919491
2017,Procyclidine Hydrochloride,870092,31318428
2017,Pioglitazone Hydrochloride,871207,27720247
2018,Procyclidine Hydrochloride,874166,30795625
2019,Prochlorperazine Maleate,881146,39395725
2017,Cyclizine Hydrochloride,896265,47136150
2018,Topiramate,898809,60014164
2019,Dihydrocodeine Tartrate,905088,80539130
2018,Cyclizine Hydrochloride,911825,47414309
2019,Enalapril Maleate,919027,38725988
2017,Clonazepam,923023,38960168
2017,Co-Beneldopa (Benserazide/Levodopa),933548,82196356
2018,Clonazepam,946631,39351572
2019,Risperidone,947689,30771331
2019,Betahistine Hydrochloride,950665,75864418
2017,Aripiprazole,950749,23290455
2017,Methylphenidate Hydrochloride,950920,38761548
2019,Sumatriptan Succinate,956289,9350348
2018,Co-Beneldopa (Benserazide/Levodopa),963418,84979059
2019,Loperamide Hydrochloride,965092,78476628
2018,Dapagliflozin,971116,31568727
2018,Temazepam,982834,24555076
2019,Nifedipine,985720,47873682
2019,Bumetanide,990170,43798506
2018,Methylphenidate Hydrochloride,995136,39955076
2018,Alogliptin,996770,30620472
2017,Escitalopram,997656,31359589
2017,Memantine Hydrochloride,1021271,23250009
2019,Co-Dydramol (Dihydrocodeine/Paracet),1038043,116912278
2019,Irbesartan,1046146,37838207
2018,Aripiprazole,1048197,25497274
2018,Lorazepam,1051727,30685783
2019,Ezetimibe,1055451,33947504
2017,Lorazepam,1067772,31870941
2017,Trazodone Hydrochloride,1072522,38517002
2018,Escitalopram,1089018,34392178
2017,Temazepam,1102905,27786105
2018,Trazodone Hydrochloride,1105406,39058621
2017,Mesalazine (Systemic),1142991,165415151
2018,Mesalazine (Systemic),1153988,165265125
2019,Esomeprazole,1156694,47750828
2018,Memantine Hydrochloride,1156895,25926397
2018,Bisacodyl,1165565,53891424
2017,Co-Careldopa (Carbidopa/Levodopa),1173985,106525714
2019,Donepezil Hydrochloride,1195223,24058528
2019,Mebeverine Hydrochloride,1198952,92963882
2019,Linagliptin,1205131,31730189
2017,Pantoprazole,1225581,46752795
2018,Co-Careldopa (Carbidopa/Levodopa),1226462,111577327
2017,Bisacodyl,1246544,57521783
2019,Carbamazepine,1251831,85203514
2019,Levetiracetam,1254074,76353595
2018,Pantoprazole,1268862,48368121
2019,Docusate Sodium,1280932,80183546
2019,Sodium Valproate,1294044,95157118
2018,Paroxetine Hydrochloride,1335462,48180197
2017,Oxycodone Hydrochloride,1342112,73455267
2017,Paroxetine Hydrochloride,1364504,49538744
