month,supplier,bnf_name,bnf_code,total_items,total_cost
2016-09-01,INPS,Midazolam HCl_Inj 2mg/ml 5ml Amp        ,1501041T0AAABAB,28,229.16
2016-09-01,TPP,Viridal Duo_S/Pack Inj 40mcg Cart       ,0704050B0BCAIBN,33,2211.6800000000003
2016-09-01,EMIS,Ceftazidime Pentahyd_Inj 1g Vl          ,0501021H0AAABAB,7,1317.3600000000001
2016-09-01,TPP,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp  ,0304010G0AAAAAA,46,1580.43
2016-09-01,TPP,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,10,156.17000000000002
2016-09-01,INPS,Colistimeth Sod_Inj 1 000 000u Vl       ,0501070I0AAABAB,8,957.5099999999999
2016-09-01,TPP,Nutricia_preOp Liq                      ,090402000BBQFA0,3,148.42000000000002
2016-09-01,EMIS,Ceftriaxone Sod_Inj 1g Vl               ,0501021G0AAACAC,42,1873.13
2016-09-01,EMIS,Ceftriaxone Sod_Inj 250mg Vl            ,0501021G0AAABAB,13,55.720000000000006
2016-09-01,TPP,Promixin_Inj 1 000 000u Vl (Dry)        ,0501070I0BCABAB,1,166.76
2016-09-01,EMIS,Emtricitabine/Tenofovir_Tab 200mg/245mg ,0503010AAAAAAAA,1,252.78
2016-09-01,TPP,Botox_Inj 100u Vl                       ,0409030B0BCAAAE,1,303.08
2016-09-01,TPP,Ceftazidime Pentahyd_Inj 1g Vl          ,0501021H0AAABAB,1,57.02
2016-09-01,TPP,Levetiracetam_I/V Inf 100mg/ml 5ml Vl   ,0408010A0AAAJAJ,7,1816.5600000000002
2016-09-01,INPS,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,1,6.09
2016-09-01,INPS,Viridal Duo_S/Pack Inj 10mcg Cart       ,0704050B0BCAHBM,1,37.32
2016-09-01,EMIS,Calc Folinate_Inj 10mg/ml 10ml Vl       ,0801000I0AAATAT,1,138.98
2016-09-01,EMIS,Amoxicillin Sod_Inj 500mg Vl            ,0501013C0AAADAD,6,76.22999999999999
2016-09-01,TPP,Ceftriaxone Sod_Inj 250mg Vl            ,0501021G0AAABAB,7,31.200000000000003
2016-09-01,EMIS,Nutricia_preOp Liq                      ,090402000BBQFA0,2,11.44
2016-09-01,EMIS,Enbrel_Inj 50mg/ml 1ml Pf MyClic Pen    ,1001030D0BBAFAE,1,2649.67
2016-09-01,EMIS,Zoledronic Acid_I/V Inf 40mcg/ml 100ml  ,0606020V0AAADAD,1,138.98
2016-09-01,TPP,Ertapenem Sod_I/V Inf 1g Vl (Dry)       ,0501022B0AAAAAA,9,1847.42
2016-09-01,INPS,Viridal Duo_S/Pack Inj 20mcg Cart       ,0704050B0BCAGBL,3,91.02000000000001
2016-09-01,EMIS,Fluclox Sod_Inj 1g Vl                   ,0501012G0AAAEAE,5,377.24
2016-09-01,INPS,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp  ,0304010G0AAAAAA,8,1029.93
2016-09-01,TPP,Viridal Duo_S/Pack Inj 20mcg Cart       ,0704050B0BCAGBL,15,568.7
2016-09-01,TPP,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp   ,1502010V0AAAAAA,7,73.7
2016-09-01,EMIS,Omeprazole_Inf 40mg Vl                  ,0103050P0AAAVAV,1,91.95
2016-09-01,TPP,Cefotaxime Sod_Inj 1g Vl                ,0501021D0AAABAB,1,3.24
2016-09-01,Microtest,Pantoprazole_Inj 40mg Vl                ,0103050R0AAACAC,4,132.9
2016-09-01,TPP,Vancomycin HCl_Inj 500mg Vl             ,0501070U0AAACAC,1,110.26
2016-09-01,Microtest,Viridal Duo_S/Pack Inj 20mcg Cart       ,0704050B0BCAGBL,2,90.99
2016-09-01,EMIS,Vancomycin HCl_Inj 1g Vl                ,0501070U0AAAFAF,5,410.47
2016-09-01,TPP,Tranexamic Acid_Inj 100mg/ml 5ml Amp    ,0211000P0AAAAAA,26,1006.3100000000001
2016-09-01,TPP,Colistimeth Sod_Inj 1 000 000u Vl       ,0501070I0AAABAB,170,17284.87
2016-09-01,TPP,Amoxicillin Sod_Inj 500mg Vl            ,0501013C0AAADAD,6,86.98
2016-09-01,EMIS,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp   ,1502010V0AAAAAA,7,81.42
2016-09-01,Microtest,Ceftriaxone Sod_Inj 2g Vl               ,0501021G0AAADAD,1,266.55
2016-09-01,EMIS,Viridal Duo_S/Pack Inj 10mcg Cart       ,0704050B0BCAHBM,3,130.61
2016-09-01,TPP,Esomeprazole_I/V Inf 40mg Vl (Dry)      ,0103050E0AAACAC,4,469.93000000000006
2016-09-01,TPP,Vancomycin HCl_Inj 1g Vl                ,0501070U0AAAFAF,2,201.53
2016-09-01,INPS,Esomeprazole_I/V Inf 40mg Vl (Dry)      ,0103050E0AAACAC,1,118.14
2016-09-01,INPS,Ertapenem Sod_I/V Inf 1g Vl (Dry)       ,0501022B0AAAAAA,3,791.74
2016-09-01,EMIS,Co-Amoxiclav_Inj 500mg/100mg Vl         ,0501013K0AAAEAE,1,19.44
2016-09-01,TPP,Ofev_Cap 150mg                          ,0801050BTBCABAB,1,1860.15
2016-09-01,EMIS,Botox_Inj 100u Vl                       ,0409030B0BCAAAE,1,133.03
2016-09-01,EMIS,Pantoprazole_Inj 40mg Vl                ,0103050R0AAACAC,8,895.99
2016-09-01,EMIS,Flumazenil_Inj 100mcg/ml 5ml Amp        ,1501070F0AAAAAA,3,161.11
2016-09-01,EMIS,Piperacillin/Tazobactam_Inj 4g/0.5g Vl  ,0501014S0AAABAB,3,984.45
2016-09-01,EMIS,Cefuroxime Sod_Inj 750mg Vl             ,0501021J0AAABAB,2,95.77999999999999
2016-09-01,TPP,Co-Amoxiclav_Inj 1g/200mg Vl            ,0501013K0AAAFAF,2,48.269999999999996
2016-09-01,INPS,Tazocin_Inj 4.5g Vl                     ,0501014S0BBABAB,1,42.18
2016-09-01,EMIS,Ceftriaxone Sod_Inj 2g Vl               ,0501021G0AAADAD,47,5828.95
2016-09-01,TPP,Enbrel_Inj 50mg/ml Pfs                  ,1001030D0BBACAC,1,662.43
2016-09-01,EMIS,Levetiracetam_I/V Inf 100mg/ml 5ml Vl   ,0408010A0AAAJAJ,3,1531.33
2016-09-01,TPP,Ketamine_Inj 50mg/ml 10ml Vl            ,1501010F0AAABAB,10,722.22
2016-09-01,EMIS,Midazolam HCl_Inj 2mg/ml 5ml Amp        ,1501041T0AAABAB,119,1327.8500000000001
2016-09-01,EMIS,Ertapenem Sod_I/V Inf 1g Vl (Dry)       ,0501022B0AAAAAA,19,5424.86
2016-09-01,TPP,Phenylbutazone_Tab 100mg                ,1001010Q0AAABAB,7,608.0300000000001
2016-09-01,INPS,Tranexamic Acid_Inj 100mg/ml 5ml Amp    ,0211000P0AAAAAA,2,18.62
2016-09-01,TPP,Zinacef_I/M/I/V 750mg Vl (Dry)          ,0501021J0BBABAB,1,10.87
2016-09-01,Microtest,Phenylbutazone_Tab 100mg                ,1001010Q0AAABAB,1,55.36
2016-09-01,TPP,Calc Folinate_Inj 7.5mg/ml 2ml Amp      ,0801000I0AAAGAG,2,115.84
2016-09-01,INPS,Levobupivac HCl_Inj 5mg/ml 10ml Amp     ,1502010V0AAABAB,1,1.5
2016-09-01,TPP,Methotrexate_Inj 2.5mg/ml 2ml Vl        ,0801030P0AAAIAI,4,607.05
2016-09-01,INPS,Ceftriaxone Sod_Inj 2g Vl               ,0501021G0AAADAD,3,248.81
2016-09-01,Microtest,Ceftriaxone Sod_Inj 1g Vl               ,0501021G0AAACAC,1,8.89
2016-09-01,EMIS,Ketalar_Inj 50mg/ml 10ml Vl             ,1501010F0BBAAAB,1,113.75
2016-09-01,EMIS,Enbrel_Inj 25mg/0.5ml Pfs               ,1001030D0BBAEAD,1,331.22
2016-09-01,INPS,Amikacin_Inj 250mg/ml 2ml Vl            ,0501040C0AAAAAA,1,1265.27
2016-09-01,TPP,Adren_Inj 1/10 000 10ml Pfs             ,0207030A0AAABAB,3,109.00999999999999
2016-09-01,TPP,Ciprofloxacin_I/V Inf 2mg/ml 100ml Bag  ,0501120L0AABEBE,1,469.45
2016-09-01,TPP,Chirocaine_Inj 2.5mg/ml 10ml Amp        ,1502010V0BBAAAA,1,1.31
2016-09-01,Microtest,Esomeprazole_I/V Inf 40mg Vl (Dry)      ,0103050E0AAACAC,1,110.26
2016-09-01,EMIS,Abacavir/Lamivudine_Tab 600mg/300mg     ,0503010Z0AAAAAA,2,536.41
2016-09-01,INPS,Nutricia_preOp Liq                      ,090402000BBQFA0,1,5.72
2016-09-01,TPP,Viridal Duo_S/Pack Inj 10mcg Cart       ,0704050B0BCAHBM,9,335.88
2016-09-01,INPS,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp   ,1502010V0AAAAAA,2,26.16
2016-09-01,EMIS,Meropenem_Inj 500mg Vl (Dry)            ,0501022A0AAAAAA,6,1892.77
2016-09-01,EMIS,Tazocin_Inj 4.5g Vl                     ,0501014S0BBABAB,1,421.64
2016-09-01,INPS,Chirocaine_Inj 5mg/ml 10ml Amp          ,1502010V0BBABAB,2,3.0
2016-09-01,EMIS,Methotrexate_Inj 25mg/ml 2ml Vl         ,0801030P0AAANAN,3,105.24000000000001
2016-09-01,EMIS,Fluclox Sod_Inj 500mg Vl                ,0501012G0AAADAD,3,190.78
2016-09-01,TPP,Zoledronic Acid_I/V Inf 800mcg/ml 5ml Vl,0606020V0AAABAB,1,11.58
2016-09-01,INPS,Amoxicillin Sod_Inj 500mg Vl            ,0501013C0AAADAD,5,172.67000000000002
2016-09-01,EMIS,Phenylbutazone_Tab 100mg                ,1001010Q0AAABAB,6,485.69000000000005
2016-09-01,EMIS,Co-Amoxiclav_Inj 1g/200mg Vl            ,0501013K0AAAFAF,6,167.1
2016-09-01,EMIS,Methotrexate_Inj 2.5mg/ml 2ml Vl        ,0801030P0AAAIAI,3,86.94
2016-09-01,EMIS,Clarithromycin_I/V Inf 500mg Vl         ,0501050B0AAACAC,1,52.54
2016-09-01,TPP,Methotrexate_Inj 25mg/ml 2ml Vl         ,0801030P0AAANAN,6,157.6
2016-09-01,Microtest,Amoxicillin Sod_Inj 500mg Vl            ,0501013C0AAADAD,1,5.09
2016-09-01,INPS,Promixin_Inj 1 000 000u Vl (Dry)        ,0501070I0BCABAB,2,333.54
2016-09-01,TPP,Meropenem_Inj 500mg Vl (Dry)            ,0501022A0AAAAAA,2,750.46
2016-09-01,EMIS,Viridal Duo_S/Pack Inj 20mcg Cart       ,0704050B0BCAGBL,3,91.02000000000001
2016-09-01,Microtest,Gentamicin Sulf_Inj 40mg/ml 2ml Vl      ,0501040H0AAAMAM,2,180.38
2016-09-01,INPS,Ceftriaxone Sod_Inj 1g Vl               ,0501021G0AAACAC,2,97.66
2016-09-01,Microtest,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp  ,0304010G0AAAAAA,11,1159.46
2016-09-01,Microtest,Viridal Duo_S/Pack Inj 40mcg Cart       ,0704050B0BCAIBN,1,55.3
2016-09-01,EMIS,Amikacin_Inj 250mg/ml 2ml Vl            ,0501040C0AAAAAA,7,2319.17
2016-09-01,EMIS,Viridal Duo_S/Pack Inj 40mcg Cart       ,0704050B0BCAIBN,9,276.58000000000004
2016-09-01,Microtest,Colistimeth Sod_Inj 1 000 000u Vl       ,0501070I0AAABAB,5,674.0899999999999
2016-09-01,INPS,Botox_Inj 100u Vl                       ,0409030B0BCAAAE,1,128.05
2016-09-01,TPP,Midazolam HCl_Inj 2mg/ml 5ml Amp        ,1501041T0AAABAB,98,675.29
2016-09-01,EMIS,Adren_Inj 1/10 000 10ml Pfs             ,0207030A0AAABAB,1,6.38
2016-09-01,INPS,Gentamicin Sulf_Inj 40mg/ml 2ml Vl      ,0501040H0AAAMAM,4,113.05
2016-09-01,TPP,Ondemet_Tab 8mg                         ,0406000S0BCADAC,2,221.72
2016-09-01,TPP,Pantoprazole_Inj 40mg Vl                ,0103050R0AAACAC,6,889.8199999999999
2016-09-01,TPP,Ceftriaxone Sod_Inj 2g Vl               ,0501021G0AAADAD,15,2199.53
2016-09-01,TPP,Ceftriaxone Sod_Inj 1g Vl               ,0501021G0AAACAC,12,843.32
2016-09-01,Microtest,Cefuroxime Sod_Inj 750mg Vl             ,0501021J0AAABAB,5,245.7
2016-09-01,TPP,Emtricitabine/Tenofovir_Tab 200mg/245mg ,0503010AAAAAAAA,1,307.7
2016-09-01,EMIS,Ropivacaine HCl_Inj 7.5mg/ml 10ml Amp   ,1502010R0AAABAB,4,11.78
2016-10-01,INPS,Tranexamic Acid_Inj 100mg/ml 5ml Amp    ,0211000P0AAAAAA,3,64.62
2016-10-01,TPP,Ceftazidime Pentahyd_Inj 2g Vl          ,0501021H0AAACAC,2,780.06
2016-10-01,INPS,Ceftriaxone Sod_Inj 2g Vl               ,0501021G0AAADAD,3,479.64
2016-10-01,EMIS,Ketamine_Inj 50mg/ml 10ml Vl            ,1501010F0AAABAB,12,1223.31
2016-10-01,INPS,Viridal Duo_S/Pack Inj 20mcg Cart       ,0704050B0BCAGBL,4,113.72999999999999
2016-10-01,TPP,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp  ,0304010G0AAAAAA,30,1659.2199999999998
2016-10-01,TPP,Cefotaxime Sod_Inj 1g Vl                ,0501021D0AAABAB,1,3.24
2016-10-01,EMIS,Colistimeth Sod_Inj 1 000 000u Vl       ,0501070I0AAABAB,189,18957.21
2016-10-01,INPS,Botox_Inj 100u Vl                       ,0409030B0BCAAAE,4,1023.96
2016-10-01,TPP,Methotrexate_Inj 25mg/ml 2ml Vl         ,0801030P0AAANAN,3,88.19
2016-10-01,EMIS,Viridal Duo_S/Pack Inj 10mcg Cart       ,0704050B0BCAHBM,4,93.32000000000001
2016-10-01,EMIS,Levetiracetam_I/V Inf 100mg/ml 5ml Vl   ,0408010A0AAAJAJ,6,1625.73
2016-10-01,Microtest,Esomeprazole_I/V Inf 40mg Vl (Dry)      ,0103050E0AAACAC,1,110.22
2016-10-01,Microtest,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp  ,0304010G0AAAAAA,3,237.78
2016-10-01,EMIS,Co-Amoxiclav_Inj 500mg/100mg Vl         ,0501013K0AAAEAE,3,39.309999999999995
2016-10-01,EMIS,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp   ,1502010V0AAAAAA,4,23.65
2016-10-01,Microtest,Ceftriaxone Sod_Inj 2g Vl               ,0501021G0AAADAD,2,195.42
2016-10-01,EMIS,Vancomycin HCl_Inj 500mg Vl             ,0501070U0AAACAC,2,128.16
2016-10-01,INPS,Viridal Duo_S/Pack Inj 40mcg Cart       ,0704050B0BCAIBN,3,82.94999999999999
2016-10-01,EMIS,Mycophenolate Mofetil_Inj 500mg Vl      ,0802010M0AAAHAH,1,8.56
2016-10-01,INPS,Methotrexate_Inj 25mg/ml 2ml Vl         ,0801030P0AAANAN,1,20.8
2016-10-01,INPS,Daptomycin_I/V Inf 350mg Vl (Dry)       ,0501070Y0AAAAAA,1,1607.75
2016-10-01,Microtest,Cefuroxime Sod_Inj 750mg Vl             ,0501021J0AAABAB,4,196.49
2016-10-01,EMIS,Midazolam HCl_Inj 2mg/ml 5ml Amp        ,1501041T0AAABAB,116,855.48
2016-10-01,TPP,Ceftriaxone Sod_Inj 250mg Vl            ,0501021G0AAABAB,6,26.720000000000002
2016-10-01,EMIS,Amoxicillin Sod_Inj 1g Vl               ,0501013C0AAAEAE,2,29.66
2016-10-01,EMIS,Pantoprazole_Inj 40mg Vl                ,0103050R0AAACAC,12,1077.24
2016-10-01,EMIS,Botox_Inj 100u Vl                       ,0409030B0BCAAAE,1,174.92
2016-10-01,EMIS,Tranexamic Acid_Inj 100mg/ml 5ml Amp    ,0211000P0AAAAAA,33,550.47
2016-10-01,TPP,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp   ,1502010V0AAAAAA,6,61.69
2016-10-01,TPP,Botox_Inj Pdr 50u Vl                    ,0409030B0BCABAD,1,71.79
2016-10-01,INPS,Ertapenem Sod_I/V Inf 1g Vl (Dry)       ,0501022B0AAAAAA,1,29.32
2016-10-01,TPP,Promixin_Inj 1 000 000u Vl (Dry)        ,0501070I0BCABAB,1,166.7
2016-10-01,Microtest,Pantoprazole_Inj 40mg Vl                ,0103050R0AAACAC,3,99.64
2016-10-01,TPP,Vancomycin HCl_Inj 500mg Vl             ,0501070U0AAACAC,1,40.53
2016-10-01,TPP,Co-Amoxiclav_Inj 500mg/100mg Vl         ,0501013K0AAAEAE,1,29.46
2016-10-01,TPP,Midazolam HCl_Inj 2mg/ml 5ml Amp        ,1501041T0AAABAB,102,720.97
2016-10-01,EMIS,Ertapenem Sod_I/V Inf 1g Vl (Dry)       ,0501022B0AAAAAA,14,3048.56
2016-10-01,TPP,Esomeprazole_I/V Inf 40mg Vl (Dry)      ,0103050E0AAACAC,2,197.19
2016-10-01,EMIS,Phenylbutazone_Tab 100mg                ,1001010Q0AAABAB,5,430.38
2016-10-01,TPP,Viridal Duo_S/Pack Inj 20mcg Cart       ,0704050B0BCAGBL,15,795.74
2016-10-01,EMIS,Nutricia_preOp Liq                      ,090402000BBQFA0,1,85.59
2016-10-01,EMIS,Meropenem_Inj 500mg Vl (Dry)            ,0501022A0AAAAAA,6,2080.66
2016-10-01,EMIS,Piperacillin/Tazobactam_Inj 4g/0.5g Vl  ,0501014S0AAABAB,1,179.22
2016-10-01,EMIS,Zoledronic Acid_I/V Inf 40mcg/ml 100ml  ,0606020V0AAADAD,3,416.79
2016-10-01,TPP,Vancomycin HCl_Inj 1g Vl                ,0501070U0AAAFAF,1,94.01
2016-10-01,TPP,Viridal Duo_S/Pack Inj 40mcg Cart       ,0704050B0BCAIBN,30,2155.48
2016-10-01,INPS,Amoxicillin Sod_Inj 500mg Vl            ,0501013C0AAADAD,6,180.82999999999998
2016-10-01,TPP,Enbrel_Inj 50mg/ml Pfs                  ,1001030D0BBACAC,1,662.19
2016-10-01,EMIS,Cefotaxime Sod_Inj 1g Vl                ,0501021D0AAABAB,2,97.27000000000001
2016-10-01,INPS,Co-Amoxiclav_Inj 1g/200mg Vl            ,0501013K0AAAFAF,1,9.83
2016-10-01,INPS,Esomeprazole_I/V Inf 40mg Vl (Dry)      ,0103050E0AAACAC,1,118.09
2016-10-01,EMIS,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp  ,0304010G0AAAAAA,56,2972.6400000000003
2016-10-01,TPP,Piperacillin/Tazobactam_Inj 2g/0.25g Vl ,0501014S0AAAAAA,1,58.62
2016-10-01,TPP,Piperacillin/Tazobactam_Inj 4g/0.5g Vl  ,0501014S0AAABAB,1,84.31
2016-10-01,Microtest,Fluclox Sod_Inj 1g Vl                   ,0501012G0AAAEAE,2,72.83
2016-10-01,TPP,Viridal Duo_S/Pack Inj 10mcg Cart       ,0704050B0BCAHBM,9,410.36
2016-10-01,EMIS,Ceftriaxone Sod_Inj 250mg Vl            ,0501021G0AAABAB,6,26.75
2016-10-01,EMIS,Emtricitabine/Tenofovir_Tab 200mg/245mg ,0503010AAAAAAAA,1,329.46
2016-10-01,TPP,Methotrexate_Inj 100mg/ml 10ml Vl       ,0801030P0AACKCK,1,314.89
2016-10-01,EMIS,Gentamicin Sulf_Inj 40mg/ml 2ml Vl      ,0501040H0AAAMAM,34,2369.51
2016-10-01,TPP,Calc Folinate_Inj 7.5mg/ml 2ml Amp      ,0801000I0AAAGAG,1,29.01
2016-10-01,EMIS,Fluclox Sod_Inj 500mg Vl                ,0501012G0AAADAD,3,826.25
2016-10-01,TPP,Ketamine_Inj 50mg/ml 10ml Vl            ,1501010F0AAABAB,5,348.86
2016-10-01,EMIS,Enbrel_Inj 50mg/ml Pfs                  ,1001030D0BBACAC,1,165.66
2016-10-01,EMIS,Flumazenil_Inj 100mcg/ml 5ml Amp        ,1501070F0AAAAAA,1,26.04
2016-10-01,TPP,Ceftriaxone Sod_Inj 2g Vl               ,0501021G0AAADAD,19,2180.99
2016-10-01,TPP,Nutricia_preOp Liq                      ,090402000BBQFA0,9,245.39000000000001
2016-10-01,INPS,Chirocaine_Inj 2.5mg/ml 10ml Amp        ,1502010V0BBAAAA,1,1.31
2016-10-01,INPS,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,2,39.74
2016-10-01,TPP,Ceftazidime Pentahyd_Inj 1g Vl          ,0501021H0AAABAB,1,57.0
2016-10-01,TPP,Ondemet_Tab 8mg                         ,0406000S0BCADAC,2,352.63
2016-10-01,EMIS,Calc Folinate_Inj 10mg/ml 10ml Vl       ,0801000I0AAATAT,1,138.93
2016-10-01,Microtest,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,2,47.88
2016-10-01,TPP,Co-Amoxiclav_Inj 1g/200mg Vl            ,0501013K0AAAFAF,1,82.53
2016-10-01,EMIS,Abacavir/Lamivudine_Tab 600mg/300mg     ,0503010Z0AAAAAA,2,536.22
2016-10-01,INPS,Ceftriaxone Sod_Inj 1g Vl               ,0501021G0AAACAC,2,35.51
2016-10-01,TPP,Colistimeth Sod_Inj 1 000 000u Vl       ,0501070I0AAABAB,78,8490.38
2016-10-01,EMIS,Viridal Duo_S/Pack Inj 20mcg Cart       ,0704050B0BCAGBL,7,181.98
2016-10-01,TPP,Emtricitabine/Tenofovir_Tab 200mg/245mg ,0503010AAAAAAAA,3,1603.53
2016-10-01,TPP,Ertapenem Sod_I/V Inf 1g Vl (Dry)       ,0501022B0AAAAAA,8,1026.0
2016-10-01,TPP,Adren_Inj 1/10 000 10ml Pfs             ,0207030A0AAABAB,1,6.47
2016-10-01,TPP,Gentamicin Sulf_Inj 40mg/ml 2ml Vl      ,0501040H0AAAMAM,23,1704.39
2016-10-01,EMIS,Ceftriaxone Sod_Inj 1g Vl               ,0501021G0AAACAC,46,2591.1
2016-10-01,INPS,Colistimeth Sod_Inj 1 000 000u Vl       ,0501070I0AAABAB,9,943.9200000000001
2016-10-01,INPS,Midazolam HCl_Inj 2mg/ml 5ml Amp        ,1501041T0AAABAB,31,208.7
2016-10-01,EMIS,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,8,96.55
2016-10-01,EMIS,Calc Folinate_Inj 7.5mg/ml 2ml Amp      ,0801000I0AAAGAG,1,14.56
2016-10-01,TPP,Meropenem_Inj 1g Vl (Dry)               ,0501022A0AAABAB,3,2865.63
2016-10-01,TPP,Enbrel_Inj 50mg/ml 1ml Pf MyClic Pen    ,1001030D0BBAFAE,1,165.66
2016-10-01,EMIS,Ceftazidime Pentahyd_Inj 2g Vl          ,0501021H0AAACAC,2,1175.74
2016-10-01,EMIS,Ceftazidime Pentahyd_Inj 1g Vl          ,0501021H0AAABAB,3,909.5
2016-10-01,TPP,Pantoprazole_Inj 40mg Vl                ,0103050R0AAACAC,8,1169.8200000000002
2016-10-01,INPS,Chirocaine_Inj 5mg/ml 10ml Amp          ,1502010V0BBABAB,3,4.5
2016-10-01,TPP,Phenylbutazone_Tab 100mg                ,1001010Q0AAABAB,4,248.74
2016-10-01,INPS,Levobupivac HCl_Inj 2.5mg/ml 10ml Amp   ,1502010V0AAAAAA,1,13.08
2016-10-01,EMIS,Co-Amoxiclav_Inj 1g/200mg Vl            ,0501013K0AAAFAF,5,81.77000000000001
2016-10-01,TPP,Meropenem_Inj 500mg Vl (Dry)            ,0501022A0AAAAAA,10,2759.12
2016-10-01,INPS,Promixin_Inj 1 000 000u Vl (Dry)        ,0501070I0BCABAB,1,166.71
2016-10-01,INPS,Revatio_Inj 800mcg/ml 12.5ml Vl         ,0205010Y0BBACAC,1,41.93
2016-10-01,EMIS,Amoxicillin Sod_Inj 500mg Vl            ,0501013C0AAADAD,10,219.26
2016-10-01,INPS,Nutricia_preOp Liq                      ,090402000BBQFA0,1,4.29
2016-10-01,EMIS,Meropenem_Inj 1g Vl (Dry)               ,0501022A0AAABAB,10,3289.61
2016-10-01,TPP,Methotrexate_Inj 2.5mg/ml 2ml Vl        ,0801030P0AAAIAI,3,220.28
2016-10-01,EMIS,Vancomycin HCl_Inj 1g Vl                ,0501070U0AAAFAF,5,511.48
2016-10-01,TPP,Amikacin_Inj 250mg/ml 2ml Vl            ,0501040C0AAAAAA,3,1956.1000000000004
2016-10-01,INPS,Daptomycin_I/V Inf 500mg Vl (Dry)       ,0501070Y0AAABAB,1,164.06
2016-10-01,EMIS,Enbrel_Inj 50mg/ml 1ml Pf MyClic Pen    ,1001030D0BBAFAE,2,4635.24
2016-10-01,TPP,Ceftriaxone Sod_Inj 1g Vl               ,0501021G0AAACAC,20,630.15
2016-10-01,TPP,Zoledronic Acid_I/V Inf 800mcg/ml 5ml Vl,0606020V0AAABAB,2,322.58
2016-10-01,INPS,Viridal Duo_S/Pack Inj 10mcg Cart       ,0704050B0BCAHBM,2,55.980000000000004
2016-10-01,Microtest,Nutricia_preOp Liq                      ,090402000BBQFA0,1,2.86
2016-10-01,INPS,Phenylbutazone_Tab 100mg                ,1001010Q0AAABAB,2,221.1
2016-10-01,Microtest,Viridal Duo_S/Pack Inj 20mcg Cart       ,0704050B0BCAGBL,2,68.22999999999999
2016-10-01,EMIS,Ketalar_Inj 50mg/ml 10ml Vl             ,1501010F0BBAAAB,3,341.13
2016-10-01,Microtest,Colistimeth Sod_Inj 1 000 000u Vl       ,0501070I0AAABAB,2,100.02
2016-10-01,EMIS,Methotrexate_Inj 25mg/ml 2ml Vl         ,0801030P0AAANAN,3,57.400000000000006
2016-10-01,EMIS,Viridal Duo_S/Pack Inj 40mcg Cart       ,0704050B0BCAIBN,5,165.88
2016-10-01,TPP,Tranexamic Acid_Inj 100mg/ml 5ml Amp    ,0211000P0AAAAAA,15,506.12
2016-10-01,EMIS,Methotrexate_Inj 100mg/ml 10ml Vl       ,0801030P0AACKCK,1,78.73
2016-10-01,INPS,Gentamicin Sulf_Inj 40mg/ml 2ml Vl      ,0501040H0AAAMAM,4,188.07999999999998
2016-10-01,INPS,Botox_Inj Pdr 200u Vl                   ,0409030B0BCACAG,1,255.99
2016-10-01,EMIS,Fluclox Sod_Inj 1g Vl                   ,0501012G0AAAEAE,4,254.54
2016-10-01,INPS,Meropenem_Inj 500mg Vl (Dry)            ,0501022A0AAAAAA,3,806.63
2016-10-01,Microtest,Gentamicin Sulf_Inj 40mg/ml 2ml Vl      ,0501040H0AAAMAM,2,87.7
2016-10-01,EMIS,Enbrel_Inj 25mg Vl + Dil                ,1001030D0BBAAAA,1,331.11
2016-10-01,INPS,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp  ,0304010G0AAAAAA,10,1021.19
2016-10-01,Microtest,Viridal Duo_S/Pack Inj 40mcg Cart       ,0704050B0BCAIBN,1,27.63
2016-10-01,TPP,Levetiracetam_I/V Inf 100mg/ml 5ml Vl   ,0408010A0AAAJAJ,7,1237.91
2016-10-01,EMIS,Amikacin_Inj 250mg/ml 2ml Vl            ,0501040C0AAAAAA,5,890.2900000000001
2016-10-01,INPS,Zoledronic Acid_I/V Inf 800mcg/ml 5ml Vl,0606020V0AAABAB,2,274.24
2016-10-01,TPP,Amoxicillin Sod_Inj 500mg Vl            ,0501013C0AAADAD,4,62.67
2016-10-01,EMIS,Ceftriaxone Sod_Inj 2g Vl               ,0501021G0AAADAD,31,5293.720000000001
2016-10-01,TPP,Ketorolac Trometamol_Inj 30mg/ml 1ml Amp,1501042E0AAAAAA,11,106.85000000000001
2016-10-01,INPS,Emtricitabine/Tenofovir_Tab 200mg/245mg ,0503010AAAAAAAA,1,329.46
2016-11-01,TPP,Ceftriaxone Sod_Inj 1g Vl               ,0501021G0AAACAC,12,798.24
