BNF Code,BNF Name,ADQ Value,ADQ Unit
0304010Y0BBABAB,Vallergan_Syr 7.5mg/5ml,20,MG        
0304010Y0BBACAC,Vallergan Fte_Syr 30mg/5ml,20,MG        
0304020P0BFADA0,Pollinex_Grass/Rye Tt/Extension 4x3ml Vl,N/A,N/A
0304020P0BFAEA0,Pollinex_Tree Tt/Extension 4 x 3ml Vl,N/A,N/A
0304020P0BJAAA0,"Grazax_Oral Lyophilisate Tab 75,000 SQ-T",N/A,N/A
0304020W0BCAAA0,Pharmalgen_M/Tt/S Bee Inj 4 x Vl + Dil,N/A,N/A
0304020W0BCABAA,Pharmalgen_M/Tt/S Wasp Inj 4 x Vl + Dil,N/A,N/A
0304020W0BCADA0,Pharmalgen_I/Tt/S Bee Inj 4x5ml Vl+Dil,N/A,N/A
0304020X0AAAAAA,Omalizumab_Inj Pdr 150mg Vl + Dil,N/A,N/A
0304020X0AAABAB,Omalizumab_Inj 75mg/0.5ml Pfs,N/A,N/A
0304020X0AAACAC,Omalizumab_Inj 150mg/ml Pfs,N/A,N/A
0304020X0BBAAAA,Xolair_Inj Pdr 150mg Vl + Dil,N/A,N/A
0304020X0BBABAB,Xolair_Inj 75mg/0.5ml Pfs,N/A,N/A
0304020X0BBACAC,Xolair_Inj 150mg/ml Pfs,N/A,N/A
0304030C0AAA2A2,Adren_Pf Pen 1/2000 500mcg/ml 0.3ml,N/A,N/A
0304030C0AAA3A3,Adren_Pf Pen 1/1000 1mg/ml 0.3ml,N/A,N/A
0304030C0AAABAB,Adren_Inj 1/1000 1ml Amp,N/A,N/A
0304030C0AAAFAF,Adren_Inj 1/1000 0.5ml Amp,N/A,N/A
0304030C0AAALAL,Adren_Inj 1/1000 1ml Pfs (21 Gauge),N/A,N/A
0304030C0AAAWAW,Adren_Inj 1/1000 1ml Pfs (25 Gauge),N/A,N/A
0304030C0AAAXAX,Adren_Inj 1/1000 5ml Amp,N/A,N/A
0304030C0AAAYAY,Adren_Inj 1/1000 1ml Pfs,N/A,N/A
0304030C0AABBBB,Adren_Inj 1/1000 5ml Pfs,N/A,N/A
0304030C0AABDBD,Adren_Inj 1/1000 10ml Amp,N/A,N/A
0304030C0AABEBE,Adren_Pf Pen 1/600 1.67mg/ml 0.3ml,N/A,N/A
0304030C0AABFBF,Adren_Inj 1/1000 0.15ml Pf Pen,N/A,N/A
0304030C0AABGBG,Adren_Inj 1/1000 0.5ml Pf Pen,N/A,N/A
0304030C0BCADAL,Minjet_Adren 1/1000 1mg/1ml (21 Gauge),N/A,N/A
0304030C0BCAFAW,Minjet_Adren 1/1000 1mg/1ml (25 Gauge),N/A,N/A
0304030C0BEAAA2,Epipen Jr_Auto-Inj 1/2000 0.5mg/ml 0.3ml,N/A,N/A
0304030C0BEABA3,Epipen_Auto-Inj 1/1000 1mg/ml 0.3ml,N/A,N/A
0304030C0BGAAA3,Anapen_Auto-Inj 1/1000 1mg/ml 0.3ml,N/A,N/A
0304030C0BGABA2,Anapen_Auto-Inj 1/2000 500mcg/ml 0.3ml,N/A,N/A
0304030C0BGACBE,Anapen_Auto-Inj 1/600 1.67mg/ml 0.3ml,N/A,N/A
0304030C0BHAABF,Jext_Inj 1/1000 0.15ml Pf Pen Autoinject,N/A,N/A
0304030C0BHABA3,Jext_Inj 1/1000 0.3ml Pf Pen Autoinject,N/A,N/A
0304030C0BIAABF,Emerade_Auto Inj 1/1000 1mg/ml 0.15ml,N/A,N/A
0304030C0BIABA3,Emerade_Auto Inj 1/1000 1mg/ml 0.3ml,N/A,N/A
0304030C0BIACBG,Emerade_Auto Inj 1/1000 1mg/ml 0.5ml,N/A,N/A
0304030F0AAAAAA,C1-Esterase Inhibitor_Inj 500u Vl + Dil,N/A,N/A
0304030F0AAAEAE,C1-Esterase Inhibitor_Inf 1500u Vl + Dil,N/A,N/A
0304030F0BDAAAA,Berinert_Inj 500u Vl + Dil,N/A,N/A
0304030F0BFAAAA,Cinryze_Inj 500u Vl + Dil,N/A,N/A
0304030G0AAAAAA,Ephed HCl_Throat Spy 2%,N/A,N/A
0304030H0AAAAAA,Icatibant Acet_Inj 30mg/3ml Pfs,N/A,N/A
0305010W0AAAAAA,Doxapram HCl_Inj 20mg/ml 5ml Amp,N/A,N/A
0306000P0AAABAB,Oxygen_Gas 1360 Cylinder Size F/AF,N/A,N/A
0307000C0AAAAAA,Acetylcy_Gran Sach 200mg,N/A,N/A
0307000C0AAAHAH,Acetylcy_Gran Sach 200mg             @gn,N/A,N/A
0307000C0AAAJAJ,Acetylcy_Tab Eff 600mg,N/A,N/A
0307000C0AAAKAK,Acetylcy_Cap 600mg,N/A,N/A
0307000C0AAALAL,Acetylcy_Gran Sach 100mg,N/A,N/A
0307000C0AAAMAM,Acetylcy_Tab 600mg,N/A,N/A
0307000C0AAANAN,Acetylcy_Oral Soln 100mg/5ml,N/A,N/A
0307000C0AAAPAP,Acetylcy_Tab 200mg,N/A,N/A
0307000C0AAAQAQ,Acetylcy_Pdr Sach 200mg S/F,N/A,N/A
0307000C0BDAAAA,Fluimucil N_Gran Sach 200mg,N/A,N/A
0307000C0BDAEAL,Fluimucil N_Gran Sach 100mg,N/A,N/A
0307000C0BDAFAJ,Fluimucil 600_Tab Eff 600mg,N/A,N/A
0307000C0BEACAJ,A-CYS_Tab Eff 600mg,N/A,N/A
0307000C0BEAEAK,A-CYS_Cap 600mg,N/A,N/A
0307000C0BEAFAM,A-CYS_Tab 600mg,N/A,N/A
0307000C0BFAAAK,OroNAC 600_Cap,N/A,N/A
0307000C0BFABAM,OroNAC 600_Tab,N/A,N/A
0307000C0BFACAJ,OroNAC 600_Tab Eff,N/A,N/A
0307000C0BGAAAJ,Siran_Tab Eff 600mg,N/A,N/A
0307000C0BHAAAM,EN-CYS_Tab 600mg,N/A,N/A
0307000C0BIAAAJ,ACC-600_Tab Eff,N/A,N/A
0307000C0BKAAAK,YourNAC_Cap 600mg,N/A,N/A
0307000C0BKABAM,YourNAC_Tab 600mg,N/A,N/A
0307000C0BLAAAJ,Respi-Nac_Tab Eff 600mg,N/A,N/A
0307000J0AAAAAA,Carbocisteine_Cap 375mg,N/A,N/A
0307000J0AAABAB,Carbocisteine_Oral Soln 125mg/5ml,N/A,N/A
0307000J0AAACAC,Carbocisteine_Oral Soln 250mg/5ml,N/A,N/A
0307000J0AAAGAG,Carbocisteine_Soln750mg/10mlSach10ml S/F,N/A,N/A
0307000J0BBAAAA,Mucodyne_Cap 375mg,N/A,N/A
0307000J0BBABAC,Mucodyne_Syr 250mg/5ml,N/A,N/A
0307000J0BBADAB,Mucodyne_Paed Syr 125mg/5ml,N/A,N/A
0307000J0BBAEAC,Mucodyne_Paed Syr 250mg/5ml,N/A,N/A
0307000K0AAAAAA,Dornase Alfa_Neb Soln 2.5mg/2.5ml Amp,N/A,N/A
0307000K0BBAAAA,Pulmozyme_Neb Soln 2.5mg/2.5ml Amp,N/A,N/A
0307000L0AAAAAA,Mecysteine HCl_Tab G/R 100mg,N/A,N/A
0307000L0BBAAAA,Visclair_Tab G/R 100mg,N/A,N/A
0307000Q0AAAAAA,Erdosteine_Cap 300mg,N/A,N/A
0307000Q0BBAAAA,Erdotin_Cap 300mg,N/A,N/A
0307000R0AAAAAA,Mannitol_Pdr Inh Cap 40mg + 2 Dev,N/A,N/A
0307000R0BBAAAA,Bronchitol_Pdr Inh Cap 40mg + 2 Dev,N/A,N/A
0307000S0AAAAAA,Ivacaftor_Tab 150mg,N/A,N/A
030800000BDBLA0,Olbas_Oil,N/A,N/A
030800000BDBMA0,Olbas For Child_Oil,N/A,N/A
030800000BDBNA0,Covonia_Vapour Dps,N/A,N/A
030800000BDBPA0,Snufflebabe_Vapour Rub,N/A,N/A
030800000BDBQA0,Vicks_Vaporub Rub,N/A,N/A
030800000BDBRA0,Jackson's_Vapour Rub,N/A,N/A
030800000BDBSA0,Vicks_Inh,N/A,N/A
0308000B0AAAAAA,Benz Co_Tinct,N/A,N/A
0308000B0AAABAB,Benz_Tinct BPC,N/A,N/A
0308000M0AAAAAA,Menthol & Eucalyptus_Inh BP 1980,N/A,N/A
0308000M0BBAAA0,Karvol_Decongestant Inh Cap,N/A,N/A
0308000M0BBABA0,Karvol_Family Decongestant Inh Dps,N/A,N/A
0309010C0AAAAAA,Codeine Phos_Linct 15mg/5ml,N/A,N/A
0309010C0AAACAC,Codeine Phos_Linct Paed 3mg/5ml,N/A,N/A
0309010C0AAADAD,Codeine Phos_Linct 15mg/5ml S/F,N/A,N/A
0309010C0AAAEAE,Codeine Phos_Linct Paed 3mg/5ml S/F,N/A,N/A
0309010C0BBAAAD,Galcodine_Linct 15mg/5ml S/F,N/A,N/A
0309010C0BBABAE,Galcodine_Linct Paed 3mg/5ml S/F,N/A,N/A
0309010L0AAACAC,Dextrometh Hydrob_Oral Soln 10mg/5ml,N/A,N/A
0309010L0AAADAD,Dextrometh Hydrob_Loz 2.5mg,N/A,N/A
0309010L0AAAHAH,Dextrometh Hydrob_Oral Susp 30mg/5ml,N/A,N/A
0309010L0AAAIAI,Dextrometh Hydrob_Liq Spec 20mg/5ml,N/A,N/A
0309010L0AAALAL,Dextrometh Hydrob_Liq Spec 40.5mg/5ml,N/A,N/A
0309010L0AAAMAM,Dextrometh Hydrob_Liq Spec 10mg/5ml,N/A,N/A
0309010L0AAAQAQ,Dextrometh Hydrob_Linct 7.5mg/5ml S/F,N/A,N/A
0309010L0AAARAR,Dextrometh Hydrob_Syr 5mg/5ml S/F,N/A,N/A
0309010L0AAATAT,Dextrometh Hydrob_Syr 7.5mg/5ml,N/A,N/A
0309010L0AAAUAU,Dextrometh Hydrob_Liq 3.75mg/5ml S/F,N/A,N/A
0309010L0AAAVAV,Dextrometh/Menthol_Linct 7.5mg/2.5mg/5ml,N/A,N/A
0309010L0AAAXAX,Dextrometh Hydrob_Oral Soln 30mg/5ml,N/A,N/A
0309010L0BFABAV,Covonia_Original Bronchial Balsam Soln,N/A,N/A
0309010L0BGAAAH,Delsym_12 Hour Cough Relief Liq,N/A,N/A
0309010L0BJAAAD,Strepsils_Cough Loz 2.5mg (Blkcurrant),N/A,N/A
0309010L0BMAAAQ,Robitussin_Dry Cough Linct 7.5mg/5ml S/F,N/A,N/A
0309010L0BNAAAR,Lloyds_Dry Cough Syr S/F,N/A,N/A
0309010N0AAAHAH,Diamorph HCl_Liq Spec 2.5mg/5ml,N/A,N/A
0309010N0AAAJAJ,Diamorph HCl_Liq Spec 3mg/5ml,N/A,N/A
0309010N0AAAKAK,Diamorph HCl_Liq Spec 2mg/5ml,N/A,N/A
0309010S0AAAAAA,Methadone HCl_Linct 2mg/5ml,N/A,N/A
0309010X0AAABAB,Pholcodine_Linct 5mg/5ml,N/A,N/A
0309010X0AAACAC,Pholcodine_Linct Strong 10mg/5ml,N/A,N/A
0309010X0AAAJAJ,Gppe Pastil_Pholcodine (Potter's) Weight,N/A,N/A
0309010X0AAALAL,Pholcodine_Linct 5mg/5ml S/F,N/A,N/A
0309010X0AAAQAQ,Pholcodine_Linct Strong 10mg/5ml S/F,N/A,N/A
0309010X0AAARAR,Pholcodine_Oral Soln 2mg/5ml S/F,N/A,N/A
0309010X0AABBBB,Pholcodine_Linct 4mg/5ml S/F,N/A,N/A
0309010X0BCAAAL,Galenphol_Linct 5mg/5ml S/F,N/A,N/A
0309010X0BCABAQ,Galenphol_Linct Strong 10mg/5ml S/F,N/A,N/A
0309010X0BCACAR,Galenphol_Linct Paed 2mg/5ml S/F,N/A,N/A
0309010X0BFAAAL,Pavacol-D_Diabetic Mix S/F,N/A,N/A
0309010X0BMAAAJ,Potter's_Pholcodine Pastil,N/A,N/A
0309010X0BPABBB,Tixylix Dry Cough_Linct 4mg/5ml,N/A,N/A
0309010X0BQAAAC,Hill's Balsam_Dry Cough Liq,N/A,N/A
0309010X0BRAAAR,Benylin_Child Dry Cough OralSoln 2mg/5ml,N/A,N/A
0309010X0BSAAAL,Covonia_Dry Cough Linct 5mg/5ml S/F,N/A,N/A
030902000BEBYA0,Thornton & Ross_Menthol Bronchial Balsam,N/A,N/A
030902000BECKA0,Meltus_Adult Chesty Cough+Decongest Susp,N/A,N/A
030902000BECLA0,Allens_Pine & Honey Balsam,N/A,N/A
030902000BECPA0,Buttercup_Syr,N/A,N/A
030902000BECSA0,Benylin_T/Cough S/Throat Non-Drowsy Liq,N/A,N/A
030902000BECTA0,Veno's_Cough Mix,N/A,N/A
030902000BECUA0,Veno's_Expect,N/A,N/A
030902000BECVA0,Veno's_Honey & Lem Syr,N/A,N/A
030902000BECZA0,Benylin_Dry Coughs Night Syr,N/A,N/A
030902000BEDAA0,Do-Do ChestEze_Tab,N/A,N/A
030902000BEDBA0,Allens_Chesty Cough,N/A,N/A
030902000BEDDA0,Covonia_Catarrh Relief For,N/A,N/A
030902000BEDHA0,Buttercup_Blkcurrant Flav Cough Syr,N/A,N/A
030902000BEDIA0,Benylin_Mucus Cough Night Syr,N/A,N/A
030902000BEDJA0,Menthodex_Cough Mix,N/A,N/A
030902000BEDKA0,Kilkof_Oral Soln,N/A,N/A
030902000BEDLA0,Bell's_Mentholated Bronchial Balsam,N/A,N/A
030902000BEDMAY,Bronchosan Pine_Cough Syr,N/A,N/A
030902000BEDNA0,Covonia_Herbal Mucus Cough Syr,N/A,N/A
030902000BEDPA0,Hactos_Cough Mix,N/A,N/A
030902000BEDSA0,Buttercup_Bronchostop Cough Syr,N/A,N/A
030902000BEDTA0,Bell's_Cough Linctus,N/A,N/A
030902020AAAAAA,Pot Iodide Ammoniat_Mix,N/A,N/A
030902030AAAHAH,Gppe Linct_Tixylix Night-Time S/F,N/A,N/A
030902040AAAAAA,Diphenhydramine HCl/Menthol_Syr,N/A,N/A
030902040BBAAA0,Benylin_Chesty Coughs Original,N/A,N/A
030902040BBADAA,Benylin_Child Night Cough,N/A,N/A
0309020AAAAABAB,Ibuprofen/Pseudoephed_Susp100/15mg/5mlSF,N/A,N/A
0309020AABBABAA,Lemsip_Flu 12 Hr Cap 300mg/45mg M/R,N/A,N/A
0309020ABAAAAAA,Diphenhyd HCl/Pholcod_Soln 12.5mg/3.75mg,N/A,N/A
0309020ABBBAAAA,Cough Nurse_Night Time Liq,N/A,N/A
0309020AFAAAAAA,Pseudoep/Dextrom_Oral Soln 30mg/10mg/5ml,N/A,N/A
0309020AFBCAAAA,Sudafed_Dry Coughs + Decongest Liq,N/A,N/A
0309020AGAAAAAA,Citric Acid Monohyd/Ipecac_Oral Soln S/F,N/A,N/A
0309020AHAAAAAA,Ammon Chlor/Diphenhyd_Soln 130/14mg/5ml,N/A,N/A
0309020AHBBAAAA,Numark_Chesty Cough Expect,N/A,N/A
0309020B0AAACAC,Ammonia & Ipecac_Mix,N/A,N/A
0309020D0AAAAAA,Simple_Linct,N/A,N/A
0309020D0AAABAB,Simple_Linct Paed,N/A,N/A
0309020D0AAADAD,Simple_Linct S/F,N/A,N/A
0309020D0AAAFAF,Simple_Linct Paed S/F,N/A,N/A
0309020D0BBABAA,Numark_Simple Linct,N/A,N/A
0309020D0BCAAAF,Care_Simple Linct Paed S/F,N/A,N/A
0309020G0AAAAAA,Guaifenesin_(S),N/A,N/A
0309020G0AAABAB,Guaifenesin_Oral Soln 100mg/5ml,N/A,N/A
0309020G0AAAEAE,Guaifenesin_Oral Soln 66.67mg/5ml S/F,N/A,N/A
0309020G0AAAGAG,Guaifen/Pseudoephed_Liq 100mg/30mg/5ml,N/A,N/A
0309020G0AAAIAI,Guaifenesin_Linct 50mg/5ml S/F,N/A,N/A
0309020G0AAAJAJ,Guaifenesin_Oral Soln 33.33mg/5ml S/F,N/A,N/A
0309020G0AAAKAK,Guaifen/Cetylpyr_Liq 100mg/2.5mg/5ml S/F,N/A,N/A
0309020G0AAALAL,Guaifenesin_Oral Soln 50mg/5ml,N/A,N/A
0309020G0AAANAN,Guaifenesin_Oral Soln 50mg/5ml S/F,N/A,N/A
0309020G0AAAPAP,Guaifen/Levomen_Oral Soln100mg/1.1mg/5ml,N/A,N/A
0309020G0AAAQAQ,Guaifen/Pseudoeph_Soln 66.67/20mg/5mlS/F,N/A,N/A
0309020G0BBACAB,Robitussin_Chesty Cough Liq 100mg/5ml,N/A,N/A
0309020G0BBADAG,Robitussin_Chesty Cough + Congestion Liq,N/A,N/A
0309020G0BFAAAE,Lloyds_Expect Cough Syr 66.67mg/5ml,N/A,N/A
0309020G0BGABAI,Tixylix Chesty Cough_OralSoln50mg/5mlS/F,N/A,N/A
0309020G0BHACAN,Boots_Chesty Cough Syr 6 Years +,N/A,N/A
0309020G0BHAGAB,Boots_Chesty Cough Relief Oral Soln,N/A,N/A
0309020G0BJACAK,Meltus_Adult Chesty Cough Linct C/F S/F,N/A,N/A
0309020G0BJAEA0,Meltus_Adult Chesty Cough + Catarrh Soln,N/A,N/A
0309020G0BLABAB,Boots_MucusCoughReliefOralSoln 100mg/5ml,N/A,N/A
0309020G0BNAAA0,Benylin_Child Chesty Cough Sach 5ml,N/A,N/A
0309020G0BNACAP,Benylin_Chesty Coughs Non-DrowsyOralSoln,N/A,N/A
0309020G0BNADAN,Benylin_Child Chesty Cough Syr 50mg/5ml,N/A,N/A
0309020G0BNAEAP,Benylin_Mucus Cough Syr,N/A,N/A
0309020G0BNAFAG,Benylin_Mucus Cough Plus Decongest Syr,N/A,N/A
0309020G0BNAGAB,Benylin_Mucus Cough Menthol Oral Soln,N/A,N/A
0309020G0BPAAAL,Lemsip_Chesty Cough Oral Soln 50mg/5ml,N/A,N/A
0309020G0BPABA0,Lemsip_Mucus Cough Oral Soln,N/A,N/A
0309020G0BPACAK,Lemsip_Mucus Cough 100mg/2.5mg/5mlS/FC/F,N/A,N/A
0309020G0BQAAAN,Calcough_Six Plus Oral Soln 50mg/5ml,N/A,N/A
0309020G0BRAAAB,Hill's Balsam_Chesty Cough Liq,N/A,N/A
0309020G0BSAAAG,Sudafed_Chesty Coughs With Decongest Liq,N/A,N/A
0309020G0BTAAAB,Bell's_Mucus Cough Oral Soln 100mg/5ml,N/A,N/A
0309020G0BVAAAE,Covonia_Chesty Cough Oral Soln S/F,N/A,N/A
0309020G0BWAAAL,Liqufruta_Garlic Cough OralSoln 50mg/5ml,N/A,N/A
0309020H0AAABAB,"Glycerol,Lem,Honey & Ipecac_Oral Soln",N/A,N/A
0309020H0AAAEAE,"Glycerol,Honey & Lem_Linct",N/A,N/A
0309020H0AAAGAG,"Glycerol,Lem,Honey & Glucose_Syr",N/A,N/A
0309020H0AAAHAH,Glycerol_Oral Soln 0.75ml/5ml S/F,N/A,N/A
0309020H0AAAIAI,Glycerol & Sucrose_Linct,N/A,N/A
0309020H0AAAJAJ,Glycerol/Gluc_Oral Soln 1.36g/280mg/5ml,N/A,N/A
0309020H0AAAKAK,"Glycerol,Lem & Ipecac_Cough Co Oral Soln",N/A,N/A
0309020H0AAALAL,"Glycerol,Lem & Honey_Oral Soln",N/A,N/A
0309020H0AAAMAM,Glycerol_Oral Soln 750mg/5ml,N/A,N/A
0309020H0BEABAE,Lemsip_Dry Cough & Sore Throat Oral Soln,N/A,N/A
0309020H0BFABAM,"Numark_Co Glycerin,Lem & Honey Oral Soln",N/A,N/A
0309020H0BHABAH,Tixylix Toddler_Syr,N/A,N/A
0309020H0BHACAE,"Tixylix Honey, Lem & Glycerol_Oral Soln",N/A,N/A
0309020H0BHADAH,Tixylix_Blkcurrant Flav Syr,N/A,N/A
0309020H0BHAEAH,Tixylix Baby_Syr S/F,N/A,N/A
0309020H0BJABAI,Boots_Glycerin & Blkcurrant Linct,N/A,N/A
0309020H0BJACAI,Benylin_Dry Coughs Blkcurrant Syr,N/A,N/A
0309020H0BJADAI,Boots_Tickly Cough Relief Oral Soln,N/A,N/A
0309020H0BLABAH,Benylin_Child Apple Flav Cough Syr,N/A,N/A
0309020H0BLACAH,Benylin_Child Blkcurrant Flav Cough Syr,N/A,N/A
0309020H0BLADAH,Benylin_Infant's Cough Syr,N/A,N/A
0309020H0BLAEAI,Benylin_Children'sCough & SoreThroat Syr,N/A,N/A
0309020H0BMABAH,CalCough_Infant Syr,N/A,N/A
0309020H0BMACAI,CalCough_Child Syr,N/A,N/A
0309020H0BNAAAJ,Covonia_Dry & Tickly Cough Linct,N/A,N/A
0309020H0BPAAAM,Bell's_Dry Tickly Cough Syr 750mg/5ml,N/A,N/A
0309020H0BPABAM,Bell's_Childrens Dry Cough Syr,N/A,N/A
0309020H0BPACAK,Bell's_Chesty Cough Co Oral Soln,N/A,N/A
0309020H0BQAAAK,Buttercup_Chesty Cough Oral Soln,N/A,N/A
0309020I0AAAEAE,Squill Oxymel_Liq,N/A,N/A
0309020I0BBAAA0,Covonia_Mentholated Cough Mix,N/A,N/A
0309020K0BCAAAA,Potter's_Gee's Linct Pastil,N/A,N/A
0309020Q0AAABAB,Gppe Linct_Sudafed,N/A,N/A
0309020Q0AAACAC,Gppe Syr_Actifed Chesty Cough Multi Act,N/A,N/A
0309020Q0AAADAD,Gppe Linct_Actifed Dry Cough Multi Act,N/A,N/A
0309020Q0BBABAB,Sudafed_Non-Drowsy Child Syr 30mg/5ml,N/A,N/A
0309020Q0BCACAD,Actifed_Dry Cough Multi Action Linct,N/A,N/A
0309020Q0BCADAC,Actifed_Chesty Cough Multi Action Syr,N/A,N/A
0309020R0AAABAB,Diphenhyd/Dextrometh_OralSoln10/6.65/5ml,N/A,N/A
0309020R0AAACAC,Dextrometh/Pseudoephed_Liq10/10mg/5mlS/F,N/A,N/A
0309020R0BDAAAB,Covonia_Night Time For S/F,N/A,N/A
0309020R0BEAAAC,Meltus_Adult Dry Cough +Congest OralSusp,N/A,N/A
0309020T0AAACAC,Ipecac & Ammonia_Mix Paed BPC 1973,N/A,N/A
0309020T0AAAHAH,Ipecac & Morph_Mix BP 1980,N/A,N/A
0309020V0BEAAA0,Potter's_Cough Pastil S/F,N/A,N/A
0309020X0AAAAAA,Terpin & Codeine_Linct,N/A,N/A
0309020Z0AAAAAA,Wild Cherry_Syr BP 1980,N/A,N/A
0310000E0AAAAAA,Gppe Tab_Haymine,N/A,N/A
0310000E0BBAAAA,Haymine_Tab,N/A,N/A
0310000M0AAADAD,Dexbromphen/Pseudoephed_Tab 6/120mg M/R,N/A,N/A
0310000M0BDAAAD,Disophrol_Tab 6mg/120mg M/R,N/A,N/A
0310000N0AAAAAA,Pseudoephed HCl_Cap 120mg M/R,N/A,N/A
0310000N0AAABAB,Pseudoephed HCl_Oral Soln 30mg/5ml,N/A,N/A
0310000N0AAACAC,Pseudoephed HCl_Tab 60mg,N/A,N/A
0310000N0AAAFAF,Pseudoephed HCl_Oral Soln 30mg/5ml S/F,N/A,N/A
0310000N0AAAGAG,Gppe Tab_Sudafed Plus,N/A,N/A
0310000N0AAAHAH,Gppe Syr_Sudafed Plus,N/A,N/A
0310000N0AAALAL,Pseudoephed/Chlorphen_Soln 30/2mg/5mlS/F,N/A,N/A
0310000N0AAAUAU,Paracet/Pseudoephed HCl_Tab 500mg/60mg,N/A,N/A
0310000N0AAAVAV,Pseudoephed HCl_Tab 120mg M/R,N/A,N/A
0310000N0AAAWAW,Paracet/Pseudoephed HCl_Tab 500mg/30mg,N/A,N/A
0310000N0BBAAAC,Galpseud_Tab 60mg,N/A,N/A
0310000N0BBABAF,Galpseud_Linct 30mg/5ml S/F,N/A,N/A
0310000N0BBACAL,Galpseud Plus_Linct S/F,N/A,N/A
0310000N0BCABAB,Sudafed_Decongest Liq 30mg/5ml,N/A,N/A
0310000N0BCACAC,Sudafed_Decongest Tab 60mg,N/A,N/A
0310000N0BCAEAG,Sudafed Plus_Tab,N/A,N/A
0310000N0BCAFAH,Sudafed Plus_Syr,N/A,N/A
0310000N0BCAHAV,Sudafed 12 Hr Decongest_Tab 120mg,N/A,N/A
0310000N0BEAAAC,Boots_Decongestant Tab,N/A,N/A
0310000N0BEADAU,Boots_Decongestant+Paracet Tab 500/60mg,N/A,N/A
0310000N0BFAAAI,Dimotane Plus_Paed Elix S/F,N/A,N/A
0310000N0BFABAJ,Dimotane Plus_Elix S/F,N/A,N/A
0310000N0BGACAG,Actifed_Multi Action Tab,N/A,N/A
0310000N0BGADAH,Actifed_Multi Action Syr 30mg/1.25mg,N/A,N/A
0310000N0BQAAAA,Contac_Cap Non-Drowsy 120mg,N/A,N/A
0310000N0BRAAAU,Otrivine Mu-Cron_Tab 500mg/60mg,N/A,N/A
0310000N0BSAAAU,"Sudafed_Non-Drowsy Congest, Cold&Flu Tab",N/A,N/A
0310000N0BTAAAF,Galsud_Linct 30mg/5ml S/F,N/A,N/A
0310000N0BTABAC,Galsud_Tab 60mg,N/A,N/A
0310000N0BUAAAF,Meltus_Decongest Oral Soln 30mg/5ml S/F,N/A,N/A
0310000N0BVAAAW,Sinutab_Non-Drowsy Tab,N/A,N/A
0310000N0BWAAAF,Care_Decongestant Oral Soln 30mg/5ml S/F,N/A,N/A
0310000N0BWABAC,Care_Decongestant Tab 60mg,N/A,N/A
0310000N0BXAAAW,Contac_Tab Non-Drowsy Dual Relief,N/A,N/A
0310000Q0AAAAAA,Phenyleph HCl_Cap 12mg,N/A,N/A
0310000Q0AAABAB,Phenyleph HCl_Tab 12.18mg,N/A,N/A
0310000Q0AAACAC,Ibuprofen/Phenyleph HCl_Tab 200mg/5mg,N/A,N/A
0310000Q0AAADAD,Phenyleph HCl_Cap 12.2mg,N/A,N/A
0310000Q0BBAAAA,Boots_Blocked Nose Relief Cap 12mg,N/A,N/A
0310000Q0BCAAAA,Sudafed_Blocked Nose Cap 12mg,N/A,N/A
0310000Q0BEAAAC,Lemsip_Max All Night Cold & Flu Tab,N/A,N/A
0310000Q0BFAAAC,Nurofen Cold & Flu Relief_Tab 200mg/5mg,N/A,N/A
0310000Q0BFABAC,Nurofen Day&Night Cold&Flu_Tab 200mg/5mg,N/A,N/A
0310000Q0BFACAC,Nurofen Sinus&Blocked Nose_Tab 200mg/5mg,N/A,N/A
0310000Q0BGAAAD,Numark_Max-Strgh C/Relief Cap 12.2mg,N/A,N/A
0311010B0AAAAAA,Pirfenidone_Cap 267mg,N/A,N/A
0311010B0BBAAAA,Esbriet_Cap 267mg,N/A,N/A
040101000BBAQA0,Masons_Melatonin Ex Strgh Tab 5mg,N/A,N/A
040101000BBARA0,Bio-Tech_Melatonin Cap 3mg,N/A,N/A
0401010ACAAAAAA,Sod Oxybate_Oral Soln 2.5g/5ml S/F,N/A,N/A
0401010ACBBAAAA,Xyrem_Oral Soln 500mg/ml,N/A,N/A
0401010ADAAAAAA,Melatonin_Tab 2mg M/R,N/A,N/A
0401010ADAAACAC,Melatonin_Cap 500mcg,N/A,N/A
0401010ADAAADAD,Melatonin_Cap 1mg                    @gn,N/A,N/A
0401010ADAAAEAE,Melatonin_Cap 2mg,N/A,N/A
0401010ADAAAHAH,Melatonin_Cap 2.5mg,N/A,N/A
0401010ADAAAIAI,Melatonin_Tab 1mg,N/A,N/A
0401010ADAAAJAJ,Melatonin_Cap 3mg M/R,N/A,N/A
0401010ADAAAKAK,Melatonin_Cap 10mg,N/A,N/A
0401010ADAAAQAQ,Melatonin_Tab 3mg M/R,N/A,N/A
0401010ADAAASAS,Melatonin_Tab 500mcg,N/A,N/A
0401010ADAAATAT,Melatonin_Liq Spec 2.5mg/5ml,N/A,N/A
0401010ADAAAUAU,Melatonin_Cap 4mg,N/A,N/A
0401010ADAAAYAY,Melatonin_Liq Spec 2mg/5ml,N/A,N/A
0401010ADAABABA,Melatonin_Oral Soln 5mg/5ml,N/A,N/A
0401010ADAABFBF,Melatonin_Liq Spec 3mg/5ml,N/A,N/A
0401010ADAABGBG,Melatonin_Liq Spec 4mg/5ml,N/A,N/A
0401010ADAABHBH,Melatonin_Liq Spec 5mg/5ml,N/A,N/A
