bnf_code,name,vpid,form,form_indicator,form_size,form_units,unit_of_measure,numerator,numerator_unit_of_measure,denominator,denominator_unit_of_measure,ingredient_count
0407010X0CYACA0,Sudafed Blocked Nose & Headache capsules,4009511000001107,Capsule,Discrete,1,capsule,capsule,25,mg,,,3
0407010X0CYACA0,Sudafed Blocked Nose & Headache capsules,4009511000001107,Capsule,Discrete,1,capsule,capsule,300,mg,,,3
0407010X0CYADBI,Sudafed Mucus Relief Triple Action Cold & Flu tablets,8004111000001100,Tablet,Discrete,1,tablet,tablet,5,mg,,,3
0407010X0CYADBI,Sudafed Mucus Relief Triple Action Cold & Flu tablets,8004111000001100,Tablet,Discrete,1,tablet,tablet,100,mg,,,3
0407010X0CYADBI,Sudafed Mucus Relief Triple Action Cold & Flu tablets,8004111000001100,Tablet,Discrete,1,tablet,tablet,250,mg,,,3
0407010X0CYAEA0,Sudafed Mucus Relief Day & Night capsules,14606111000001102,Not applicable,Not applicable,,,,,,,,
0407010X0CYAFA0,Sudafed Congestion & Headache Relief Day & Night capsules,14606111000001102,Not applicable,Not applicable,,,,,,,,
0407010X0CYAGA0,Sudafed Congestion & Headache Relief Max Strength capsules,4598711000001106,Capsule,Discrete,1,capsule,capsule,6.1,mg,,,3
0407010X0CYAGA0,Sudafed Congestion & Headache Relief Max Strength capsules,4598711000001106,Capsule,Discrete,1,capsule,capsule,25,mg,,,3
0407010X0CYAGA0,Sudafed Congestion & Headache Relief Max Strength capsules,4598711000001106,Capsule,Discrete,1,capsule,capsule,500,mg,,,3
0407010X0CZAAA0,Dolvan tablets,4933811000001108,Tablet,Discrete,1,tablet,tablet,7.5,mg,,,4
0407010X0CZAAA0,Dolvan tablets,4933811000001108,Tablet,Discrete,1,tablet,tablet,30,mg,,,4
0407010X0CZAAA0,Dolvan tablets,4933811000001108,Tablet,Discrete,1,tablet,tablet,300,mg,,,4
0407010X0DBAAA0,Fedril Night Cold and Flu oral solution,16632311000001102,Oral solution,Discrete,5,ml,spoonful,1,mg,1,ml,3
0407010X0DBAAA0,Fedril Night Cold and Flu oral solution,16632311000001102,Oral solution,Discrete,5,ml,spoonful,50,mg,1,ml,3
0407010X0DBAAA0,Fedril Night Cold and Flu oral solution,16632311000001102,Oral solution,Discrete,5,ml,spoonful,750,microgram,1,ml,3
0407010X0DDAABP,Veganin tablets,4934411000001109,Tablet,Discrete,1,tablet,tablet,8,mg,,,3
0407010X0DDAABP,Veganin tablets,4934411000001109,Tablet,Discrete,1,tablet,tablet,30,mg,,,3
0407010X0DDAABP,Veganin tablets,4934411000001109,Tablet,Discrete,1,tablet,tablet,500,mg,,,3
0407010X0DEAAA0,Numark Max-Strength Sinus Relief capsules,4598711000001106,Capsule,Discrete,1,capsule,capsule,6.1,mg,,,3
0407010X0DEAAA0,Numark Max-Strength Sinus Relief capsules,4598711000001106,Capsule,Discrete,1,capsule,capsule,25,mg,,,3
0407010X0DEAAA0,Numark Max-Strength Sinus Relief capsules,4598711000001106,Capsule,Discrete,1,capsule,capsule,500,mg,,,3
0407010X0DEABA0,Numark Night Cold and Flu oral solution,16632311000001102,Oral solution,Discrete,5,ml,spoonful,1,mg,1,ml,3
0407010X0DEABA0,Numark Night Cold and Flu oral solution,16632311000001102,Oral solution,Discrete,5,ml,spoonful,50,mg,1,ml,3
0407010X0DEABA0,Numark Night Cold and Flu oral solution,16632311000001102,Oral solution,Discrete,5,ml,spoonful,750,microgram,1,ml,3
0407010X0DEACA0,Numark Flu All-in-One Chesty Cough & Cold tablets,8004111000001100,Tablet,Discrete,1,tablet,tablet,5,mg,,,3
0407010X0DEACA0,Numark Flu All-in-One Chesty Cough & Cold tablets,8004111000001100,Tablet,Discrete,1,tablet,tablet,100,mg,,,3
0407010X0DEACA0,Numark Flu All-in-One Chesty Cough & Cold tablets,8004111000001100,Tablet,Discrete,1,tablet,tablet,250,mg,,,3
0407010X0DEADA0,Numark Max-Strength Cold and Flu capsules,4598711000001106,Capsule,Discrete,1,capsule,capsule,6.1,mg,,,3
0407010X0DEADA0,Numark Max-Strength Cold and Flu capsules,4598711000001106,Capsule,Discrete,1,capsule,capsule,25,mg,,,3
0407010X0DEADA0,Numark Max-Strength Cold and Flu capsules,4598711000001106,Capsule,Discrete,1,capsule,capsule,500,mg,,,3
040702020AAAAAA,Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,3897311000001109,Solution for injection,Discrete,1,ml,ampoule,10,mg,1,ml,2
040702020AAAAAA,Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,3897311000001109,Solution for injection,Discrete,1,ml,ampoule,50,mg,1,ml,2
040702020AAABAB,Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,3897411000001102,Solution for injection,Discrete,1,ml,ampoule,15,mg,1,ml,2
040702020AAABAB,Morphine tartrate 15mg/1ml / Cyclizine tartrate 50mg/1ml solution for injection ampoules,3897411000001102,Solution for injection,Discrete,1,ml,ampoule,50,mg,1,ml,2
040702020BBAAAA,Cyclimorph 10 solution for injection 1ml ampoules,3897311000001109,Solution for injection,Discrete,1,ml,ampoule,10,mg,1,ml,2
040702020BBAAAA,Cyclimorph 10 solution for injection 1ml ampoules,3897311000001109,Solution for injection,Discrete,1,ml,ampoule,50,mg,1,ml,2
040702020BBABAB,Cyclimorph 15 solution for injection 1ml ampoules,3897411000001102,Solution for injection,Discrete,1,ml,ampoule,15,mg,1,ml,2
040702020BBABAB,Cyclimorph 15 solution for injection 1ml ampoules,3897411000001102,Solution for injection,Discrete,1,ml,ampoule,50,mg,1,ml,2
040702040AAAAAA,Tramadol 50mg capsules,322623000,Capsule,Discrete,1,capsule,capsule,50,mg,,,1
040702040AAABAB,Tramadol 100mg/2ml solution for injection ampoules,322622005,Solution for injection,Discrete,2,ml,ampoule,50,mg,1,ml,1
040702040AAACAC,Tramadol 100mg modified-release tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040AAADAD,Tramadol 150mg modified-release tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040AAAEAE,Tramadol 200mg modified-release tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040AAAFAF,Tramadol 50mg soluble tablets sugar free,322633008,Soluble tablet,Discrete,1,tablet,tablet,50,mg,,,1
040702040AAAGAG,Tramadol 50mg modified-release capsules,322636000,Modified-release capsule,Discrete,1,capsule,capsule,50,mg,,,1
040702040AAAHAH,Tramadol 100mg modified-release capsules,322637009,Modified-release capsule,Discrete,1,capsule,capsule,100,mg,,,1
040702040AAAIAI,Tramadol 150mg modified-release capsules,322638004,Modified-release capsule,Discrete,1,capsule,capsule,150,mg,,,1
040702040AAAJAJ,Tramadol 200mg modified-release capsules,322639007,Modified-release capsule,Discrete,1,capsule,capsule,200,mg,,,1
040702040AAAKAK,Tramadol 50mg effervescent powder sachets sugar free,322645004,Effervescent powder,Discrete,1,sachet,sachet,50,mg,,,1
040702040AAALAL,Tramadol 100mg effervescent powder sachets sugar free,322646003,Effervescent powder,Discrete,1,sachet,sachet,100,mg,,,1
040702040AAAMAM,Tramadol 300mg modified-release tablets,322663004,Modified-release tablet,Discrete,1,tablet,tablet,300,mg,,,1
040702040AAANAN,Tramadol 400mg modified-release tablets,322664005,Modified-release tablet,Discrete,1,tablet,tablet,400,mg,,,1
040702040AAAPAP,Tramadol 75mg modified-release tablets,322662009,Modified-release tablet,Discrete,1,tablet,tablet,75,mg,,,1
040702040AAATAT,Tramadol 50mg orodispersible tablets sugar free,5212811000001100,Orodispersible tablet,Discrete,1,tablet,tablet,50,mg,,,1
040702040AAAUAU,Tramadol 37.5mg / Paracetamol 325mg tablets,7386811000001106,Tablet,Discrete,1,tablet,tablet,37.5,mg,,,2
040702040AAAUAU,Tramadol 37.5mg / Paracetamol 325mg tablets,7386811000001106,Tablet,Discrete,1,tablet,tablet,325,mg,,,2
040702040AAAYAY,Tramadol 50mg modified-release tablets,12037411000001103,Modified-release tablet,Discrete,1,tablet,tablet,50,mg,,,1
040702040AAAZAZ,Tramadol 50mg/5ml oral suspension,28790611000001103,Oral suspension,Continuous,,,,10,mg,1,ml,1
040702040AABABA,Tramadol 37.5mg / Paracetamol 325mg effervescent tablets sugar free,17430011000001102,Effervescent tablet,Discrete,1,tablet,tablet,37.5,mg,,,2
040702040AABABA,Tramadol 37.5mg / Paracetamol 325mg effervescent tablets sugar free,17430011000001102,Effervescent tablet,Discrete,1,tablet,tablet,325,mg,,,2
040702040AABBBB,Tramadol 100mg/ml oral drops,19200411000001106,Oral drops,Continuous,,,,100,mg,1,ml,1
040702040AABCBC,Tramadol 75mg / Paracetamol 650mg tablets,33523811000001102,Tablet,Discrete,1,tablet,tablet,75,mg,,,2
040702040AABCBC,Tramadol 75mg / Paracetamol 650mg tablets,33523811000001102,Tablet,Discrete,1,tablet,tablet,650,mg,,,2
040702040BBAAAA,Zydol 50mg capsules,322623000,Capsule,Discrete,1,capsule,capsule,50,mg,,,1
040702040BBABAB,Zydol 100mg/2ml solution for injection ampoules,322622005,Solution for injection,Discrete,2,ml,ampoule,50,mg,1,ml,1
040702040BBACAC,Zydol SR 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BBADAD,Zydol SR 150mg tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BBAEAE,Zydol SR 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BBAFAF,Zydol 50mg soluble tablets,322633008,Soluble tablet,Discrete,1,tablet,tablet,50,mg,,,1
040702040BBAGAD,Zydol XL 150mg tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BBAHAE,Zydol XL 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BBAIAM,Zydol XL 300mg tablets,322663004,Modified-release tablet,Discrete,1,tablet,tablet,300,mg,,,1
040702040BBAJAN,Zydol XL 400mg tablets,322664005,Modified-release tablet,Discrete,1,tablet,tablet,400,mg,,,1
040702040BBAKAY,Zydol SR 50mg tablets,12037411000001103,Modified-release tablet,Discrete,1,tablet,tablet,50,mg,,,1
040702040BCAAAA,Tramake 50mg capsules,322623000,Capsule,Discrete,1,capsule,capsule,50,mg,,,1
040702040BCABAK,Tramake Insts 50mg sachets,322645004,Effervescent powder,Discrete,1,sachet,sachet,50,mg,,,1
040702040BCACAL,Tramake Insts 100mg sachets,322646003,Effervescent powder,Discrete,1,sachet,sachet,100,mg,,,1
040702040BDAAAA,Zamadol 50mg capsules,322623000,Capsule,Discrete,1,capsule,capsule,50,mg,,,1
040702040BDABAG,Zamadol SR 50mg capsules,322636000,Modified-release capsule,Discrete,1,capsule,capsule,50,mg,,,1
040702040BDACAH,Zamadol SR 100mg capsules,322637009,Modified-release capsule,Discrete,1,capsule,capsule,100,mg,,,1
040702040BDADAI,Zamadol SR 150mg capsules,322638004,Modified-release capsule,Discrete,1,capsule,capsule,150,mg,,,1
040702040BDAEAJ,Zamadol SR 200mg capsules,322639007,Modified-release capsule,Discrete,1,capsule,capsule,200,mg,,,1
040702040BDAFAB,Zamadol 100mg/2ml solution for injection ampoules,322622005,Solution for injection,Discrete,2,ml,ampoule,50,mg,1,ml,1
040702040BDAGAT,Zamadol Melt 50mg tablets,5212811000001100,Orodispersible tablet,Discrete,1,tablet,tablet,50,mg,,,1
040702040BDAHAD,Zamadol 24hr 150mg modified-release tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BDAIAE,Zamadol 24hr 200mg modified-release tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BDAJAM,Zamadol 24hr 300mg modified-release tablets,322663004,Modified-release tablet,Discrete,1,tablet,tablet,300,mg,,,1
040702040BDAKAN,Zamadol 24hr 400mg modified-release tablets,322664005,Modified-release tablet,Discrete,1,tablet,tablet,400,mg,,,1
040702040BEAAAP,Dromadol SR 75mg tablets,322662009,Modified-release tablet,Discrete,1,tablet,tablet,75,mg,,,1
040702040BEABAC,Dromadol SR 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BEACAD,Dromadol SR 150mg tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BEADAE,Dromadol SR 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BEAEAD,Dromadol XL 150mg tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BEAFAE,Dromadol XL 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BEAGAM,Dromadol XL 300mg tablets,322663004,Modified-release tablet,Discrete,1,tablet,tablet,300,mg,,,1
040702040BEAHAN,Dromadol XL 400mg tablets,322664005,Modified-release tablet,Discrete,1,tablet,tablet,400,mg,,,1
040702040BFAAAU,Tramacet 37.5mg/325mg tablets,7386811000001106,Tablet,Discrete,1,tablet,tablet,37.5,mg,,,2
040702040BFAAAU,Tramacet 37.5mg/325mg tablets,7386811000001106,Tablet,Discrete,1,tablet,tablet,325,mg,,,2
040702040BFABBA,Tramacet 37.5mg/325mg effervescent tablets,17430011000001102,Effervescent tablet,Discrete,1,tablet,tablet,37.5,mg,,,2
040702040BFABBA,Tramacet 37.5mg/325mg effervescent tablets,17430011000001102,Effervescent tablet,Discrete,1,tablet,tablet,325,mg,,,2
040702040BGAAAC,Larapam SR 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BGABAI,Larapam SR 150mg tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BGACAJ,Larapam SR 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BHAAAC,Mabron 100mg modified-release tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BHABAD,Mabron 150mg modified-release tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BHACAE,Mabron 200mg modified-release tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BHADAC,Mabron 100mg modified-release tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BHAEAD,Mabron 150mg modified-release tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BHAFAE,Mabron 200mg modified-release tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BIAAAC,Tradorec XL 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BIABAE,Tradorec XL 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BIACAM,Tradorec XL 300mg tablets,322663004,Modified-release tablet,Discrete,1,tablet,tablet,300,mg,,,1
040702040BJAAAG,Tramquel SR 50mg capsules,322636000,Modified-release capsule,Discrete,1,capsule,capsule,50,mg,,,1
040702040BJABAH,Tramquel SR 100mg capsules,322637009,Modified-release capsule,Discrete,1,capsule,capsule,100,mg,,,1
040702040BJACAI,Tramquel SR 150mg capsules,322638004,Modified-release capsule,Discrete,1,capsule,capsule,150,mg,,,1
040702040BJADAJ,Tramquel SR 200mg capsules,322639007,Modified-release capsule,Discrete,1,capsule,capsule,200,mg,,,1
040702040BKAAAC,Tramulief SR 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BKABAD,Tramulief SR 150mg tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BKACAE,Tramulief SR 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BLAAAC,Zeridame SR 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BLABAD,Zeridame SR 150mg tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BLACAE,Zeridame SR 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BMAAAC,Nobligan retard 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BNAAAC,Marol 100mg modified-release tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BNABAD,Marol 150mg modified-release tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BNACAE,Marol 200mg modified-release tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BNADAE,Marol 200mg modified-release tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BNAEAD,Marol 150mg modified-release tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BNAFAC,Marol 100mg modified-release tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BPAAAG,Maxitram SR 50mg capsules,322636000,Modified-release capsule,Discrete,1,capsule,capsule,50,mg,,,1
040702040BPABAH,Maxitram SR 100mg capsules,322637009,Modified-release capsule,Discrete,1,capsule,capsule,100,mg,,,1
040702040BPACAI,Maxitram SR 150mg capsules,322638004,Modified-release capsule,Discrete,1,capsule,capsule,150,mg,,,1
040702040BPADAJ,Maxitram SR 200mg capsules,322639007,Modified-release capsule,Discrete,1,capsule,capsule,200,mg,,,1
040702040BQAAAC,Oldaram 100mg modified-release tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BQABAD,Oldaram 150mg modified-release tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BQACAE,Oldaram 200mg modified-release tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BRAAAC,Aceon 100mg modified-release tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BRABAD,Aceon 150mg modified-release tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BRACAE,Aceon 200mg modified-release tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BSAAAC,Tilodol SR 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BSABAD,Tilodol SR 150mg tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BSACAE,Tilodol SR 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BTAAAV,Invodol SR 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BTABAW,Invodol SR 150mg tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BTACAX,Invodol SR 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BUAAAC,Maneo 100mg modified-release tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BUABAD,Maneo 150mg modified-release tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BUACAE,Maneo 200mg modified-release tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BVAAAD,Zytram SR 150mg tablets,322627004,Modified-release tablet,Discrete,1,tablet,tablet,150,mg,,,1
040702040BVABAP,Zytram SR 75mg tablets,322662009,Modified-release tablet,Discrete,1,tablet,tablet,75,mg,,,1
040702040BVACAC,Zytram SR 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702040BVADAE,Zytram SR 200mg tablets,322628009,Modified-release tablet,Discrete,1,tablet,tablet,200,mg,,,1
040702040BWAAAC,Brimisol PR 100mg tablets,322626008,Modified-release tablet,Discrete,1,tablet,tablet,100,mg,,,1
040702050AAAAAA,Hydromorphone 16mg modified-release capsules,322672007,Modified-release capsule,Discrete,1,capsule,capsule,16,mg,,,1
040702050AAABAB,Hydromorphone 24mg modified-release capsules,322673002,Modified-release capsule,Discrete,1,capsule,capsule,24,mg,,,1
040702050AAACAC,Hydromorphone 8mg modified-release capsules,322671000,Modified-release capsule,Discrete,1,capsule,capsule,8,mg,,,1
040702050AAADAD,Hydromorphone 2.6mg capsules,322667003,Capsule,Discrete,1,capsule,capsule,2.6,mg,,,1
040702050AAAEAE,Hydromorphone 1.3mg capsules,322665006,Capsule,Discrete,1,capsule,capsule,1.3,mg,,,1
040702050AAAFAF,Hydromorphone 2mg modified-release capsules,322669000,Modified-release capsule,Discrete,1,capsule,capsule,2,mg,,,1
040702050AAAGAG,Hydromorphone 4mg modified-release capsules,322670004,Modified-release capsule,Discrete,1,capsule,capsule,4,mg,,,1
040702050AAAHAH,Hydromorphone 20mg/1ml solution for injection ampoules,19822311000001101,Solution for injection,Discrete,1,ml,ampoule,20,mg,1,ml,1
040702050AAAIAI,Hydromorphone 50mg/1ml solution for injection ampoules,15774711000001101,Solution for injection,Discrete,1,ml,ampoule,50,mg,1,ml,1
040702050AAAJAJ,Hydromorphone 10mg/1ml solution for injection ampoules,374815000,Solution for injection,Discrete,1,ml,ampoule,10,mg,1,ml,1
040702050AAAKAK,Hydromorphone 5mg/5ml oral solution,26453211000001104,Oral solution,Continuous,,,,1,mg,1,ml,1
040702050AAALAL,Hydromorphone 2mg/1ml solution for injection ampoules,374811009,Solution for injection,Discrete,1,ml,ampoule,2,mg,1,ml,1
040702050AAAMAM,Hydromorphone 20mg/1ml solution for injection ampoules,19822311000001101,Solution for injection,Discrete,1,ml,ampoule,20,mg,1,ml,1
040702050AAANAN,Hydromorphone 10mg/1ml solution for injection ampoules,374815000,Solution for injection,Discrete,1,ml,ampoule,10,mg,1,ml,1
040702050AAAPAP,Hydromorphone 50mg/1ml solution for injection ampoules,15774711000001101,Solution for injection,Discrete,1,ml,ampoule,50,mg,1,ml,1
040702050BBAAAE,Palladone 1.3mg capsules,322665006,Capsule,Discrete,1,capsule,capsule,1.3,mg,,,1
040702050BBABAD,Palladone 2.6mg capsules,322667003,Capsule,Discrete,1,capsule,capsule,2.6,mg,,,1
040702050BBACAF,Palladone SR 2mg capsules,322669000,Modified-release capsule,Discrete,1,capsule,capsule,2,mg,,,1
040702050BBADAG,Palladone SR 4mg capsules,322670004,Modified-release capsule,Discrete,1,capsule,capsule,4,mg,,,1
040702050BBAEAC,Palladone SR 8mg capsules,322671000,Modified-release capsule,Discrete,1,capsule,capsule,8,mg,,,1
040702050BBAFAA,Palladone SR 16mg capsules,322672007,Modified-release capsule,Discrete,1,capsule,capsule,16,mg,,,1
040702050BBAGAB,Palladone SR 24mg capsules,322673002,Modified-release capsule,Discrete,1,capsule,capsule,24,mg,,,1
040702050BBAHAL,Palladone 2mg/1ml solution for injection ampoules,374811009,Solution for injection,Discrete,1,ml,ampoule,2,mg,1,ml,1
040702050BBAIAM,Palladone 20mg/1ml solution for injection ampoules,19822311000001101,Solution for injection,Discrete,1,ml,ampoule,20,mg,1,ml,1
040702050BBAJAN,Palladone 10mg/1ml solution for injection ampoules,374815000,Solution for injection,Discrete,1,ml,ampoule,10,mg,1,ml,1
040702050BBAKAP,Palladone 50mg/1ml solution for injection ampoules,15774711000001101,Solution for injection,Discrete,1,ml,ampoule,50,mg,1,ml,1
0407020A0AAAEAE,Fentanyl 25micrograms/hour transdermal patches,333919005,Transdermal patch,Discrete,1,patch,patch,25,microgram,1,hour,1
0407020A0AAAFAF,Fentanyl 50micrograms/hour transdermal patches,333920004,Transdermal patch,Discrete,1,patch,patch,50,microgram,1,hour,1
0407020A0AAAGAG,Fentanyl 75micrograms/hour transdermal patches,333921000,Transdermal patch,Discrete,1,patch,patch,75,microgram,1,hour,1
0407020A0AAAHAH,Fentanyl 100micrograms/hour transdermal patches,333922007,Transdermal patch,Discrete,1,patch,patch,100,microgram,1,hour,1
0407020A0AAAIAI,Fentanyl 200microgram lozenges,134812008,Lozenge,Discrete,1,lozenge,lozenge,200,microgram,,,1
0407020A0AAAJAJ,Fentanyl 400microgram lozenges,134810000,Lozenge,Discrete,1,lozenge,lozenge,400,microgram,,,1
0407020A0AAAKAK,Fentanyl 600microgram lozenges,134809005,Lozenge,Discrete,1,lozenge,lozenge,600,microgram,,,1
0407020A0AAALAL,Fentanyl 800microgram lozenges,134808002,Lozenge,Discrete,1,lozenge,lozenge,800,microgram,,,1
0407020A0AAANAN,Fentanyl 1.2mg lozenges,134807007,Lozenge,Discrete,1,lozenge,lozenge,1.2,mg,,,1
0407020A0AAAPAP,Fentanyl 1.6mg lozenges,134806003,Lozenge,Discrete,1,lozenge,lozenge,1.6,mg,,,1
0407020A0AAAUAU,Fentanyl 12micrograms/hour transdermal patches,9752311000001101,Transdermal patch,Discrete,1,patch,patch,12,microgram,1,hour,1
0407020A0AAAWAW,Fentanyl 100microgram sublingual tablets sugar free,14951911000001104,Sublingual tablet,Discrete,1,tablet,tablet,100,microgram,,,1
0407020A0AAAXAX,Fentanyl 200microgram sublingual tablets sugar free,14952011000001106,Sublingual tablet,Discrete,1,tablet,tablet,200,microgram,,,1
0407020A0AAAYAY,Fentanyl 300microgram sublingual tablets sugar free,14952111000001107,Sublingual tablet,Discrete,1,tablet,tablet,300,microgram,,,1
0407020A0AAAZAZ,Fentanyl 400microgram sublingual tablets sugar free,14952211000001101,Sublingual tablet,Discrete,1,tablet,tablet,400,microgram,,,1
0407020A0AABABA,Fentanyl 600microgram sublingual tablets sugar free,14952311000001109,Sublingual tablet,Discrete,1,tablet,tablet,600,microgram,,,1
0407020A0AABBBB,Fentanyl 800microgram sublingual tablets sugar free,14952411000001102,Sublingual tablet,Discrete,1,tablet,tablet,800,microgram,,,1
0407020A0AABCBC,Fentanyl 100microgram buccal tablets sugar free,14973311000001101,Buccal tablet,Discrete,1,tablet,tablet,100,microgram,,,1
0407020A0AABDBD,Fentanyl 200microgram buccal tablets sugar free,14973411000001108,Buccal tablet,Discrete,1,tablet,tablet,200,microgram,,,1
0407020A0AABEBE,Fentanyl 400microgram buccal tablets sugar free,14973511000001107,Buccal tablet,Discrete,1,tablet,tablet,400,microgram,,,1
0407020A0AABFBF,Fentanyl 600microgram buccal tablets sugar free,14973611000001106,Buccal tablet,Discrete,1,tablet,tablet,600,microgram,,,1
0407020A0AABGBG,Fentanyl 800microgram buccal tablets sugar free,14973711000001102,Buccal tablet,Discrete,1,tablet,tablet,800,microgram,,,1
0407020A0AABHBH,Fentanyl 50micrograms/dose nasal spray,16037811000001102,Spray,Discrete,1,dose,dose,50,microgram,1,dose,1
0407020A0AABJBJ,Fentanyl 100micrograms/dose nasal spray,16037611000001101,Spray,Discrete,1,dose,dose,100,microgram,1,dose,1
0407020A0AABLBL,Fentanyl 200micrograms/dose nasal spray,16037711000001105,Spray,Discrete,1,dose,dose,200,microgram,1,dose,1
0407020A0AABPBP,Fentanyl 400micrograms/dose nasal spray,17674111000001105,Spray,Discrete,1,dose,dose,400,microgram,1,dose,1
0407020A0AABTBT,Fentanyl 200microgram buccal films sugar free,23560111000001105,Buccal film,Discrete,1,film,film,200,microgram,,,1
0407020A0AABUBU,Fentanyl 400microgram buccal films sugar free,23560211000001104,Buccal film,Discrete,1,film,film,400,microgram,,,1
0407020A0AABVBV,Fentanyl 800microgram buccal films sugar free,23560311000001107,Buccal film,Discrete,1,film,film,800,microgram,,,1
0407020A0AABWBW,Fentanyl 37.5microgram/hour transdermal patches,23707711000001107,Transdermal patch,Discrete,1,patch,patch,37.5,microgram,1,hour,1
