,bnf_name,bnf_code,form_route
271,Fluticasone/Salmeterol_Inh 100/50mcg 60D,0302000N0AAAXAX,powderinhalation.inhalation
272,Qvar 100_Inha 100mcg (200 D),0302000C0BJABBF,pressurizedinhalation.inhalation
273,Fluticasone/Vilanterol_Inha 184/22mcg30D,0302000V0AAAAAA,powderinhalation.inhalation
274,Beclomet Diprop/Formoterol_Inh100/6(120D,0302000C0AABXBX,pressurizedinhalation.inhalation
275,Fluticasone Prop_Pdr Inh 500mcg Disk+Dev,0302000N0AAAPAP,powderinhalation.inhalation
276,Beclometasone 200 Cyclocaps_Cap 200mcg,0302000C0BMABAF,powderinhalation.inhalation
277,Flixotide_Evohaler 250mcg (120 D),0302000N0BBAZBC,pressurizedinhalation.inhalation
278,Bricanyl_Inha 250mcg (400 D) + Spac,0301011V0BBAFAF,pressurizedinhalation.inhalation
279,Sod Cromoglicate_Inha B/A 5mg (112 D),0303010Q0AAAHAH,pressurizedinhalation.inhalation
280,Spiriva_Pdr For Inh Cap 18mcg+HandiHaler,0301020Q0BBAAAA,powderinhalation.inhalation
281,Fluticasone/Salmeterol_Inh 500/50mcg 60D,0302000N0AAAZAZ,powderinhalation.inhalation
282,Ipratrop Brom_Inha 20mcg (200 D) CFF,0301020I0AAANAN,pressurizedinhalation.inhalation
283,Beclomet Diprop/Formoterol_Inh200/6(120D,0302000C0AABZBZ,pressurizedinhalation.inhalation
284,Pulvinal Beclomet_Inha 400mcg (100 D),0302000C0BLACBP,powderinhalation.inhalation
285,Becodisks_Disk 200mcg & Diskhaler,0302000C0BHACAH,powderinhalation.inhalation
286,Clenil Modulite_Inha 100mcg (200D),0302000C0BPABBF,pressurizedinhalation.inhalation
287,Ventolin_Evohaler 100mcg (200 D),0301011R0BEAIAP,pressurizedinhalation.inhalation
288,Airomir_Autohaler 100mcg (200 D) CFF,0301011R0BMABBU,pressurizedinhalation.inhalation
289,Serevent_Disk 50mcg + Diskhaler,0301011U0BBAAAA,powderinhalation.inhalation
290,Salmeterol_Pdr For Inh 50mcg Disk + Dev,0301011U0AAAAAA,powderinhalation.inhalation
291,Sod Cromoglicate_Inha 5mg (112 D),0303010Q0AAABAB,pressurizedinhalation.inhalation
292,Pulmicort_Inha 100mcg (120 D) CFF,0302000K0BBAMAZ,pressurizedinhalation.inhalation
293,Fluticasone/Salmeterol_Inh 125/25mcg120D,0302000N0AABFBF,pressurizedinhalation.inhalation
294,Umeclidinium/Vilanterol_Inha 65/22mcg30D,0301040W0AAAAAA,powderinhalation.inhalation
295,Beclomet Diprop_Inha 100mcg (200D),0302000C0AAABAB,pressurizedinhalation.inhalation
296,Asmasal Clickhaler_D/P Inh 95mcg (200 D),0301011R0BJABAF,powderinhalation.inhalation
297,Beclomet Diprop_Inha 50mcg (200D),0302000C0AAAAAA,pressurizedinhalation.inhalation
298,Beclazone 250_Inha 250mcg (200 D),0302000C0BFACAC,pressurizedinhalation.inhalation
299,Beclomet Diprop_Pdr For Inh Cap 100mcg,0302000C0AAAEAE,powderinhalation.inhalation
300,Budesonide_Pdr For Inh 200mcg (100 D),0302000K0AAAGAG,powderinhalation.inhalation
301,Formoterol Easyhaler_12mcg (120 D),0301011E0BEAAAE,powderinhalation.inhalation
302,Salbutamol/Ipratropium_Inh 100/20 (200D),0301040R0AAAAAA,pressurizedinhalation.inhalation
303,Ventolin_Evohaler 100mcg (200 D),0301011R0BEAIAP,pressurizedinhalation.inhalation
304,Beclomet Diprop_Inha 100mcg (200 D) CFF,0302000C0AABFBF,pressurizedinhalation.inhalation
305,Fluticasone/Salmeterol_Inh 250/50mcg 60D,0302000N0AAAYAY,powderinhalation.inhalation
306,Budesonide/Formoterol Inh B/A 200/6(120D,0302000K0AAAMAM,powderinhalation.inhalation
307,Asmanex Twisthaler_D/P Inh 200mcg (30 D),0302000R0BBAAAA,powderinhalation.inhalation
308,Salmeterol_Pdr For Inh 50mcg + Ref,0301011U0AAABAB,powderinhalation.inhalation
309,Budesonide_Inha 200mcg (200 D),0302000K0AAADAD,pressurizedinhalation.inhalation
310,Ventodisks_Disk 200mcg & Diskhaler,0301011R0BLAAAI,powderinhalation.inhalation
311,Aerobec 100_Autohaler (200 D),0302000C0BEACAT,pressurizedinhalation.inhalation
312,Flixotide_Disk 500mcg Ref,0302000N0BBAQAQ,powderinhalation.inhalation
313,Clenil Modulite_Inha 200mcg (200D),0302000C0BPACBV,pressurizedinhalation.inhalation
314,Qvar 50_Autohaler 50mcg (200 D),0302000C0BJACBG,pressurizedinhalation.inhalation
315,Beclomet Diprop_Inha 250mcg (200 D) CFF,0302000C0AABWBW,pressurizedinhalation.inhalation
316,Beclomet Diprop_Inha 250mcg (200D),0302000C0AAACAC,pressurizedinhalation.inhalation
317,Soltel_Inha 25mcg (120D) CFF,0301011U0BGAAAH,pressurizedinhalation.inhalation
318,Fenoterol/Ipratrop_Inha 100/40mcg(200 D),0301040M0AAAAAA,pressurizedinhalation.inhalation
319,Budesonide_Inha 200mcg (200 D),0302000K0AAADAD,pressurizedinhalation.inhalation
320,Fostair NEXThaler_Inh 100mcg/6mcg (120D),0302000C0BRAABY,powderinhalation.inhalation
321,Nedocromil Sod_Inha 2mg (112 D) CFF,0303010J0AAADAD,pressurizedinhalation.inhalation
322,Salbutamol 400 Cyclocaps_Cap 400mcg,0301011R0BPADAW,powderinhalation.inhalation
323,Salbutamol 200 Cyclocaps_Cap 200mcg,0301011R0BPACAV,powderinhalation.inhalation
324,Ultibro Breezhaler_Pdr Inh Cap + Dev,0301040Y0BBAAAA,powderinhalation.inhalation
325,Qvar 100 E-Breathe_Inha 100mcg (200 D),0302000C0BJAFBH,pressurizedinhalation.inhalation
326,Salbutamol_Inha B/A 100mcg (200 D),0301011R0AAADAD,pressurizedinhalation.inhalation
327,Fluticasone/Formoterol_Inh 125/5mcg 120D,0302000N0AABJBJ,pressurizedinhalation.inhalation
328,Indacaterol Mal_Pdr Inh Cap 300mcg + Dev,0301011X0AAABAB,powderinhalation.inhalation
329,Salbutamol_Pdr For Inh 95mcg (200 D),0301011R0AAAFAF,powderinhalation.inhalation
330,Asmabec Clickhaler_D/P Inh 100mcg(200 D),0302000C0BIAEBJ,powderinhalation.inhalation
331,Intal_Fisonair 5mg (112 D) Inha + Spac,0303010Q0BBAJAL,pressurizedinhalation.inhalation
332,Salmeterol_Inha 25mcg (120 D),0301011U0AAACAC,pressurizedinhalation.inhalation
333,Easyhaler_Salbutamol Sulph 100mcg (200D),0301011R0BWAABZ,powderinhalation.inhalation
334,Salmeterol_Inha 25mcg (120 D) CFF,0301011U0AAAHAH,pressurizedinhalation.inhalation
335,Eklira_Inh 322mcg (60D) (Genuair),0301020R0BBAAAA,powderinhalation.inhalation
336,Salbutamol_Pdr For Inh 95mcg (200 D),0301011R0AAAFAF,powderinhalation.inhalation
337,Olodaterol_Inha 2.5mcg (60D) CFF + Dev,0301011Z0AAAAAA,pressurizedinhalation.inhalation
338,Filair 100_Inha 100mcg (200 D),0302000C0BGABAB,pressurizedinhalation.inhalation
339,AirFluSal_Inh 125mcg/25mcg (120D),0302000N0BGABBF,pressurizedinhalation.inhalation
340,Mannitol_Pdr Inh Cap 40mg + 2 Dev,0307000R0AAAAAA,powderinhalation.inhalation
341,Becodisks_Disk 100mcg & Diskhaler,0302000C0BHAAAG,powderinhalation.inhalation
342,Salamol E-Breathe_Inh 100mcg (200 D) CFF,0301011R0BIAGBU,pressurizedinhalation.inhalation
343,Airomir_Autohaler 100mcg (200 D) CFF,0301011R0BMABBU,pressurizedinhalation.inhalation
344,Tiotropium_Inha 2.5mcg (60D) CFF + Dev,0301020Q0AAACAC,pressurizedinhalation.inhalation
345,Atrovent_Inha 20mcg (200 D) CFF,0301020I0BBAJAN,pressurizedinhalation.inhalation
346,Fluticasone Prop_Pdr For Inh 250mcg(60D),0302000N0AAATAT,powderinhalation.inhalation
347,Flixotide_Evohaler 125mcg (120 D),0302000N0BBAXBA,pressurizedinhalation.inhalation
348,Easyhaler_Beclomet 200mcg (200 D),0302000C0BNAABU,powderinhalation.inhalation
349,Easyhaler_Budesonide 400mcg (100 D),0302000K0BGACAY,powderinhalation.inhalation
350,Budesonide/Formoterol_InhaB/A 100/6(120D,0302000K0AAALAL,powderinhalation.inhalation
351,Fluticasone/Salmeterol_Inh 50/25mcg 120D,0302000N0AABEBE,pressurizedinhalation.inhalation
352,Formoterol Fumar_Pdr Inh Cap 12mcg +Dev,0301011E0AAAAAA,powderinhalation.inhalation
353,Vertine_Inha 25mcg (120 D) CFF,0301011U0BFAAAH,pressurizedinhalation.inhalation
354,Ipratrop Brom_Inha 20mcg (200 D),0301020I0AAAAAA,pressurizedinhalation.inhalation
355,Beclomet Diprop_Inha B/A 400mcg (100 D),0302000C0AABSBS,powderinhalation.inhalation
356,Beclomet Diprop_Pdr Inh 200mcg Disk Ref,0302000C0AAAKAK,powderinhalation.inhalation
357,Beclomet Diprop_Pdr For Inh 250mcg(100 D,0302000C0AABKBK,powderinhalation.inhalation
358,Tiotropium_Pdr For Inh Cap 18mcg,0301020Q0AAABAB,powderinhalation.inhalation
359,Airomir_Inha 100mcg (200 D),0301011R0BMAAAP,pressurizedinhalation.inhalation
360,Soltel_Inha 25mcg (120D) CFF,0301011U0BGAAAH,pressurizedinhalation.inhalation
361,Fluticasone Prop_Pdr Inh 50mcg Disk Ref,0302000N0AAABAB,powderinhalation.inhalation
362,Clenil Modulite_Inha 250mcg (200D),0302000C0BPADBW,pressurizedinhalation.inhalation
363,Spiriva_Pdr For Inh Cap 18mcg,0301020Q0BBABAB,powderinhalation.inhalation
364,Beclomet Diprop_Pdr For Inh 200mcg(200 D,0302000C0AABUBU,powderinhalation.inhalation
365,Pulvinal Beclomet_Inha 100mcg (100 D),0302000C0BLABBN,powderinhalation.inhalation
366,Salmeterol_Pdr For Inh 50mcg Disk + Dev,0301011U0AAAAAA,powderinhalation.inhalation
367,Easyhaler_Salbutamol Sulf 100mcg (200D),0301011R0BWAABZ,powderinhalation.inhalation
368,Easyhaler_Budesonide 200mcg (200 D),0302000K0BGABAX,powderinhalation.inhalation
369,Flixotide_Accuhaler 100mcg (60 D),0302000N0BBASAS,powderinhalation.inhalation
370,Beclomet Diprop_Inha 50mcg (200 D) CFF,0302000C0AABEBE,pressurizedinhalation.inhalation
371,Tilade_Inha 2mg (112 D) CFF,0303010J0BBAFAD,pressurizedinhalation.inhalation
372,Becloforte_Inha 250mcg (200 D),0302000C0BBAAAC,pressurizedinhalation.inhalation
373,Beclometasone 400 Cyclocaps_Cap 400mcg,0302000C0BMACAI,powderinhalation.inhalation
374,Pulvinal Beclomet_Inha 400mcg (100 D),0302000C0BLACBP,powderinhalation.inhalation
375,Budesonide_Pdr For Inh Cap 200mcg,0302000K0AAARAR,powderinhalation.inhalation
376,Beclomet Diprop_Inha B/A 100mcg (200 D),0302000C0AAATAT,pressurizedinhalation.inhalation
377,Beclazone 50_Inha 50mcg (200 D),0302000C0BFAAAA,pressurizedinhalation.inhalation
378,Becotide 200_Inha 200mcg (200 D),0302000C0BCAQAR,pressurizedinhalation.inhalation
379,Budesonide_Inha 50mcg (200 D),0302000K0AAAAAA,pressurizedinhalation.inhalation
380,Seebri_Breezhaler Inh Cap 55mcg + Dev,0301020S0BBAAAA,powderinhalation.inhalation
381,Beclomet/Formoterol_Inh 100/6 (120D) Dry,0302000C0AABYBY,powderinhalation.inhalation
382,Budesonide_Pdr For Inh 200mcg (100D)+Dev,0302000K0AAAVAV,powderinhalation.inhalation
383,AirFluSal Forspiro_Inh 500/50mcg (60D),0302000N0BGAAAZ,powderinhalation.inhalation
384,Beclomet Diprop_Pdr For Inh 100mcg(200 D,0302000C0AABJBJ,powderinhalation.inhalation
385,Intal_Inha 5mg (112 D) CFF,0303010Q0BBALAN,pressurizedinhalation.inhalation
386,Neovent_Inha 25mcg (120 D) CFF,0301011U0BEAAAH,pressurizedinhalation.inhalation
387,Beclomet Diprop_Pdr Inh 400mcg Disk+Dev,0302000C0AAAJAJ,powderinhalation.inhalation
388,Pulmicort L.S._Inha 50mcg (200 D),0302000K0BBAEAA,pressurizedinhalation.inhalation
389,Umeclidinium Brom_Inha 65mcg/22mcg (30D),0301040W0AAAAAA,powderinhalation.inhalation
390,Ipratrop Brom_Inha B/A 20mcg (200 D),0301020I0AAAGAG,pressurizedinhalation.inhalation
391,Budesonide_Inha 200mcg (200 D) + Dev,0302000K0AAATAT,pressurizedinhalation.inhalation
392,Aerolin_Autohaler 100mcg (200 D),0301011R0BKADAD,pressurizedinhalation.inhalation
393,Indacaterol/Glycopy_Pdr Inh Cap 85/54mcg,0301040Y0AAAAAA,powderinhalation.inhalation
394,DuoResp Spiromax_Inh 320mcg/9mcg (60 D),0302000K0BHABAU,powderinhalation.inhalation
395,Budesonide_Pdr For Inh 400mcg (50 D),0302000K0AAAHAH,powderinhalation.inhalation
396,Atimos Modulite_Inh 12mcg (100D),0301011E0BDAAAD,pressurizedinhalation.inhalation
397,Alvesco 160_Inh 160mcg (60 D) CFF,0302000U0BBACAC,pressurizedinhalation.inhalation
398,Atrovent_Inha 20mcg (200 D),0301020I0BBAAAA,pressurizedinhalation.inhalation
399,Budesonide_Pdr For Inh 400mcg (50 D),0302000K0AAAHAH,powderinhalation.inhalation
400,Flutiform_Inha 50/5mcg (120 D),0302000N0BDACBL,pressurizedinhalation.inhalation
401,Beclazone 250 E-Breathe_Inha 250mcg(200D,0302000C0BFAFAU,pressurizedinhalation.inhalation
402,Tilade_Mint Syncroner Inha 2mg (112 D),0303010J0BBAEAC,pressurizedinhalation.inhalation
403,Pulmicort_Inha 200mcg (120 D) CFF,0302000K0BBANBA,pressurizedinhalation.inhalation
404,Clenil Modulite_Inha 50mcg (200D),0302000C0BPAABE,pressurizedinhalation.inhalation
405,Beclomet Diprop_Inha 200mcg (200 D) CFF,0302000C0AABVBV,pressurizedinhalation.inhalation
406,Qvar 100_Autohaler 100mcg (200 D),0302000C0BJADBH,pressurizedinhalation.inhalation
407,Serevent_Evohaler 25mcg (120 D),0301011U0BBAFAH,pressurizedinhalation.inhalation
408,Asmanex Twisthaler_D/P Inh 400mcg (30 D),0302000R0BBACAC,powderinhalation.inhalation
409,Ventolin_R/Cap 400mcg,0301011R0BEAQAW,powderinhalation.inhalation
410,Beclomet Diprop_Pdr For Inh Cap 400mcg,0302000C0AAAIAI,powderinhalation.inhalation
411,Ipratrop Brom_Inha 20mcg (200 D) CFF,0301020I0AAANAN,pressurizedinhalation.inhalation
412,Sereflo_Inh 250mcg/25mcg (120D),0302000N0BIABBG,pressurizedinhalation.inhalation
413,Ventodisks_Disk 400mcg Ref,0301011R0BLADAL,powderinhalation.inhalation
414,Pulmicort_Inha 200mcg (200D)+NebuChamber,0302000K0BBALAT,pressurizedinhalation.inhalation
415,Sod Cromoglicate_Inha 5mg (112 D),0303010Q0AAABAB,pressurizedinhalation.inhalation
416,Symbicort_Turbohaler 200mcg/6mcg (120 D),0302000K0BDABAM,powderinhalation.inhalation
417,Ultibro Breezhaler_Pdr Inh Cap + Dev,0301040Y0BBAAAA,powderinhalation.inhalation
418,Flixotide_Accuhaler 50mcg (60 D),0302000N0BBARAR,powderinhalation.inhalation
419,Salbutamol_Pdr For Inh 200mcg (100 D),0301011R0AABYBY,powderinhalation.inhalation
420,Ventide_Inha (200 D),0302000C0BDAAAN,pressurizedinhalation.inhalation
421,Salbutamol_Pdr For Inh Cap 400mcg,0301011R0AAAWAW,powderinhalation.inhalation
422,Qvar 50 E-Breathe_Inha 50mcg (200 D),0302000C0BJAEBG,pressurizedinhalation.inhalation
423,Flixotide_Accuhaler 250mcg (60 D),0302000N0BBATAT,powderinhalation.inhalation
424,Budesonide/Formoterol_InhaB/A 400/12(60D,0302000K0AAAUAU,powderinhalation.inhalation
425,Fluticasone Prop_Inha 25mcg (120 D),0302000N0AAAGAG,pressurizedinhalation.inhalation
426,Salamol_Inha 100mcg (200 D) CFF (Arrow),0301011R0BIAHAP,pressurizedinhalation.inhalation
427,Fostair_Inh 100mcg/6mcg (120D) CFF,0302000C0BQAABX,pressurizedinhalation.inhalation
428,Airomir_Inha 100mcg (200 D),0301011R0BMAAAP,pressurizedinhalation.inhalation
429,Salamol_Inha 100mcg (200 D) CFF (Arrow),0301011R0BIAHAP,pressurizedinhalation.inhalation
430,Onbrez Breezhaler_Pdr Inh Cap 150mcg+Dev,0301011X0BBAAAA,powderinhalation.inhalation
431,Fostair_Inh 100mcg/6mcg (120D) CFF,0302000C0BQAABX,pressurizedinhalation.inhalation
432,Beclomet Diprop_Inha 100mcg (200 D) CFF,0302000C0AABFBF,pressurizedinhalation.inhalation
433,Becotide_R/Cap 400mcg,0302000C0BCAGAI,powderinhalation.inhalation
434,Ventodisks_Disk 200mcg Ref,0301011R0BLABAK,powderinhalation.inhalation
435,Seretide 100_Accuhaler 100mcg/50mcg(60D),0302000N0BCAAAX,powderinhalation.inhalation
436,Atrovent Aerocaps_Cap 40mcg Ref,0301020I0BBAIAI,powderinhalation.inhalation
437,Salmeterol_Pdr For Inh 50mcg (60 D),0301011U0AAAEAE,powderinhalation.inhalation
438,Clenil Modulite_Inha 250mcg (200D),0302000C0BPADBW,pressurizedinhalation.inhalation
439,Ventolin_Accuhaler 200mcg (60 D),0301011R0BEAHAQ,powderinhalation.inhalation
440,Ipratrop Brom_Inha 40mcg (200 D),0301020I0AAADAD,pressurizedinhalation.inhalation
441,Nedocromil Sod_Inha 2mg (112 D) + Spac,0303010J0AAACAC,pressurizedinhalation.inhalation
442,Tilade_Mint Inha 2mg (56 D),0303010J0BBADAB,pressurizedinhalation.inhalation
443,Symbicort_Turbohaler 100mcg/6mcg (120 D),0302000K0BDAAAL,powderinhalation.inhalation
444,Aclid/Formot_PdrFor Inh 396/11.8mcg(60D),0301040V0AAAAAA,powderinhalation.inhalation
445,Onbrez Breezhaler_Pdr Inh Cap 300mcg+Dev,0301011X0BBABAB,powderinhalation.inhalation
446,Beclomet/Formoterol_Inh 200/6 (120D) Dry,0302000C0AACACA,powderinhalation.inhalation
447,Flutiform_Inha 50/5mcg (120 D),0302000N0BDACBL,pressurizedinhalation.inhalation
448,Flixotide_Disk 250mcg & Diskhaler,0302000N0BBAEAE,powderinhalation.inhalation
449,Ipratrop Brom_Cap 40mcg,0301020I0AAAIAI,powderinhalation.inhalation
450,Alvesco 160_Inh 160mcg (60 D) CFF,0302000U0BBACAC,pressurizedinhalation.inhalation
451,Umeclidinium Brom_Inh 65mcg (30D),0301020T0AAAAAA,powderinhalation.inhalation
452,Salbutamol_Pdr For Inh 200mcg Disk + Dev,0301011R0AAAIAI,powderinhalation.inhalation
453,Beclazone 250_Inha 250mcg (200 D),0302000C0BFACAC,pressurizedinhalation.inhalation
454,Aclidinium Brom_Pdr For Inh 375mcg (60D),0301020R0AAAAAA,powderinhalation.inhalation
455,Qvar 50 E-Breathe_Inha 50mcg (200 D),0302000C0BJAEBG,pressurizedinhalation.inhalation
456,Beclomet Diprop_Inha 50mcg (200 D) CFF,0302000C0AABEBE,pressurizedinhalation.inhalation
457,Formoterol Fumar_Pdr For Inh 6mcg (60 D),0301011E0AAABAB,powderinhalation.inhalation
458,Oxis 6_Turbohaler 6mcg (60 D),0301011E0BCAAAB,powderinhalation.inhalation
459,Becodisks_Disk 200mcg Ref,0302000C0BHADAK,powderinhalation.inhalation
460,Becodisks_Disk 100mcg Ref,0302000C0BHABAL,powderinhalation.inhalation
461,Beclomet Diprop_Pdr Inh 100mcg Disk+Dev,0302000C0AAAGAG,powderinhalation.inhalation
462,Umeclidinium Brom_Inh 65mcg (30D),0301020T0AAAAAA,powderinhalation.inhalation
463,Salbutamol_Inha B/A 100mcg (200 D) CFF,0301011R0AABUBU,pressurizedinhalation.inhalation
464,Relvar Ellipta_Inha 92mcg/22mcg (30 D),0302000V0BBABAB,powderinhalation.inhalation
465,Sod Cromoglicate_Inha 5mg (112D) CFF,0303010Q0AAANAN,pressurizedinhalation.inhalation
466,Flutiform_Inha 125/5mcg (120 D),0302000N0BDAABJ,pressurizedinhalation.inhalation
467,Becloforte_Disk 400mcg Ref,0302000C0BBADAQ,powderinhalation.inhalation
468,Trimbow_Inh 87mcg/5mcg/9mcg (120 D),0301011ABBBAAA0,pressurizedinhalation.inhalation
469,Relvar Ellipta_Inha 184mcg/22mcg (30 D),0302000V0BBAAAA,powderinhalation.inhalation
470,Easyhaler_Budesonide 100mcg (200 D),0302000K0BGAAAK,powderinhalation.inhalation
471,Budelin Novolizer_Inh 200mcg (100 D),0302000K0BFAAAV,powderinhalation.inhalation
472,Easyhaler_Budesonide 400mcg (100 D),0302000K0BGACAY,powderinhalation.inhalation
473,Becodisks_Disk 100mcg & Diskhaler,0302000C0BHAAAG,powderinhalation.inhalation
474,Terbut Sulf_Inha 250mcg (400 D),0301011V0AAAAAA,pressurizedinhalation.inhalation
475,Salbutamol_Pdr For Inh 400mcg Disk Ref,0301011R0AAALAL,powderinhalation.inhalation
476,Pulvinal Beclomet_Inha 200mcg (100 D),0302000C0BLAABM,powderinhalation.inhalation
477,Inhalvent_Inha 20mcg (200D),0301020I0BIAAAN,pressurizedinhalation.inhalation
478,Budesonide_Pdr For Inh 100mcg (200 D),0302000K0AAAKAK,powderinhalation.inhalation
479,Salmeterol_Inha 25mcg (120 D) CFF,0301011U0AAAHAH,pressurizedinhalation.inhalation
480,Ciclesonide_Inh 80mcg (120 D) CFF,0302000U0AAAAAA,pressurizedinhalation.inhalation
481,Alvesco 80_Inh 80mcg (120 D) CFF,0302000U0BBAAAA,pressurizedinhalation.inhalation
482,Pulvinal Beclomet_Inha 200mcg (100 D),0302000C0BLAABM,powderinhalation.inhalation
483,Becodisks_Disk 400mcg & Diskhaler,0302000C0BHAEAJ,powderinhalation.inhalation
484,Sereflo_Inh 125mcg/25mcg (120D),0302000N0BIAABF,pressurizedinhalation.inhalation
485,Flixotide_Disk 50mcg Ref,0302000N0BBABAB,powderinhalation.inhalation
486,Budesonide_Inha 200mcg (120 D) CFF,0302000K0AABABA,pressurizedinhalation.inhalation
487,Intal_Spincap 20mg,0303010Q0BBACAD,powderinhalation.inhalation
