bnf_name,bnf_code,form_route
Ventodisks_Disk 400mcg Ref              ,0301011R0BLADAL,powderinhalation.inhalation
Salbutamol_Pdr For Inh 200mcg Disk Ref  ,0301011R0AAAKAK,powderinhalation.inhalation
Clenil Modulite_Inha 50mcg (200D)       ,0302000C0BPAABE,pressurizedinhalation.inhalation
Tiotropium/Olodaterol_Inha2.5/2.5mcg 60D,0301040X0AAAAAA,pressurizedinhalation.inhalation
Ventodisks_Disk 400mcg & Diskhaler      ,0301011R0BLACAJ,powderinhalation.inhalation
Asmabec Clickhaler_D/P Inh 50mcg (200 D),0302000C0BIADBI,powderinhalation.inhalation
Budesonide_Pdr For Inh 400mcg (50 D),0302000K0AAAHAH,powderinhalation.inhalation
Aerolin_Autohaler 100mcg (200 D)        ,0301011R0BKADAD,pressurizedinhalation.inhalation
Becodisks_Disk 200mcg Ref,0302000C0BHADAK,powderinhalation.inhalation
Beclazone 200_Inha 200mcg (200 D),0302000C0BFAGAR,pressurizedinhalation.inhalation
Fluticasone/Salmeterol_Inh 500/50mcg 60D,0302000N0AAAZAZ,powderinhalation.inhalation
Seretide 500_Accuhaler 500mcg/50mcg(60D),0302000N0BCACAZ,powderinhalation.inhalation
Salbutamol_Pdr For Inh 95mcg (200 D),0301011R0AAAFAF,powderinhalation.inhalation
Beclomet Diprop_Inha 200mcg (200D),0302000C0AAARAR,pressurizedinhalation.inhalation
Pulvinal Beclomet_Inha 200mcg (100 D),0302000C0BLAABM,powderinhalation.inhalation
Sod Cromoglicate_Inha 5mg (112 D),0303010Q0AAABAB,pressurizedinhalation.inhalation
Aclidinium Brom_Pdr For Inh 375mcg (60D),0301020R0AAAAAA,powderinhalation.inhalation
Alvesco 160_Inh 160mcg (60 D) CFF       ,0302000U0BBACAC,pressurizedinhalation.inhalation
Ventolin_R/Cap 400mcg                   ,0301011R0BEAQAW,powderinhalation.inhalation
Pulmicort L.S._Inha 50mcg (200 D)       ,0302000K0BBAEAA,pressurizedinhalation.inhalation
Beclazone 250_Inha 250mcg (200 D)       ,0302000C0BFACAC,pressurizedinhalation.inhalation
Beclomet Diprop_Inha B/A 100mcg (200 D),0302000C0AAATAT,pressurizedinhalation.inhalation
Fluticasone Prop_Pdr Inh 50mcg Disk Ref ,0302000N0AAABAB,powderinhalation.inhalation
Budesonide/Formoterol_Inha200/6(120D)CFF,0302000K0AABBBB,pressurizedinhalation.inhalation
Aloflute_Inh 125mcg/25mcg (120D),0302000N0BJAABF,pressurizedinhalation.inhalation
Ciclesonide_Inh 160mcg (120 D) CFF      ,0302000U0AAABAB,pressurizedinhalation.inhalation
Salbutamol_Pdr For Inh 100mcg (200 D)   ,0301011R0AABZBZ,powderinhalation.inhalation
Budelin Novolizer_Inh 200mcg (100 D)    ,0302000K0BFAAAV,powderinhalation.inhalation
Salbutamol_Pdr For Inh 95mcg (200 D)    ,0301011R0AAAFAF,powderinhalation.inhalation
Asmanex Twisthaler_D/P Inh 200mcg (30 D),0302000R0BBAAAA,powderinhalation.inhalation
Ventodisks_Disk 200mcg & Diskhaler      ,0301011R0BLAAAI,powderinhalation.inhalation
Fluticasone Prop_Pdr Inh 100mcg Disk Ref,0302000N0AAADAD,powderinhalation.inhalation
Beclazone 50 E-Breathe_Inha 50mcg(200 D),0302000C0BFADAS,pressurizedinhalation.inhalation
AirFluSal Forspiro_Inh 500/50mcg (60D),0302000N0BGAAAZ,powderinhalation.inhalation
Airomir_Inha 100mcg (200 D),0301011R0BMAAAP,pressurizedinhalation.inhalation
Salbutamol_Pdr For Inh 200mcg Disk + Dev,0301011R0AAAIAI,powderinhalation.inhalation
Salbutamol_Pdr For Inh 200mcg (100 D),0301011R0AABYBY,powderinhalation.inhalation
Atrovent_Autohaler 20mcg (200 D),0301020I0BBAGAG,pressurizedinhalation.inhalation
Budesonide_Pdr For Inh 200mcg (100 D)   ,0302000K0AAAGAG,powderinhalation.inhalation
Fluticasone/Vilanterol_Inha 184/22mcg30D,0302000V0AAAAAA,powderinhalation.inhalation
Seretide 100_Accuhaler 100mcg/50mcg(60D),0302000N0BCAAAX,powderinhalation.inhalation
Budesonide_Pdr For Inh 400mcg (50 D)    ,0302000K0AAAHAH,powderinhalation.inhalation
AirFluSal Forspiro_Inh 500/50mcg (60D)  ,0302000N0BGAAAZ,powderinhalation.inhalation
Beclomet Diprop_Inha B/A 50mcg (200 D)  ,0302000C0AAASAS,pressurizedinhalation.inhalation
Atimos Modulite_Inh 12mcg (100D),0301011E0BDAAAD,pressurizedinhalation.inhalation
Tilade_Inha 2mg (112 D) CFF,0303010J0BBAFAD,pressurizedinhalation.inhalation
Alvesco 160_Inh 160mcg (60 D) CFF,0302000U0BBACAC,pressurizedinhalation.inhalation
Neovent_Inha 25mcg (120 D) CFF,0301011U0BEAAAH,pressurizedinhalation.inhalation
Sod Cromoglicate_Inha 5mg (112 D)       ,0303010Q0AAABAB,pressurizedinhalation.inhalation
Sirdupla_Inh 125mcg/25mcg (120D)        ,0302000N0BFAABF,pressurizedinhalation.inhalation
Easyhaler_Budesonide 200mcg (200 D)     ,0302000K0BGABAX,powderinhalation.inhalation
Beclomet Diprop_Inha 50mcg (200D)       ,0302000C0AAAAAA,pressurizedinhalation.inhalation
Ipratrop Brom_Inha 20mcg (200 D)        ,0301020I0AAAAAA,pressurizedinhalation.inhalation
Aerobec Fte 250_Autohaler (200 D)       ,0302000C0BEABAU,pressurizedinhalation.inhalation
Clenil Modulite_Inha 100mcg (200D),0302000C0BPABBF,pressurizedinhalation.inhalation
Braltus_Pdr For Inh Cap 10mcg+Zonda Inh,0301020Q0BCAAAD,powderinhalation.inhalation
Salbutamol_Inha 100mcg (200 D) CFF,0301011R0AAAPAP,pressurizedinhalation.inhalation
Fobumix_Easyhaler 160mcg/4.5mcg (60 D),0302000K0BIABBC,powderinhalation.inhalation
Terbut Sulf_B/A Inha 500mcg (100 D)     ,0301011V0AAALAL,powderinhalation.inhalation
Ipratrop Brom_Inha 20mcg (200 D) CFF    ,0301020I0AAANAN,pressurizedinhalation.inhalation
Beclomet/Formoterol_Inh 200/6 (120D) CFF,0302000C0AABZBZ,pressurizedinhalation.inhalation
Qvar 50_Inha 50mcg (200 D)              ,0302000C0BJAABE,pressurizedinhalation.inhalation
Spiriva_Pdr For Inh Cap 18mcg           ,0301020Q0BBABAB,powderinhalation.inhalation
Flixotide_Disk 250mcg Ref               ,0302000N0BBAFAF,powderinhalation.inhalation
Beclomet Diprop_Pdr Inh 100mcg Disk+Dev ,0302000C0AAAGAG,powderinhalation.inhalation
Terbut Sulf_B/A Inha 500mcg (100 D),0301011V0AAALAL,powderinhalation.inhalation
Qvar 50_Autohaler 50mcg (200 D),0302000C0BJACBG,pressurizedinhalation.inhalation
Flixotide_Evohaler 50mcg (120 D),0302000N0BBBBBH,pressurizedinhalation.inhalation
Salamol_Inha 100mcg (200 D) CFF (Teva)  ,0301011R0BIAFAP,pressurizedinhalation.inhalation
Beclomet Diprop_Pdr Inh 200mcg Disk Ref ,0302000C0AAAKAK,powderinhalation.inhalation
Ventodisks_Disk 200mcg Ref              ,0301011R0BLABAK,powderinhalation.inhalation
Serevent_Disk 50mcg Ref                 ,0301011U0BBABAB,powderinhalation.inhalation
Oxis 12_Turbohaler 12mcg (60 D),0301011E0BCABAC,powderinhalation.inhalation
Budesonide_Inha 200mcg (200 D),0302000K0AAADAD,pressurizedinhalation.inhalation
Becodisks_Disk 100mcg & Diskhaler,0302000C0BHAAAG,powderinhalation.inhalation
Flutiform_Inha 125/5mcg (120 D)         ,0302000N0BDAABJ,pressurizedinhalation.inhalation
Indacaterol Mal_Pdr Inh Cap 150mcg + Dev,0301011X0AAAAAA,powderinhalation.inhalation
Fluticasone Prop_Inha 50mcg (120 D) CFF ,0302000N0AABHBH,pressurizedinhalation.inhalation
Combivent_Inha (200 D)                  ,0301040R0BBAAAA,pressurizedinhalation.inhalation
Beclomet Diprop_Pdr Inh 200mcg Disk+Dev ,0302000C0AAAHAH,powderinhalation.inhalation
Salbutamol_Pdr For Inh 100mcg (200 D),0301011R0AABZBZ,powderinhalation.inhalation
Beclomet Diprop_Inha 100mcg (200D),0302000C0AAABAB,pressurizedinhalation.inhalation
Fenoterol/Ipratrop_Inha 100/40mcg(200 D),0301040M0AAAAAA,pressurizedinhalation.inhalation
Easyhaler_Beclomet 200mcg (200 D)       ,0302000C0BNAABU,powderinhalation.inhalation
Formoterol Fumar_Inh 12mcg (100D) CFF   ,0301011E0AAADAD,pressurizedinhalation.inhalation
Salmeterol_Pdr For Inh 50mcg (60 D)     ,0301011U0AAAEAE,powderinhalation.inhalation
Budesonide/Formoterol Inh B/A 400/12(60D,0302000K0AAAUAU,powderinhalation.inhalation
Salbutamol_Inha B/A 100mcg (200 D) CFF,0301011R0AABUBU,pressurizedinhalation.inhalation
Salmeterol_Pdr For Inh 50mcg (60 D),0301011U0AAAEAE,powderinhalation.inhalation
Foradil_Inh Cap 12mcg + Inha,0301011E0BBAAAA,powderinhalation.inhalation
Intal_Spincap 20mg,0303010Q0BBACAD,powderinhalation.inhalation
DuoResp Spiromax_Inh 320mcg/9mcg (60 D) ,0302000K0BHABAU,powderinhalation.inhalation
Fluticasone/Formoterol_Inh 50/5mcg 120 D,0302000N0AABLBL,pressurizedinhalation.inhalation
Beclomet Diprop/Formoterol_Inh100/6(120D,0302000C0AABXBX,pressurizedinhalation.inhalation
Formoterol Fumar_Pdr For Inh 6mcg (60 D),0301011E0AAABAB,powderinhalation.inhalation
Salmeterol_Pdr For Inh 50mcg Disk + Dev,0301011U0AAAAAA,powderinhalation.inhalation
Beclomet Diprop_Inha 50mcg (200D),0302000C0AAAAAA,pressurizedinhalation.inhalation
Tilade_Mint Inha 2mg (56 D)             ,0303010J0BBADAB,pressurizedinhalation.inhalation
Fostair_Inh 100mcg/6mcg (120D) CFF      ,0302000C0BQAABX,pressurizedinhalation.inhalation
Easyhaler_Salbutamol Sulf 100mcg (200D) ,0301011R0BWAABZ,powderinhalation.inhalation
Becotide_R/Cap 100mcg                   ,0302000C0BCACAE,powderinhalation.inhalation
Beclomet Diprop_Pdr For Inh 250mcg(100 D,0302000C0AABKBK,powderinhalation.inhalation
Beclomet Diprop_Pdr For Inh 50mcg(200 D),0302000C0AABIBI,powderinhalation.inhalation
Salbutamol 400 Cyclocaps_Cap 400mcg     ,0301011R0BPADAW,powderinhalation.inhalation
Beclometasone 100 Cyclocaps_Cap 100mcg  ,0302000C0BMAAAE,powderinhalation.inhalation
Nedocromil Sod_Inha 2mg (112 D) CFF,0303010J0AAADAD,pressurizedinhalation.inhalation
Beclomet Diprop_Inha 250mcg (200D),0302000C0AAACAC,pressurizedinhalation.inhalation
Beclomet Diprop_Pdr For Inh 200mcg(200 D,0302000C0AABUBU,powderinhalation.inhalation
Flixotide_Accuhaler 500mcg (60 D)       ,0302000N0BBAUAU,powderinhalation.inhalation
Fluticasone Prop_Pdr For Inh 250mcg(60D),0302000N0AAATAT,powderinhalation.inhalation
Atrovent_Inha 20mcg (200 D)             ,0301020I0BBAAAA,pressurizedinhalation.inhalation
Pulvinal Beclomet_Inha 400mcg (100 D)   ,0302000C0BLACBP,powderinhalation.inhalation
Fluticasone Prop_Pdr Inh 500mcg Disk+Dev,0302000N0AAAPAP,powderinhalation.inhalation
Formoterol Fumar_Inh 12mcg (100D) CFF,0301011E0AAADAD,pressurizedinhalation.inhalation
Alvesco 80_Inh 80mcg (120 D) CFF,0302000U0BBAAAA,pressurizedinhalation.inhalation
Fobumix_Easyhaler 80mcg/4.5mcg (120 D),0302000K0BIADAL,powderinhalation.inhalation
Salamol_Inha 100mcg (200 D) CFF (Arrow),0301011R0BIAHAP,pressurizedinhalation.inhalation
Beclazone 100_Inha 100mcg (200 D),0302000C0BFABAB,pressurizedinhalation.inhalation
Fluticasone Prop_Inha 250mcg (120 D) CFF,0302000N0AABCBC,pressurizedinhalation.inhalation
Salmeterol_Inha 25mcg (120 D) CFF       ,0301011U0AAAHAH,pressurizedinhalation.inhalation
Beclomet Diprop_Inha 250mcg (200 D) CFF ,0302000C0AABWBW,pressurizedinhalation.inhalation
Indacaterol Mal_Pdr Inh Cap 300mcg + Dev,0301011X0AAABAB,powderinhalation.inhalation
Fostair_Inh 200mcg/6mcg (120D) CFF,0302000C0BQABBZ,pressurizedinhalation.inhalation
Budesonide_Inha 200mcg (120 D) CFF,0302000K0AABABA,pressurizedinhalation.inhalation
Flixotide_Inha 25mcg (120 D)            ,0302000N0BBAGAG,pressurizedinhalation.inhalation
Fluticasone/Salmeterol_Inh 250/25mcg120D,0302000N0AABGBG,pressurizedinhalation.inhalation
Beclomet Diprop_Inha 100mcg (200D)      ,0302000C0AAABAB,pressurizedinhalation.inhalation
Serevent_Disk 50mcg + Diskhaler         ,0301011U0BBAAAA,powderinhalation.inhalation
Atrovent Aerocaps_Cap 40mcg Ref         ,0301020I0BBAIAI,powderinhalation.inhalation
Flutiform_Inha 125/5mcg (120 D),0302000N0BDAABJ,pressurizedinhalation.inhalation
Salmeterol_Inha 25mcg (120 D),0301011U0AAACAC,pressurizedinhalation.inhalation
Umeclidinium/Vilanterol_Inha 65/22mcg30D,0301040W0AAAAAA,powderinhalation.inhalation
Beclomet Diprop_Inha B/A 400mcg (100 D) ,0302000C0AABSBS,powderinhalation.inhalation
Intal_Spincap 20mg                      ,0303010Q0BBACAD,powderinhalation.inhalation
Flixotide_Disk 100mcg & Diskhaler       ,0302000N0BBACAC,powderinhalation.inhalation
Beclomet Diprop_Pdr For Inh Cap 100mcg  ,0302000C0AAAEAE,powderinhalation.inhalation
Flixotide_Accuhaler 500mcg (60 D),0302000N0BBAUAU,powderinhalation.inhalation
Sod Cromoglicate_Inha 5mg (112D) CFF,0303010Q0AAANAN,pressurizedinhalation.inhalation
Ipratrop Brom_Inha 20mcg (200 D),0301020I0AAAAAA,pressurizedinhalation.inhalation
Terbut Sulf_Inha 250mcg (400 D)         ,0301011V0AAAAAA,pressurizedinhalation.inhalation
Berodual N_Inha 50mcg/20mcg (200 D)     ,0301040M0BCABAD,pressurizedinhalation.inhalation
Beclomet Diprop_Inha 100mcg (200 D) CFF ,0302000C0AABFBF,pressurizedinhalation.inhalation
Ultibro Breezhaler_Pdr Inh Cap + Dev    ,0301040Y0BBAAAA,powderinhalation.inhalation
Atrovent_Autohaler 20mcg (200 D)        ,0301020I0BBAGAG,pressurizedinhalation.inhalation
Flixotide_Disk 50mcg & Diskhaler        ,0302000N0BBAAAA,powderinhalation.inhalation
Salbutamol_Inha 100mcg (200 D)          ,0301011R0AAAAAA,pressurizedinhalation.inhalation
Neovent_Inha 25mcg (120 D) CFF          ,0301011U0BDAAAH,pressurizedinhalation.inhalation
Becodisks_Disk 100mcg Ref               ,0302000C0BHABAL,powderinhalation.inhalation
Relvar Ellipta_Inha 184mcg/22mcg (30 D),0302000V0BBAAAA,powderinhalation.inhalation
Easyhaler_Salbutamol Sulf 200mcg (200D),0301011R0BWABCA,powderinhalation.inhalation
Pulmicort_Turbohaler 400mcg (50 D),0302000K0BBAIAH,powderinhalation.inhalation
Pulvinal Beclomet_Inha 100mcg (100 D),0302000C0BLABBN,powderinhalation.inhalation
Ventodisks_Disk 200mcg Ref,0301011R0BLABAK,powderinhalation.inhalation
Ventolin_Evohaler 100mcg (200 D)        ,0301011R0BEAIAP,pressurizedinhalation.inhalation
Relvar Ellipta_Inha 92mcg/22mcg (30 D)  ,0302000V0BBABAB,powderinhalation.inhalation
Budelin Novolizer_Inh 200mcg 100D Ref   ,0302000K0BFABAC,powderinhalation.inhalation
Onbrez Breezhaler_Pdr Inh Cap 150mcg+Dev,0301011X0BBAAAA,powderinhalation.inhalation
Atrovent_Inha 20mcg (200 D) CFF,0301020I0BBAJAN,pressurizedinhalation.inhalation
Sod Cromoglicate_Pdr For Inh Cap 20mg   ,0303010Q0AAADAD,powderinhalation.inhalation
AirFluSal_Inh 125mcg/25mcg (120D),0302000N0BGABBF,pressurizedinhalation.inhalation
Mannitol_Pdr Inh Cap 40mg + 2 Dev,0307000R0AAAAAA,powderinhalation.inhalation
Salbutamol_Inha B/A 100mcg (200 D) CFF  ,0301011R0AABUBU,pressurizedinhalation.inhalation
Indacaterol/Glycopy_Pdr Inh Cap 85/54mcg,0301040Y0AAAAAA,powderinhalation.inhalation
Tiotropium_Inha 2.5mcg (60D) CFF + Dev  ,0301020Q0AAACAC,pressurizedinhalation.inhalation
Salbutamol_Inha 100mcg (200 D) CFF      ,0301011R0AAAPAP,pressurizedinhalation.inhalation
Filair 50_Inha 50mcg (200 D)            ,0302000C0BGAAAA,pressurizedinhalation.inhalation
Budesonide_Pdr For Inh Cap 200mcg       ,0302000K0AAARAR,powderinhalation.inhalation
Aloflute_Inh 250mcg/25mcg (120D),0302000N0BJABBG,pressurizedinhalation.inhalation
Tiotropium_Pdr For Inh Cap 18mcg + Dev  ,0301020Q0AAAAAA,powderinhalation.inhalation
Budesonide_Pdr For Inh 200mcg (100D)+Dev,0302000K0AAAVAV,powderinhalation.inhalation
Spiolto Respimat_Inha2.5/2.5mcg(60D)+Dev,0301040X0BBAAAA,pressurizedinhalation.inhalation
Intal_Fisonair 5mg (112 D) Inha + Spac  ,0303010Q0BBAJAL,pressurizedinhalation.inhalation
Ventolin_R/Cap 200mcg                   ,0301011R0BEAPAV,powderinhalation.inhalation
Budesonide_Inha 100mcg (120 D) CFF      ,0302000K0AAAZAZ,pressurizedinhalation.inhalation
Ventolin_Evohaler 100mcg (200 D),0301011R0BEAIAP,pressurizedinhalation.inhalation
Flixotide_Accuhaler 100mcg (60 D)       ,0302000N0BBASAS,powderinhalation.inhalation
Alvesco 80_Inh 80mcg (120 D) CFF        ,0302000U0BBAAAA,pressurizedinhalation.inhalation
Asmasal Clickhaler_D/P Inh 95mcg (200 D),0301011R0BJABAF,powderinhalation.inhalation
Bronchitol_Pdr Inh Cap 40mg + 2 Dev     ,0307000R0BBAAAA,powderinhalation.inhalation
Beclomet Diprop_Pdr Inh 400mcg Disk+Dev ,0302000C0AAAJAJ,powderinhalation.inhalation
Tiotropium_Inha 2.5mcg (60D) CFF + Dev,0301020Q0AAACAC,pressurizedinhalation.inhalation
Incruse Ellipta_Inh 55mcg (30D),0301020T0BBAAAA,powderinhalation.inhalation
Easyhaler_Salbutamol Sulf 100mcg (200D),0301011R0BWAABZ,powderinhalation.inhalation
Flutiform_Inha 50/5mcg (120 D),0302000N0BDACBL,pressurizedinhalation.inhalation
Berotec 200_Inha 200mcg (200 D)         ,0301011F0BBACAA,pressurizedinhalation.inhalation
Glycopyrronium Brom_Inh Cap 55mcg + Dev ,0301020S0AAAAAA,powderinhalation.inhalation
Flixotide_Evohaler 50mcg (120 D)        ,0302000N0BBBBBH,pressurizedinhalation.inhalation
Formoterol Easyhaler_12mcg (120 D)      ,0301011E0BEAAAE,powderinhalation.inhalation
Flixotide_Accuhaler 50mcg (60 D)        ,0302000N0BBARAR,powderinhalation.inhalation
Salbulin Novolizer_Inh 100mcg (200D)+Dev,0301011R0BXAACB,powderinhalation.inhalation
Beclomet Diprop_Inha 200mcg (200D)      ,0302000C0AAARAR,pressurizedinhalation.inhalation
Asmabec Clickhaler_D/P Inh 250mcg(100 D),0302000C0BIAFBK,powderinhalation.inhalation
Ipratrop Brom_Cap 40mcg                 ,0301020I0AAAIAI,powderinhalation.inhalation
Qvar 100_Inha 100mcg (200 D),0302000C0BJABBF,pressurizedinhalation.inhalation
Intal_Inha 5mg (112 D) CFF,0303010Q0BBALAN,pressurizedinhalation.inhalation
Tiotropium_Pdr For Inh Cap 10mcg + Dev  ,0301020Q0AAADAD,powderinhalation.inhalation
Salbulin_Inha 100mcg (200 D) CFF        ,0301011R0BDAEAP,pressurizedinhalation.inhalation
Spiriva_Pdr For Inh Cap 18mcg+HandiHaler,0301020Q0BBAAAA,powderinhalation.inhalation
Incruse Ellipta_Inh 55mcg (30D)         ,0301020T0BBAAAA,powderinhalation.inhalation
Seretide 250_Accuhaler 250mcg/50mcg(60D),0302000N0BCABAY,powderinhalation.inhalation
Qvar 100 E-Breathe_Inha 100mcg (200 D)  ,0302000C0BJAFBH,pressurizedinhalation.inhalation
Airomir_Inha 100mcg (200 D)             ,0301011R0BMAAAP,pressurizedinhalation.inhalation
Flixotide_Accuhaler 250mcg (60 D)       ,0302000N0BBATAT,powderinhalation.inhalation
Fluticasone Prop_Pdr Inh 100mcg Disk+Dev,0302000N0AAACAC,powderinhalation.inhalation
Clenil Modulite_Inha 200mcg (200D),0302000C0BPACBV,pressurizedinhalation.inhalation
Qvar 50 E-Breathe_Inha 50mcg (200 D),0302000C0BJAEBG,pressurizedinhalation.inhalation
Formoterol Easyhaler_12mcg (120 D),0301011E0BEAAAE,powderinhalation.inhalation
Flixotide_Evohaler 125mcg (120 D),0302000N0BBAXBA,pressurizedinhalation.inhalation
Pulvinal Salbutamol_Inh 200mcg (100 D),0301011R0BTAABX,powderinhalation.inhalation
Atrovent Fte_Inha 40mcg (200 D)         ,0301020I0BBADAD,pressurizedinhalation.inhalation
Pulvinal Beclomet_Inha 400mcg (100 D),0302000C0BLACBP,powderinhalation.inhalation
Sod Cromoglicate_Inha B/A 5mg (112 D)   ,0303010Q0AAAHAH,pressurizedinhalation.inhalation
