month,chemical,chemical_code,items
2016-01-01,Lurasidone,0402010AI,1716
2016-01-01,Naloxegol,0106060B0,236
2016-01-01,Nitrous Oxide,1501020R0,64
2016-01-01,Perindopril + Calcium Channel Blocker,0205051AC,472
2016-01-01,Solifenacin/Tamsulosin,0704010W0,5426
2016-01-01,Tafluprost & Timolol,1106000AM,208
2016-01-01,Tiotropium Brom/Olodaterol,0301040X0,1212
2016-01-01,Triamcinolone Hexacetonide,1001022Y0,427
2016-01-01,Umeclidinium Brom,0301020T0,17698
2016-01-01,Umeclidinium Brom/Vilanterol,0301040W0,16644
2016-01-01,Vortioxetine,0403040AB,240
2016-02-01,Aclidinium Brom/Formoterol,0301040V0,6772
2016-02-01,Alogliptin,0601023AK,106908
2016-02-01,Aripiprazole,0402020AD,756
2016-02-01,Avanafil,0704050AC,3672
2016-02-01,Brimonidine Tart (Rosacea),1306030A0,1682
2016-02-01,Brinzolamide/Brimonidine,1106000AL,12234
2016-02-01,Brivaracetam,0408010AL,42
2016-02-01,Canagliflozin,0601023AM,79068
2016-02-01,Canagliflozin/Metformin,0601023AP,1448
2016-02-01,Ciclosporin (Eye Anti Inflam),1104020AE,735
2016-02-01,Ciprofloxain/Dexameth,1201010AE,778
2016-02-01,Clindamycin/Tretinoin,1306010AB,2806
2016-02-01,Dapagliflozin/Metformin,0601023AL,3860
2016-02-01,Dulaglutide,0601023AQ,6408
2016-02-01,Edoxaban,0208020AA,882
2016-02-01,Empagliflozin,0601023AN,32220
2016-02-01,Empagliflozin/Metformin,0601023AR,1584
2016-02-01,Fluticasone Furoate (Inh),0302000V0,145320
2016-02-01,Guanfacine,0404000V0,56
2016-02-01,Indacaterol/Glycopyrronium,0301040Y0,3810
2016-02-01,Ins Degludec/Liraglutide,0601023AU,870
2016-02-01,Ivermectin,1306030B0,1128
2016-02-01,Lurasidone,0402010AI,1560
2016-02-01,Naloxegol,0106060B0,300
2016-02-01,Nitrous Oxide,1501020R0,1856
2016-02-01,Perindopril + Calcium Channel Blocker,0205051AC,448
2016-02-01,Sacubitril/Valsartan,0205052AE,6
2016-02-01,Solifenacin/Tamsulosin,0704010W0,5488
2016-02-01,Tafluprost & Timolol,1106000AM,260
2016-02-01,Tiotropium Brom/Olodaterol,0301040X0,1612
2016-02-01,Triamcinolone Hexacetonide,1001022Y0,427
2016-02-01,Umeclidinium Brom,0301020T0,19652
2016-02-01,Umeclidinium Brom/Vilanterol,0301040W0,18616
2016-02-01,Vortioxetine,0403040AB,612
2016-03-01,Aclidinium Brom/Formoterol,0301040V0,8248
2016-03-01,Alogliptin,0601023AK,144132
2016-03-01,Aripiprazole,0402020AD,764
2016-03-01,Avanafil,0704050AC,4062
2016-03-01,Brimonidine Tart (Rosacea),1306030A0,1752
2016-03-01,Brinzolamide/Brimonidine,1106000AL,13628
2016-03-01,Brivaracetam,0408010AL,98
2016-03-01,Canagliflozin,0601023AM,89984
2016-03-01,Canagliflozin/Metformin,0601023AP,1812
2016-03-01,Ciclosporin (Eye Anti Inflam),1104020AE,1029
2016-03-01,Ciprofloxain/Dexameth,1201010AE,846
2016-03-01,Clindamycin/Tretinoin,1306010AB,2952
2016-03-01,Dapagliflozin/Metformin,0601023AL,4284
2016-03-01,Dulaglutide,0601023AQ,8468
2016-03-01,Edoxaban,0208020AA,1494
2016-03-01,Empagliflozin,0601023AN,40168
2016-03-01,Empagliflozin/Metformin,0601023AR,2144
2016-03-01,Fluticasone Furoate (Inh),0302000V0,170460
2016-03-01,Guanfacine,0404000V0,280
2016-03-01,Indacaterol/Glycopyrronium,0301040Y0,4772
2016-03-01,Ins Degludec/Liraglutide,0601023AU,998
2016-03-01,Ivermectin,1306030B0,1414
2016-03-01,Lurasidone,0402010AI,1914
2016-03-01,Naloxegol,0106060B0,508
2016-03-01,Nitrous Oxide,1501020R0,512
2016-03-01,Perindopril + Calcium Channel Blocker,0205051AC,528
2016-03-01,Sacubitril/Valsartan,0205052AE,30
2016-03-01,Solifenacin/Tamsulosin,0704010W0,6130
2016-03-01,Tafluprost & Timolol,1106000AM,360
2016-03-01,Tiotropium Brom/Olodaterol,0301040X0,1994
2016-03-01,Triamcinolone Hexacetonide,1001022Y0,511
2016-03-01,Umeclidinium Brom,0301020T0,23330
2016-03-01,Umeclidinium Brom/Vilanterol,0301040W0,21098
2016-03-01,Vortioxetine,0403040AB,1086
2016-04-01,Aclidinium Brom/Formoterol,0301040V0,9260
2016-04-01,Alogliptin,0601023AK,156636
2016-04-01,Aripiprazole,0402020AD,856
2016-04-01,Avanafil,0704050AC,3918
2016-04-01,Brimonidine Tart (Rosacea),1306030A0,2002
2016-04-01,Brinzolamide/Brimonidine,1106000AL,14772
2016-04-01,Brivaracetam,0408010AL,168
2016-04-01,Canagliflozin,0601023AM,96780
2016-04-01,Canagliflozin/Metformin,0601023AP,1876
2016-04-01,Ciclosporin (Eye Anti Inflam),1104020AE,1374
2016-04-01,Ciprofloxain/Dexameth,1201010AE,952
2016-04-01,Clindamycin/Tretinoin,1306010AB,3296
2016-04-01,Dapagliflozin/Metformin,0601023AL,4412
2016-04-01,Dulaglutide,0601023AQ,10472
2016-04-01,Edoxaban,0208020AA,2034
2016-04-01,Empagliflozin,0601023AN,45948
2016-04-01,Empagliflozin/Metformin,0601023AR,2504
2016-04-01,Fluticasone Furoate (Inh),0302000V0,181930
2016-04-01,Guanfacine,0404000V0,504
2016-04-01,Indacaterol/Glycopyrronium,0301040Y0,5318
2016-04-01,Ins Degludec/Liraglutide,0601023AU,1162
2016-04-01,Ivermectin,1306030B0,1816
2016-04-01,Lurasidone,0402010AI,2022
2016-04-01,Naloxegol,0106060B0,548
2016-04-01,Nitrous Oxide,1501020R0,864
2016-04-01,Perindopril + Calcium Channel Blocker,0205051AC,520
2016-04-01,Sacubitril/Valsartan,0205052AE,84
2016-04-01,Solifenacin/Tamsulosin,0704010W0,6418
2016-04-01,Tafluprost & Timolol,1106000AM,456
2016-04-01,Tiotropium Brom/Olodaterol,0301040X0,2550
2016-04-01,Triamcinolone Hexacetonide,1001022Y0,252
2016-04-01,Umeclidinium Brom,0301020T0,26336
2016-04-01,Umeclidinium Brom/Vilanterol,0301040W0,22784
2016-04-01,Vortioxetine,0403040AB,1740
2016-05-01,Aclidinium Brom/Formoterol,0301040V0,9538
2016-05-01,Alogliptin,0601023AK,150918
2016-05-01,Aripiprazole,0402020AD,868
2016-05-01,Avanafil,0704050AC,4224
2016-05-01,Brimonidine Tart (Rosacea),1306030A0,1996
2016-05-01,Brinzolamide/Brimonidine,1106000AL,15090
2016-05-01,Brivaracetam,0408010AL,406
2016-05-01,Canagliflozin,0601023AM,96020
2016-05-01,Canagliflozin/Metformin,0601023AP,1772
2016-05-01,Ciclosporin (Eye Anti Inflam),1104020AE,1539
2016-05-01,Ciprofloxain/Dexameth,1201010AE,884
2016-05-01,Clindamycin/Tretinoin,1306010AB,3132
2016-05-01,Dapagliflozin/Metformin,0601023AL,4480
2016-05-01,Dulaglutide,0601023AQ,12152
2016-05-01,Edoxaban,0208020AA,2826
2016-05-01,Empagliflozin,0601023AN,50296
2016-05-01,Empagliflozin/Metformin,0601023AR,2952
2016-05-01,Fluticasone Furoate (Inh),0302000V0,185190
2016-05-01,Guanfacine,0404000V0,728
2016-05-01,Indacaterol/Glycopyrronium,0301040Y0,5588
2016-05-01,Ins Degludec/Liraglutide,0601023AU,1268
2016-05-01,Ivermectin,1306030B0,2008
2016-05-01,Lurasidone,0402010AI,2142
2016-05-01,Naloxegol,0106060B0,664
2016-05-01,Nitrous Oxide,1501020R0,1104
2016-05-01,Perindopril + Calcium Channel Blocker,0205051AC,544
2016-05-01,Sacubitril/Valsartan,0205052AE,198
2016-05-01,Solifenacin/Tamsulosin,0704010W0,6218
2016-05-01,Tafluprost & Timolol,1106000AM,550
2016-05-01,Tiotropium Brom/Olodaterol,0301040X0,2898
2016-05-01,Triamcinolone Hexacetonide,1001022Y0,518
2016-05-01,Umeclidinium Brom,0301020T0,27256
2016-05-01,Umeclidinium Brom/Vilanterol,0301040W0,23570
2016-05-01,Vortioxetine,0403040AB,2580
2016-06-01,Aclidinium Brom/Formoterol,0301040V0,11194
2016-06-01,Alogliptin,0601023AK,165054
2016-06-01,Aripiprazole,0402020AD,828
2016-06-01,Avanafil,0704050AC,4500
2016-06-01,Brimonidine Tart (Rosacea),1306030A0,1988
2016-06-01,Brinzolamide/Brimonidine,1106000AL,16746
2016-06-01,Brivaracetam,0408010AL,812
2016-06-01,Canagliflozin,0601023AM,103268
2016-06-01,Canagliflozin/Metformin,0601023AP,2056
2016-06-01,Ciclosporin (Eye Anti Inflam),1104020AE,1767
2016-06-01,Ciprofloxain/Dexameth,1201010AE,1112
2016-06-01,Clindamycin/Tretinoin,1306010AB,3428
2016-06-01,Dapagliflozin/Metformin,0601023AL,5076
2016-06-01,Dulaglutide,0601023AQ,15612
2016-06-01,Edoxaban,0208020AA,3882
2016-06-01,Empagliflozin,0601023AN,58096
2016-06-01,Empagliflozin/Metformin,0601023AR,3352
2016-06-01,Fluticasone Furoate (Inh),0302000V0,206155
2016-06-01,Guanfacine,0404000V0,808
2016-06-01,Indacaterol/Glycopyrronium,0301040Y0,6962
2016-06-01,Ins Degludec/Liraglutide,0601023AU,1410
2016-06-01,Ivermectin,1306030B0,2352
2016-06-01,Lurasidone,0402010AI,2550
2016-06-01,Naloxegol,0106060B0,816
2016-06-01,Nitrous Oxide,1501020R0,1120
2016-06-01,Perindopril + Calcium Channel Blocker,0205051AC,532
2016-06-01,Sacubitril/Valsartan,0205052AE,672
2016-06-01,Safinamide,0409010AA,4
2016-06-01,Solifenacin/Tamsulosin,0704010W0,6534
2016-06-01,Tafluprost & Timolol,1106000AM,604
2016-06-01,Tiotropium Brom/Olodaterol,0301040X0,3410
2016-06-01,Triamcinolone Hexacetonide,1001022Y0,567
2016-06-01,Umeclidinium Brom,0301020T0,30950
2016-06-01,Umeclidinium Brom/Vilanterol,0301040W0,27036
2016-06-01,Vortioxetine,0403040AB,3912
2016-07-01,Aclidinium Brom/Formoterol,0301040V0,11964
2016-07-01,Alogliptin,0601023AK,169932
2016-07-01,Aripiprazole,0402020AD,924
2016-07-01,Avanafil,0704050AC,4716
2016-07-01,Brimonidine Tart (Rosacea),1306030A0,1870
2016-07-01,Brinzolamide/Brimonidine,1106000AL,17188
2016-07-01,Brivaracetam,0408010AL,1498
2016-07-01,Canagliflozin,0601023AM,102632
2016-07-01,Canagliflozin/Metformin,0601023AP,2056
2016-07-01,Ciclosporin (Eye Anti Inflam),1104020AE,2256
2016-07-01,Ciprofloxain/Dexameth,1201010AE,1262
2016-07-01,Clindamycin/Tretinoin,1306010AB,3448
2016-07-01,Dapagliflozin/Metformin,0601023AL,5100
2016-07-01,Dulaglutide,0601023AQ,18248
2016-07-01,Edoxaban,0208020AA,5334
2016-07-01,Empagliflozin,0601023AN,62920
2016-07-01,Empagliflozin/Metformin,0601023AR,3560
2016-07-01,Fluticasone Furoate (Inh),0302000V0,219115
2016-07-01,Guanfacine,0404000V0,936
2016-07-01,Indacaterol/Glycopyrronium,0301040Y0,8104
2016-07-01,Ins Degludec/Liraglutide,0601023AU,1422
2016-07-01,Ivermectin,1306030B0,2756
2016-07-01,Lurasidone,0402010AI,2676
2016-07-01,Naloxegol,0106060B0,812
2016-07-01,Nitrous Oxide,1501020R0,880
2016-07-01,Perindopril + Calcium Channel Blocker,0205051AC,576
2016-07-01,Sacubitril/Valsartan,0205052AE,1218
2016-07-01,Safinamide,0409010AA,4
2016-07-01,Solifenacin/Tamsulosin,0704010W0,6600
2016-07-01,Tafluprost & Timolol,1106000AM,626
2016-07-01,Tiotropium Brom/Olodaterol,0301040X0,3986
2016-07-01,Triamcinolone Hexacetonide,1001022Y0,469
2016-07-01,Umeclidinium Brom,0301020T0,32772
2016-07-01,Umeclidinium Brom/Vilanterol,0301040W0,28440
2016-07-01,Vortioxetine,0403040AB,5088
2016-08-01,Aclidinium Brom/Formoterol,0301040V0,13456
2016-08-01,Alogliptin,0601023AK,181986
2016-08-01,Aripiprazole,0402020AD,936
2016-08-01,Avanafil,0704050AC,4758
2016-08-01,Brimonidine Tart (Rosacea),1306030A0,1630
2016-08-01,Brinzolamide/Brimonidine,1106000AL,18248
2016-08-01,Brivaracetam,0408010AL,2058
2016-08-01,Canagliflozin,0601023AM,106096
2016-08-01,Canagliflozin/Metformin,0601023AP,1928
2016-08-01,Ciclosporin (Eye Anti Inflam),1104020AE,2394
2016-08-01,Ciprofloxain/Dexameth,1201010AE,1520
2016-08-01,Clindamycin/Tretinoin,1306010AB,3272
2016-08-01,Dapagliflozin/Metformin,0601023AL,5124
2016-08-01,Dulaglutide,0601023AQ,21256
2016-08-01,Edoxaban,0208020AA,7116
2016-08-01,Empagliflozin,0601023AN,70176
2016-08-01,Empagliflozin/Metformin,0601023AR,4096
2016-08-01,Fluticasone Furoate (Inh),0302000V0,231535
2016-08-01,Guanfacine,0404000V0,1048
2016-08-01,Indacaterol/Glycopyrronium,0301040Y0,9394
2016-08-01,Ins Degludec/Liraglutide,0601023AU,1650
2016-08-01,Ivermectin,1306030B0,2700
2016-08-01,Lurasidone,0402010AI,2604
2016-08-01,Naloxegol,0106060B0,956
2016-08-01,Nitrous Oxide,1501020R0,1360
2016-08-01,Perindopril + Calcium Channel Blocker,0205051AC,532
2016-08-01,Sacubitril/Valsartan,0205052AE,2604
2016-08-01,Safinamide,0409010AA,16
2016-08-01,Solifenacin/Tamsulosin,0704010W0,6840
2016-08-01,Tafluprost & Timolol,1106000AM,696
2016-08-01,Tiotropium Brom/Olodaterol,0301040X0,4600
2016-08-01,Triamcinolone Hexacetonide,1001022Y0,959
2016-08-01,Umeclidinium Brom,0301020T0,36322
2016-08-01,Umeclidinium Brom/Vilanterol,0301040W0,30850
2016-08-01,Vortioxetine,0403040AB,6648
2016-09-01,Aclidinium Brom/Formoterol,0301040V0,14518
2016-09-01,Alogliptin,0601023AK,193998
2016-09-01,Aripiprazole,0402020AD,1020
2016-09-01,Avanafil,0704050AC,5178
2016-09-01,Brimonidine Tart (Rosacea),1306030A0,1584
2016-09-01,Brinzolamide/Brimonidine,1106000AL,19184
2016-09-01,Brivaracetam,0408010AL,2884
2016-09-01,Canagliflozin,0601023AM,108948
2016-09-01,Canagliflozin/Metformin,0601023AP,2092
2016-09-01,Ciclosporin (Eye Anti Inflam),1104020AE,2607
2016-09-01,Ciprofloxain/Dexameth,1201010AE,1818
2016-09-01,Clindamycin/Tretinoin,1306010AB,3540
2016-09-01,Dapagliflozin/Metformin,0601023AL,5528
2016-09-01,Dulaglutide,0601023AQ,23704
2016-09-01,Edoxaban,0208020AA,9300
2016-09-01,Empagliflozin,0601023AN,77272
2016-09-01,Empagliflozin/Metformin,0601023AR,4344
2016-09-01,Fluticasone Furoate (Inh),0302000V0,237665
2016-09-01,Guanfacine,0404000V0,1600
2016-09-01,Indacaterol/Glycopyrronium,0301040Y0,10504
2016-09-01,Ins Degludec/Liraglutide,0601023AU,1692
2016-09-01,Ivermectin,1306030B0,2856
2016-09-01,Lurasidone,0402010AI,2838
2016-09-01,Naloxegol,0106060B0,1132
2016-09-01,Nitrous Oxide,1501020R0,1232
2016-09-01,Perindopril + Calcium Channel Blocker,0205051AC,504
2016-09-01,Sacubitril/Valsartan,0205052AE,4164
2016-09-01,Safinamide,0409010AA,20
2016-09-01,Solifenacin/Tamsulosin,0704010W0,6950
2016-09-01,Tafluprost & Timolol,1106000AM,666
2016-09-01,Tiotropium Brom/Olodaterol,0301040X0,5334
2016-09-01,Triamcinolone Hexacetonide,1001022Y0,623
2016-09-01,Umeclidinium Brom,0301020T0,39974
2016-09-01,Umeclidinium Brom/Vilanterol,0301040W0,33172
2016-09-01,Vortioxetine,0403040AB,7620
2016-10-01,Aclidinium Brom/Formoterol,0301040V0,15460
2016-10-01,Alogliptin,0601023AK,199986
2016-10-01,Aripiprazole,0402020AD,1004
2016-10-01,Avanafil,0704050AC,4926
2016-10-01,Brimonidine Tart (Rosacea),1306030A0,1606
2016-10-01,Brinzolamide/Brimonidine,1106000AL,19512
2016-10-01,Brivaracetam,0408010AL,3066
2016-10-01,Canagliflozin,0601023AM,108344
2016-10-01,Canagliflozin/Metformin,0601023AP,2172
2016-10-01,Ciclosporin (Eye Anti Inflam),1104020AE,2928
2016-10-01,Ciprofloxain/Dexameth,1201010AE,1782
2016-10-01,Clindamycin/Tretinoin,1306010AB,3666
2016-10-01,Dapagliflozin/Metformin,0601023AL,5372
2016-10-01,Dulaglutide,0601023AQ,26408
2016-10-01,Edoxaban,0208020AA,10596
2016-10-01,Empagliflozin,0601023AN,81148
2016-10-01,Empagliflozin/Metformin,0601023AR,4440
2016-10-01,Fluticasone Furoate (Inh),0302000V0,238415
2016-10-01,Guanfacine,0404000V0,1696
2016-10-01,Indacaterol/Glycopyrronium,0301040Y0,11842
2016-10-01,Ins Degludec/Liraglutide,0601023AU,1796
2016-10-01,Ivermectin,1306030B0,3014
2016-10-01,Lurasidone,0402010AI,2892
2016-10-01,Naloxegol,0106060B0,1324
2016-10-01,Nitrous Oxide,1501020R0,1136
2016-10-01,Perindopril + Calcium Channel Blocker,0205051AC,480
2016-10-01,Sacubitril/Valsartan,0205052AE,5280
2016-10-01,Safinamide,0409010AA,40
2016-10-01,Solifenacin/Tamsulosin,0704010W0,6790
2016-10-01,Tafluprost & Timolol,1106000AM,734
2016-10-01,Tiotropium Brom/Olodaterol,0301040X0,5956
2016-10-01,Triamcinolone Hexacetonide,1001022Y0,560
2016-10-01,Umeclidinium Brom,0301020T0,41510
2016-10-01,Umeclidinium Brom/Vilanterol,0301040W0,33790
2016-10-01,Vortioxetine,0403040AB,8802
2016-11-01,Alogliptin,0601023AK,218664
2016-11-01,Aripiprazole,0402020AD,1084
2016-11-01,Avanafil,0704050AC,5190
2016-11-01,Brimonidine Tart (Rosacea),1306030A0,1666
2016-11-01,Brinzolamide/Brimonidine,1106000AL,20752
2016-11-01,Brivaracetam,0408010AL,4326
2016-11-01,Canagliflozin,0601023AM,114704
2016-11-01,Canagliflozin/Metformin,0601023AP,2284
2016-11-01,Ciclosporin (Eye Anti Inflam),1104020AE,2988
2016-11-01,Ciprofloxain/Dexameth,1201010AE,1838
2016-11-01,Clindamycin/Tretinoin,1306010AB,3966
2016-11-01,Dapagliflozin/Metformin,0601023AL,5788
2016-11-01,Dulaglutide,0601023AQ,30604
2016-11-01,Edoxaban,0208020AA,12816
2016-11-01,Empagliflozin,0601023AN,90036
2016-11-01,Empagliflozin/Metformin,0601023AR,5112
2016-11-01,Fluticasone Furoate (Inh),0302000V0,262730
2016-11-01,Guanfacine,0404000V0,2200
2016-11-01,Indacaterol/Glycopyrronium,0301040Y0,13788
2016-11-01,Ins Degludec/Liraglutide,0601023AU,1866
2016-11-01,Ivermectin,1306030B0,3314
2016-11-01,Lurasidone,0402010AI,3756
2016-11-01,Naloxegol,0106060B0,1548
2016-11-01,Nitrous Oxide,1501020R0,432
2016-11-01,Opicapone,0409010AB,8
2016-11-01,Perindopril + Calcium Channel Blocker,0205051AC,612
2016-11-01,Sacubitril/Valsartan,0205052AE,6966
2016-11-01,Safinamide,0409010AA,76
2016-11-01,Solifenacin/Tamsulosin,0704010W0,7180
2016-11-01,Tafluprost & Timolol,1106000AM,794
2016-11-01,Tiotropium Brom/Olodaterol,0301040X0,7144
2016-11-01,Triamcinolone Hexacetonide,1001022Y0,497
2016-11-01,Umeclidinium Brom,0301020T0,56518
2016-11-01,Umeclidinium Brom/Vilanterol,0301040W0,37504
2016-11-01,Vortioxetine,0403040AB,10500
2016-12-01,Aclidinium Brom/Formoterol,0301040V0,18638
2016-12-01,Alogliptin,0601023AK,239226
2016-12-01,Aripiprazole,0402020AD,1068
2016-12-01,Avanafil,0704050AC,5250
2016-12-01,Brimonidine Tart (Rosacea),1306030A0,1548
2016-12-01,Brinzolamide/Brimonidine,1106000AL,22276
2016-12-01,Brivaracetam,0408010AL,4914
2016-12-01,Canagliflozin,0601023AM,121896
2016-12-01,Canagliflozin/Metformin,0601023AP,2380
2016-12-01,Ciclosporin (Eye Anti Inflam),1104020AE,3645
2016-12-01,Ciprofloxain/Dexameth,1201010AE,2176
2016-12-01,Clindamycin/Tretinoin,1306010AB,3706
2016-12-01,Dapagliflozin/Metformin,0601023AL,6324
2016-12-01,Dulaglutide,0601023AQ,35324
2016-12-01,Edoxaban,0208020AA,15834
2016-12-01,Empagliflozin,0601023AN,99156
2016-12-01,Empagliflozin/Metformin,0601023AR,5968
2016-12-01,Fluticasone Furoate (Inh),0302000V0,281010
2016-12-01,Fosfomycin Trometamol,0501070AE,6237
2016-12-01,Guanfacine,0404000V0,2536
2016-12-01,Indacaterol/Glycopyrronium,0301040Y0,15352
2016-12-01,Ins Degludec/Liraglutide,0601023AU,2150
2016-12-01,Ivermectin,1306030B0,3460
2016-12-01,Lurasidone,0402010AI,3918
2016-12-01,Naloxegol,0106060B0,1644
2016-12-01,Nitrous Oxide,1501020R0,560
2016-12-01,Opicapone,0409010AB,20
2016-12-01,Perindopril + Calcium Channel Blocker,0205051AC,600
2016-12-01,Sacubitril/Valsartan,0205052AE,8784
2016-12-01,Safinamide,0409010AA,120
2016-12-01,Saxagliptin/Dapagliflozin,0601023AV,10
2016-12-01,Solifenacin/Tamsulosin,0704010W0,7484
2016-12-01,Tafluprost & Timolol,1106000AM,900
2016-12-01,Tiotropium Brom/Olodaterol,0301040X0,8530
2016-12-01,Triamcinolone Hexacetonide,1001022Y0,406
2016-12-01,Umeclidinium Brom,0301020T0,61360
2016-12-01,Umeclidinium Brom/Vilanterol,0301040W0,40380
2016-12-01,Vortioxetine,0403040AB,12186
2017-01-01,Aclidinium Brom/Formoterol,0301040V0,18384
2017-01-01,Alogliptin,0601023AK,236670
2017-01-01,Aripiprazole,0402020AD,1260
2017-01-01,Avanafil,0704050AC,5094
2017-01-01,Brimonidine Tart (Rosacea),1306030A0,1496
2017-01-01,Brinzolamide/Brimonidine,1106000AL,21672
2017-01-01,Brivaracetam,0408010AL,5278
2017-01-01,Canagliflozin,0601023AM,117520
2017-01-01,Canagliflozin/Metformin,0601023AP,2300
2017-01-01,Ciclosporin (Eye Anti Inflam),1104020AE,3597
2017-01-01,Ciprofloxain/Dexameth,1201010AE,2314
2017-01-01,Clindamycin/Tretinoin,1306010AB,3748
2017-01-01,Dapagliflozin/Metformin,0601023AL,5928
2017-01-01,Dulaglutide,0601023AQ,36040
2017-01-01,Edoxaban,0208020AA,17826
2017-01-01,Empagliflozin,0601023AN,99748
2017-01-01,Empagliflozin/Metformin,0601023AR,6232
2017-01-01,Fluticasone Furoate (Inh),0302000V0,274455
2017-01-01,Fosfomycin Trometamol,0501070AE,6786
2017-01-01,Guanfacine,0404000V0,2784
2017-01-01,Indacaterol/Glycopyrronium,0301040Y0,16144
2017-01-01,Ins Degludec/Liraglutide,0601023AU,1970
2017-01-01,Ivermectin,1306030B0,3494
2017-01-01,Lurasidone,0402010AI,4086
2017-01-01,Naloxegol,0106060B0,1680
2017-01-01,Nitrous Oxide,1501020R0,448
2017-01-01,Opicapone,0409010AB,36
2017-01-01,Perindopril + Calcium Channel Blocker,0205051AC,660
2017-01-01,Sacubitril/Valsartan,0205052AE,9942
2017-01-01,Safinamide,0409010AA,168
2017-01-01,Saxagliptin/Dapagliflozin,0601023AV,6
2017-01-01,Solifenacin/Tamsulosin,0704010W0,7172
2017-01-01,Tafluprost & Timolol,1106000AM,914
2017-01-01,Tiotropium Brom/Olodaterol,0301040X0,8558
2017-01-01,Triamcinolone Hexacetonide,1001022Y0,707
2017-01-01,Umeclidinium Brom,0301020T0,61938
2017-01-01,Umeclidinium Brom/Vilanterol,0301040W0,40460
2017-01-01,Vortioxetine,0403040AB,12384
2017-02-01,Aclidinium Brom/Formoterol,0301040V0,18342
2017-02-01,Alogliptin,0601023AK,236520
2017-02-01,Aripiprazole,0402020AD,1080
2017-02-01,Avanafil,0704050AC,4686
2017-02-01,Brimonidine Tart (Rosacea),1306030A0,1528
2017-02-01,Brinzolamide/Brimonidine,1106000AL,21250
2017-02-01,Brivaracetam,0408010AL,5292
2017-02-01,Canagliflozin,0601023AM,112912
2017-02-01,Canagliflozin/Metformin,0601023AP,2276
2017-02-01,Ciclosporin (Eye Anti Inflam),1104020AE,3516
2017-02-01,Ciprofloxain/Dexameth,1201010AE,2424
2017-02-01,Clindamycin/Tretinoin,1306010AB,3578
2017-02-01,Dapagliflozin/Metformin,0601023AL,5756
2017-02-01,Dulaglutide,0601023AQ,38268
2017-02-01,Edoxaban,0208020AA,19716
2017-02-01,Empagliflozin,0601023AN,101084
2017-02-01,Empagliflozin/Metformin,0601023AR,6400
2017-02-01,Fluticasone Furoate (Inh),0302000V0,267065
2017-02-01,Fosfomycin Trometamol,0501070AE,6912
2017-02-01,Guanfacine,0404000V0,3008
2017-02-01,Indacaterol/Glycopyrronium,0301040Y0,16452
2017-02-01,Ins Degludec/Liraglutide,0601023AU,1958
2017-02-01,Ivermectin,1306030B0,3912
2017-02-01,Lurasidone,0402010AI,3744
2017-02-01,Naloxegol,0106060B0,1680
2017-02-01,Nitrous Oxide,1501020R0,368
2017-02-01,Opicapone,0409010AB,64
2017-02-01,Perindopril + Calcium Channel Blocker,0205051AC,576
2017-02-01,Sacubitril/Valsartan,0205052AE,10128
2017-02-01,Safinamide,0409010AA,240
2017-02-01,Saxagliptin/Dapagliflozin,0601023AV,38
2017-02-01,Solifenacin/Tamsulosin,0704010W0,6814
2017-02-01,Tafluprost & Timolol,1106000AM,944
2017-02-01,Tiotropium Brom/Olodaterol,0301040X0,8934
2017-02-01,Triamcinolone Hexacetonide,1001022Y0,777
2017-02-01,Umeclidinium Brom,0301020T0,62536
2017-02-01,Umeclidinium Brom/Vilanterol,0301040W0,40332
2017-02-01,Vortioxetine,0403040AB,13008
2017-03-01,Aclidinium Brom/Formoterol,0301040V0,22386
2017-03-01,Alogliptin,0601023AK,287592
2017-03-01,Aripiprazole,0402020AD,1224
2017-03-01,Avanafil,0704050AC,5406
2017-03-01,Brimonidine Tart (Rosacea),1306030A0,1960
2017-03-01,Brinzolamide/Brimonidine,1106000AL,25166
2017-03-01,Brivaracetam,0408010AL,6790
2017-03-01,Canagliflozin,0601023AM,133336
2017-03-01,Canagliflozin/Metformin,0601023AP,2576
2017-03-01,Ciclosporin (Eye Anti Inflam),1104020AE,4491
2017-03-01,Ciprofloxain/Dexameth,1201010AE,2982
2017-03-01,Clindamycin/Tretinoin,1306010AB,4264
2017-03-01,Dapagliflozin/Metformin,0601023AL,7000
2017-03-01,Dulaglutide,0601023AQ,48884
2017-03-01,Edoxaban,0208020AA,26604
2017-03-01,Empagliflozin,0601023AN,124888
2017-03-01,Empagliflozin/Metformin,0601023AR,7864
2017-03-01,Fluticasone Furoate (Inh),0302000V0,321720
2017-03-01,Fosfomycin Trometamol,0501070AE,8667
2017-03-01,Guanfacine,0404000V0,3752
2017-03-01,Indacaterol/Glycopyrronium,0301040Y0,21676
2017-03-01,Ins Degludec/Liraglutide,0601023AU,2356
2017-03-01,Ivermectin,1306030B0,5026
2017-03-01,Lurasidone,0402010AI,4560
2017-03-01,Naloxegol,0106060B0,2312
2017-03-01,Nitrous Oxide,1501020R0,528
2017-03-01,Opicapone,0409010AB,124
2017-03-01,Perindopril + Calcium Channel Blocker,0205051AC,708
2017-03-01,Sacubitril/Valsartan,0205052AE,13158
2017-03-01,Safinamide,0409010AA,320
2017-03-01,Saxagliptin/Dapagliflozin,0601023AV,104
2017-03-01,Solifenacin/Tamsulosin,0704010W0,8140
2017-03-01,Tafluprost & Timolol,1106000AM,1152
2017-03-01,Tiotropium Brom/Olodaterol,0301040X0,11622
