pct,month,BNFCode,BNFName,TotalItems,TotalCost
05N,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,235,7257.540000000001
10A,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,46,1361.6100000000001
09G,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,165,4757.679999999999
02H,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,35,995.2199999999999
08A,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,88,1795.0
07Q,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,1007.6000000000001
08Q,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,606.7700000000001
02D,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,390.29
03E,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,62,1939.91
10J,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,44,1374.47
03Y,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,4,162.51
08M,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,780.2999999999997
08H,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,50,1300.2300000000002
99P,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,162,4514.47
08W,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,54,1311.81
04F,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,627.7
05H,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,28,877.75
05Q,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,72,2140.16
09A,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,60,1921.93
08G,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,19,533.44
04M,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,1,39.42
09N,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,46,1261.75
01E,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,68,1759.0
01A,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,126,3810.0699999999997
10E,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,446.38000000000005
02R,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,53,1539.8400000000004
04G,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,61,2011.6500000000005
07R,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,672.7399999999999
03X,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,14,400.06999999999994
04J,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,41,1353.8900000000003
08R,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,21,867.8
10L,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,978.0800000000002
99Q,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,63,2090.04
07G,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,34,746.5099999999999
03J,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,13,427.66
15D,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,85,2315.4900000000007
00T,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,16,564.7199999999999
07N,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,93,2569.2200000000003
06D,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,27,1025.1599999999999
08V,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,405.2
09J,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,77,2083.27
08J,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,473.08
06V,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,159,4128.849999999999
03H,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,31,871.89
05A,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,56,1845.7000000000003
06Q,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,139,3931.67
15A,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,183,5012.110000000001
05G,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,98,2643.6400000000003
04E,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,45,1306.7500000000002
08Y,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,32,908.0000000000001
99G,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,713.6800000000001
06L,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,34,996.9999999999999
04L,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,760.25
03K,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,18,586.7600000000001
01J,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,13,389.73
03Q,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,135,3790.13
01F,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,559.1800000000001
09X,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,77,2073.9199999999996
08N,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,48,1272.5999999999997
01D,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,38,1071.8400000000001
05J,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,31,870.72
99H,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,93,2337.15
05F,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,74,1820.41
08X,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,53,1638.2000000000005
03V,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,12,303.89000000000004
99M,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,37,1238.14
05L,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,112,3200.45
01X,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,1269.47
02E,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,55,1608.91
99A,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,151,4263.5599999999995
07P,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,21,600.6700000000001
04K,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,70,2246.4700000000003
00M,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,1337.69
09C,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,571.0699999999999
01C,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,33,871.7400000000001
09L,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,53,1450.1
01K,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,200,5572.44
13T,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,103,3280.2500000000005
11N,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,187,5264.879999999997
11M,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,213,6085.639999999999
07X,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,69,1839.1200000000003
08E,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,53,1430.8200000000004
99D,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,33,922.5899999999998
02A,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,3,94.89
06T,2012-09-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,51,1434.86
07G,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,26,550.15
02P,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,58,1526.1999999999998
03D,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,474.59000000000003
11E,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,28,733.9699999999999
15A,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,149,3782.28
05N,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,200,6090.95
11X,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,1081.3799999999999
02H,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,27,840.97
07W,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,476.13999999999993
12D,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,23,715.05
00Q,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,19,708.46
00X,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,10,286.42
06W,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,67,2196.2
07R,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,11,400.15000000000003
99E,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,108,2997.5099999999998
00C,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,6,160.35
99K,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,90,2318.48
06P,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,45,1367.98
15D,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,50,1373.0799999999995
07V,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,48,1280.6599999999999
05T,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,52,1434.75
03R,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,54,1860.5699999999997
04N,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,34,775.33
10V,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,1266.81
04L,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,14,410.85
10K,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,26,733.3599999999999
09G,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,132,3821.26
06D,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,11,374.65
00P,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,52,1609.87
01T,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,10,321.1
12F,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,1304.07
10L,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,19,611.9399999999998
07Q,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,27,799.98
08J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,14,395.34000000000003
11A,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,129,3568.8900000000003
05W,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,1164.7399999999998
99G,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,26,793.8899999999999
02M,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,57,1684.5099999999998
15E,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,185,5695.06
03E,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,35,1019.72
02G,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,18,495.31
04D,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,38,1032.96
06T,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,37,1078.24
11N,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,129,3694.0699999999997
08M,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,495.58
07H,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,24,676.9099999999999
06Q,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,120,3358.9500000000003
11J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,74,2086.8999999999996
00Y,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,453.40999999999997
00V,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,23,656.86
00J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,30,906.24
04V,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,54,1712.69
06F,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,25,672.03
03W,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,75,2318.67
06M,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,35,1155.55
05F,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,51,1246.3700000000001
08T,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,21,624.2099999999999
04K,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,678.59
02E,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,569.03
99Q,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,51,1496.75
05J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,26,713.39
06N,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,124,4035.4600000000005
08R,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,14,416.97999999999996
01E,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,56,1531.87
00N,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,17,520.43
04F,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,17,395.60999999999996
08C,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,384.12
02X,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,25,1048.15
01A,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,80,2059.58
02Y,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,83,2345.18
03H,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,18,542.88
15F,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,68,2331.74
09F,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,71,1849.0899999999997
08V,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,13,383.57000000000005
99P,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,127,4009.2600000000007
08G,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,5,122.36999999999999
05Y,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,56,1642.89
99J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,122,3383.9300000000003
08N,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,27,735.8799999999999
07J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,66,1864.28
01R,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,17,561.1099999999999
03F,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,11,306.19
08L,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,1172.2799999999997
04J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,29,1055.6899999999998
02F,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,41,1380.5499999999997
09Y,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,1195.3100000000002
07T,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,8,227.12000000000003
05C,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,41,1207.1699999999998
00L,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,14,578.33
09J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,40,1207.54
01K,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,119,3567.889999999999
01J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,11,315.87999999999994
05H,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,699.73
02A,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,3,79.07
06L,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,31,979.6199999999999
10R,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,7,250.55999999999997
14L,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,48,1415.3700000000001
06Y,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,35,1090.9299999999998
04E,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,33,1016.9099999999999
03M,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,506.91999999999996
02W,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,5,169.32999999999998
03J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,451.06
01Y,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,47,1295.3
08P,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,16,501.06000000000006
09H,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,14,454.86
03Q,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,38,1150.6299999999999
01C,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,21,676.02
10E,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,6,158.14000000000001
01V,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,34,1017.78
03X,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,16,532.0999999999999
08H,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,46,1158.4799999999998
09X,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,67,1716.03
07N,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,65,2039.3799999999999
14Y,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,50,1524.6399999999996
00M,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,1363.46
08X,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,34,747.0799999999999
07X,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,47,1279.9799999999998
07Y,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,25,650.1699999999998
07K,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,31,953.37
06K,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,138,3626.37
04G,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,59,1781.1800000000003
09C,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,13,336.01
05A,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,1156.29
09P,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,52,1404.0400000000002
01X,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,1340.22
00K,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,20,539.96
09N,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,25,882.4200000000001
02R,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,37,1454.0999999999997
06A,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,59,1934.9499999999998
08Q,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,12,380.79999999999995
08E,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,1129.3400000000001
99M,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,28,1094.25
99H,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,76,1914.53
04C,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,42,1299.4899999999998
09D,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,37,1319.7200000000003
10C,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,551.49
10X,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,51,1885.2900000000002
00R,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,17,458.63
03V,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,13,373.26
06V,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,120,3399.7
02T,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,36,762.31
01G,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,18,498.42
07L,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,11,307.66999999999996
08K,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,75,1864.5899999999997
10Q,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,89,1731.8499999999995
04H,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,32,1010.64
99C,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,21,718.9599999999999
04M,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,2,59.3
99A,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,98,2819.8199999999997
02N,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,19,510.62999999999994
01F,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,12,364.40000000000003
05D,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,14,405.25
03L,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,10,384.26000000000005
03A,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,51,1478.9300000000003
05R,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,15,390.94000000000005
01D,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,22,586.0999999999999
09E,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,26,680.4200000000001
02D,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,16,415.29999999999995
08A,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,43,953.5899999999998
10J,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,35,1026.43
05V,2014-08-01,0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg            ,41,1155.2899999999997
