month,year,bnfcode,bnfname,total_items,total_qty,adq,TotalCost
2014-02-01,2014,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,1844,101837,33945.65756922798,122100.79999999996
2018-03-01,2018,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg,1076,52835,17611.661946739958,351197.1197300003
2016-12-01,2016,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,689,40245,5365.996686495,239170.34
2015-07-01,2015,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,875,51319,6842.5291080690085,58443.540000000015
2011-07-01,2011,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,3072,187567,62522.31657734802,30614.429999999986
2010-08-01,2010,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,3376,198731,66243.64891336398,32408.51000000002
2013-08-01,2013,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3996,229564,153042.65549455205,295337.12
2016-05-01,2016,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,737,42417,5655.596507667002,185072.91000000003
2017-08-01,2017,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg,548,34233,4564.397181483,202638.49596000003
2012-06-01,2012,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3589,217811,145207.3227331981,60013.12000000004
2015-06-01,2015,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3484,197800,131866.65704040005,389449.0799999999
2018-08-01,2018,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg,1946,106826,71217.32813446806,673198.3011500002
2013-09-01,2013,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,1990,108144,36047.99033913595,129882.95999999999
2018-01-01,2018,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg,1094,53051,17683.661927443954,352062.8473700006
2013-04-01,2013,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,2162,120021,40006.98927812398,144068.33000000007
2013-05-01,2013,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,1066,63679,8490.528090429007,66098.32000000002
2016-05-01,2016,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,1666,87863,29287.65881757197,427913.9700000001
2015-03-01,2015,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,861,51455,6860.662430205001,53273.48000000001
2010-12-01,2010,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,4420,260596,173730.65398432815,65275.04
2016-02-01,2016,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3119,176742,117827.99139855595,526135.6999999996
2012-12-01,2012,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,2601,148617,49538.986723547954,68748.76
2015-10-01,2015,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3380,191846,127897.32399682807,378060.3999999999
2011-05-01,2011,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,4085,242713,161808.6548546341,60868.629999999954
2014-11-01,2014,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,1835,99953,33317.65773753197,119711.21999999994
2011-12-01,2011,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,3373,200977,66992.31537938802,32873.72000000002
2015-12-01,2015,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,1886,99143,33047.657809891985,267554.48000000004
2015-08-01,2015,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,784,45259,6034.529607009008,72555.22999999997
2012-07-01,2012,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,1170,65051,8673.461310801013,8201.379999999994
2018-05-01,2018,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg,1011,47977,15992.329047387979,318774.34222999995
2015-11-01,2015,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3202,187336,124890.65754964793,556279.4899999995
2012-01-01,2012,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3783,231294,154195.98874369188,58030.76000000001
2011-10-01,2011,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3808,225475,150316.65569354995,56494.29
2017-09-01,2017,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg,2367,133951,89300.66014771795,841877.7748400025
2014-07-01,2014,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3855,219895,146596.65596511,283372.64000000013
2016-09-01,2016,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3121,174301,116200.658184018,1095892.6800000002
2011-01-01,2011,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,3240,191097,63698.98292866799,31177.659999999993
2012-05-01,2012,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,1305,71962,9594.927408462005,8973.36
2010-11-01,2010,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,1353,71344,9512.527459344004,8070.620000000002
2010-11-01,2010,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,3398,200679,66892.98207267601,32737.929999999997
2013-07-01,2013,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,2205,121036,40345.32252078395,145320.58999999994
2014-03-01,2014,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,980,55409,7387.862104659,57321.93999999999
2012-02-01,2012,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3615,218235,145489.98937923013,54793.02999999999
2016-10-01,2016,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,688,40774,5436.529976274001,242322.40000000002
2011-08-01,2011,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,3231,194108,64702.64932635199,31692.570000000007
2014-12-01,2014,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,2049,112339,37446.32329771595,134753.8799999999
2011-12-01,2011,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,1349,75216,10028.79380721601,8527.470000000005
2011-05-01,2011,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,3169,192247,64082.316159267975,31408.169999999984
2014-01-01,2014,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3913,228537,152357.98887786604,294081.74999999994
2013-09-01,2013,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,966,54942,7325.5954764420085,56829.030000000006
2012-05-01,2012,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,3275,196312,65437.31579612803,32111.93
2013-10-01,2013,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,2132,117537,39178.98950002796,141428.1600000001
2012-09-01,2012,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,1138,64232,8564.261378232011,8065.900000000002
2015-10-01,2015,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,828,49617,6615.595914867006,109967.84999999996
2011-12-01,2011,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,4069,247885,165256.65460292998,62225.96
2011-11-01,2011,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3924,237322,158214.6551169961,59484.77000000003
2017-05-01,2017,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg,602,35746,4766.130390245999,211941.65711999987
2010-12-01,2010,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,1369,71108,9481.060812108004,8047.650000000005
2016-01-01,2016,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,1680,88054,29351.325467175964,319056.55999999965
2014-10-01,2014,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,954,54200,7226.662204199998,56039.549999999996
2016-03-01,2016,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,1754,91507,30502.325158707987,411894.76
2018-12-01,2018,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg,791,34891,11630.330216403989,231859.1065000001
2018-12-01,2018,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg,366,20109,2681.1983443590016,119450.55553000004
2016-02-01,2016,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,784,43429,5790.529757679002,134840.12999999998
2014-09-01,2014,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,944,54506,7267.462179006009,56387.380000000005
2010-10-01,2010,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,1310,71015,9468.660819765002,8027.369999999998
2014-08-01,2014,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,1876,101485,33828.32426733996,121788.12999999995
2012-11-01,2012,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3718,220026,146683.9892920681,60671.76000000003
2018-06-01,2018,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg,425,23287,3104.9314160370013,138229.37517999994
2015-07-01,2015,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3625,204018,136011.990071124,401398.6799999998
2015-03-01,2015,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3577,201781,134520.65684665798,260305.45000000004
2017-03-01,2017,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg,2863,160849,107232.65883868195,1011945.2553600004
2018-03-01,2018,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg,417,24139,3218.531345889002,143582.40799000007
2011-03-01,2011,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,4429,259825,173216.65402185006,65129.3
2017-05-01,2017,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg,2714,151452,100967.99262933597,952738.7233999993
2015-09-01,2015,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3420,194281,129520.65721165805,382953.03
2018-06-01,2018,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg,890,43140,14379.996146159978,286652.50661000004
2017-01-01,2017,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg,1420,71284,23761.326965296,472578.1594700001
2012-10-01,2012,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,3063,180169,60056.31723823594,32531.920000000016
2014-04-01,2014,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,1964,107594,35864.65705493596,129029.39
2012-12-01,2012,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,1016,58792,7838.928492792003,25323.55000000001
2011-03-01,2011,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,1360,74098,9879.727232597994,8389.919999999998
2016-03-01,2016,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3204,178603,119068.657974654,650149.4000000001
2014-12-01,2014,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg               ,3879,221456,147637.32255580803,285087.5500000001
2013-06-01,2013,0403010Y0AAABAB,Trimipramine Mal_Tab 10mg               ,989,59504,7933.861767504005,61626.049999999996
2012-08-01,2012,0403010Y0AAACAC,Trimipramine Mal_Tab 25mg               ,3095,184805,61601.65015742,31512.420000000006
2018-10-01,2018,0403010Y0AAAAAA,Trimipramine Mal_Cap 50mg,1903,102566,68377.32834178804,692934.4662899986
