month,bnf_name,bnf_code,quantity,actual_cost
2012-09-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,7,90.76
2012-09-01,Invivac_Vac 0.5ml Pfs                   ,1404000H0BKAAAF,1,6.07
2012-09-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,11,91.84999999999998
2012-09-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,1228,6620.740000000002
2012-09-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,14845,123814.91
2012-09-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,14,85.36999999999999
2012-09-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,19061,91697.98
2012-09-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,733,4141.04
2012-09-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,2,16.7
2012-09-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,3508,17943.109999999997
2012-09-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,68218,398127.35000000003
2012-09-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,495328,3008085.3299999996
2012-09-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,4001,23967.75
2012-10-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,26,158.47
2012-10-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,3593221,21792981.68999999
2012-10-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,19,158.84000000000003
2012-10-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,3600,30046.859999999986
2012-10-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,1014661,6166731.669999998
2012-10-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,18066,97468.57000000002
2012-10-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,10330,61924.14000000001
2012-10-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,6,77.81
2012-10-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,323275,1565229.51
2012-10-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,136734,699870.2999999995
2012-10-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,15719,95533.81000000001
2012-10-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,97800,816270.4299999999
2012-10-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,11505,62071.110000000015
2012-10-01,Influenza_Vac Inact Paed 0.25ml Pfs     ,1404000H0AAAGAG,1,6.09
2012-10-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,2207,18448.510000000002
2012-10-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,99,1278.26
2012-10-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,3374,19074.46
2012-10-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,189379,941234.609999999
2012-10-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,227608,1095741.1599999995
2012-11-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,125506,603767.2700000003
2012-11-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,103827,531062.1099999998
2012-11-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,1701982,10301975.640000012
2012-11-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,68,414.0
2012-11-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,1914,15963.250000000005
2012-11-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,6595,35555.11
2012-11-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,26,217.10999999999996
2012-11-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,581337,3530606.429999998
2012-11-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,122725,593777.4400000001
2012-11-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,6192,37091.60999999999
2012-11-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,11,142.70999999999998
2012-11-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,3,24.89
2012-11-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,112,936.1000000000003
2012-11-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,85,1097.9899999999998
2012-11-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,30386,253426.98999999996
2012-11-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,138725,688994.3300000002
2012-11-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,3944,21263.099999999995
2012-11-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,903,5101.299999999998
2012-11-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,12665,76916.85
2012-12-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,45380,225502.3100000002
2012-12-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,2069,11160.04
2012-12-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,58,485.7100000000001
2012-12-01,Invivac_Vac 0.5ml Pfs                   ,1404000H0BKAAAF,1,6.08
2012-12-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,1302,10864.57
2012-12-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,56615,274054.1299999997
2012-12-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,2045,11030.690000000002
2012-12-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,10,129.1
2012-12-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,77,468.46
2012-12-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,6319,38395.75000000001
2012-12-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,39,504.12
2012-12-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,189474,1151286.8999999997
2012-12-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,5,41.480000000000004
2012-12-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,533816,3227515.0799999977
2012-12-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,4618,27676.609999999997
2012-12-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,1061,5996.83
2012-12-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,15047,125557.43999999996
2012-12-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,14,117.00999999999999
2012-12-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,31956,163544.6900000001
2012-12-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,37971,182762.27000000005
2013-01-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,81247,494463.21000000025
2013-01-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,3127,26133.730000000003
2013-01-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,12587,64524.27999999996
2013-01-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,20213,97438.38
2013-01-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,45,274.78999999999996
2013-01-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,24714,119819.65000000001
2013-01-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,3,38.9
2013-01-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,2809,15175.13
2013-01-01,Invivac_Vac 0.5ml Pfs                   ,1404000H0BKAAAF,1,6.09
2013-01-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,25,209.45000000000005
2013-01-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,103,583.09
2013-01-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,1409,7611.819999999999
2013-01-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,785,6560.740000000001
2013-01-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,10250,62378.64999999994
2013-01-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,10,83.7
2013-01-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,3,24.910000000000004
2013-01-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,19458,96844.82999999999
2013-01-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,2384,14310.149999999998
2013-01-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,222057,1337276.7199999995
2013-02-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,8,66.97
2013-02-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,96,585.06
2013-02-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,176,996.71
2013-02-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,36625,222975.83000000007
2013-02-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,9831,48947.79000000001
2013-02-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,88411,526844.3199999998
2013-02-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,310,1675.37
2013-02-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,631,3789.0
2013-02-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,7648,39217.43999999997
2013-02-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,10031,48650.759999999966
2013-02-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,52,672.65
2013-02-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,3697,22507.830000000013
2013-02-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,3568,29830.400000000005
2013-02-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,70,585.21
2013-02-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,6715,32382.380000000012
2013-02-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,17,142.40000000000003
2013-02-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,87,470.26000000000005
2013-03-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,86,720.74
2013-03-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,2,16.76
2013-03-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,8,49.19
2013-03-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,68,385.33
2013-03-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,2141,10985.570000000002
2013-03-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,524,2833.7
2013-03-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,52582,318361.49
2013-03-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,7585,36600.95000000005
2013-03-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,17890,108981.41999999997
2013-03-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,1003,6109.930000000002
2013-03-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,1,8.31
2013-03-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,5908,29433.199999999986
2013-03-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,5243,25444.469999999994
2013-03-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,36,216.33
2013-03-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,812,6793.14
2013-03-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,32,267.73999999999995
2013-03-01,Invivac_Vac 0.5ml Pfs                   ,1404000H0BKAAAF,1,6.1
2013-03-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,19,102.78
2013-04-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,1029,6260.53
2013-04-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,10261,62162.33000000007
2013-04-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,5,41.849999999999994
2013-04-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,20,108.02000000000001
2013-04-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,1,8.37
2013-04-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,335,2799.1100000000006
2013-04-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,18660,112962.28000000009
2013-04-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,25,141.49
2013-04-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,2380,11470.329999999989
2013-04-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,7,37.800000000000004
2013-04-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,1663,8275.869999999979
2013-04-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,2869,13906.450000000008
2013-04-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,14,84.01
2013-04-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,1306,6693.049999999998
2013-04-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,3,25.099999999999998
2013-04-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,1,12.93
2013-04-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,29,176.9
2013-05-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,188,1569.8700000000001
2013-05-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,2,16.72
2013-05-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,6,36.0
2013-05-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,1,8.31
2013-05-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,4,22.63
2013-05-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,258,1283.6100000000006
2013-05-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,8149,49423.90000000009
2013-05-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,2,16.72
2013-05-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,1666,10131.849999999995
2013-05-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,200,963.4
2013-05-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,264,1425.02
2013-05-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,97,590.71
2013-05-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,126,766.1300000000006
2013-05-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,1751,8482.070000000003
2013-05-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,2,10.8
2013-05-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,690,3533.5799999999995
2013-06-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,30,144.41000000000003
2013-06-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,19,116.14999999999999
2013-06-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,1,8.29
2013-06-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,41,221.14999999999998
2013-06-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,797,4843.749999999999
2013-06-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,2,16.72
2013-06-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,1465,7092.450000000003
2013-06-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,100,607.7199999999999
2013-06-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,1,5.99
2013-06-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,1270,10598.710000000001
2013-06-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,7,33.690000000000005
2013-06-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,14150,85949.34000000005
2013-06-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,11,62.190000000000005
2013-06-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,1936,9621.159999999993
2013-06-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,1,8.36
2013-06-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,920,4709.11
2013-07-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,13,62.67
2013-07-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,13,70.19000000000001
2013-07-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,32,154.18
2013-07-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,249,1344.49
2013-07-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,43,359.1700000000001
2013-07-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,3344,20340.19000000001
2013-07-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,91,553.51
2013-07-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,32,195.43
2013-07-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,4,33.48
2013-07-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,17,82.41999999999999
2013-07-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,1840,11162.379999999997
2013-07-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,1,5.66
2013-07-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,85,423.21000000000004
2013-07-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,14,71.74
2013-07-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,2,12.0
2013-07-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,1,8.35
2013-08-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,1,6.08
2013-08-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,125,761.3799999999999
2013-08-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,1,5.4
2013-08-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,16,82.07
2013-08-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,708,3431.4199999999996
2013-08-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,32,159.39000000000001
2013-08-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,10,48.19
2013-08-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,14,67.49000000000001
2013-08-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,2533,15377.429999999997
2013-08-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,29,242.28000000000003
2013-08-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,2096,12751.25
2013-08-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,9,48.6
2013-09-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,2043,9848.44
2013-09-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,1494,12486.190000000002
2013-09-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,3034,17175.370000000003
2013-09-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,6,50.21999999999999
2013-09-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,63820,388396.04000000004
2013-09-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,2159,11065.569999999998
2013-09-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,582670,3545528.83
2013-09-01,Preflucel_Vac Inact 0.5ml Pfs           ,1404000H0BSAAAF,1,8.3
2013-09-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,50,305.00999999999993
2013-09-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,3,25.08
2013-09-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,892,8188.08
2013-09-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,15815,76675.93999999996
2013-09-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,2,16.74
2013-09-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,26,140.45000000000002
2013-09-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,5084,65730.97000000012
2013-09-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,827,5032.98
2013-09-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,2484,13419.54
2013-09-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,808,4850.15
2013-09-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,34512,171760.27
2013-09-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,10204,49189.19999999999
2013-10-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,1276,7770.210000000001
2013-10-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,111617,538299.9599999997
2013-10-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,49554,414333.91999999987
2013-10-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,852544,5190694.560000001
2013-10-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,32368,165971.12
2013-10-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,14045,75910.26000000001
2013-10-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,69628,423928.21
2013-10-01,Invivac_Vac 0.5ml Pfs                   ,1404000H0BKAAAF,4,24.36
2013-10-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,184758,919910.0099999995
2013-10-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,22,287.05
2013-10-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,2467,13971.79
2013-10-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,107643,519134.94
2013-10-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,69384,897460.0400000005
2013-10-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,22972,210967.56999999992
2013-10-01,Mastaflu_Vac 0.5ml Pfs                  ,1404000H0BJAAAF,6541,39280.83
2013-10-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,38,318.30000000000007
2013-10-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,18,150.67000000000002
2013-10-01,Influenza_Vac Inact 0.5ml Pfs           ,1404000H0AAAFAF,4189677,25490143.789999977
2013-10-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,1925,16122.500000000002
2013-10-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,26096,141043.36000000002
2013-10-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,254762,1235711.7000000002
2013-11-01,Inflexal V_Vac 0.5ml Pfs                ,1404000H0BIAAAF,1634,9239.49
2013-11-01,Fluvirin_Vac 0.5ml Pfs                  ,1404000H0BBAAAF,32154,164616.17999999993
2013-11-01,Fluarix_Vac 0.5ml Pfs                   ,1404000H0BFAAAF,126742,630053.1999999997
2013-11-01,Intanza_Vac 15mcg/0.1ml Strain Pfs      ,1404000H0BQABAI,22147,184883.88000000003
2013-11-01,Intanza_Vac 9mcg/0.1ml Strain Pfs       ,1404000H0BQAAAH,1149,9591.9
2013-11-01,Begrivac_Vac 0.5ml Pfs                  ,1404000H0BGAAAF,8717,47039.1
2013-11-01,Enzira_Vac Inact 0.5ml Pfs              ,1404000H0BLAAAF,106461,515567.89000000013
2013-11-01,Optaflu_Vac 0.5ml Pfs                   ,1404000H0BPAAAF,9955,60930.19999999996
2013-11-01,Fluenz_Vac Nsl Susp 0.2ml Ud            ,1404000H0BRAAAJ,57222,738987.6999999993
2013-11-01,Imuvac_Vac 0.5ml Pfs                    ,1404000H0BNAAAF,384276,2335954.6899999995
2013-11-01,Influvac Sub-Unit_Vac 0.5ml Pfs         ,1404000H0BCAAAF,24559,118254.72000000004
2013-11-01,Fluarix Tetra_Vac 0.5ml Pfs             ,1404000H0BUAAAF,10994,100805.73999999995
2013-11-01,Influenza_Vac Inact 9mcg/0.1ml Pfs      ,1404000H0AAAHAH,19,158.84000000000003
2013-11-01,Agrippal_Vac 0.5ml Pfs                  ,1404000H0BHAAAF,42229,227878.01999999996
2013-11-01,Influvac Desu_Vac 0.5ml Pfs             ,1404000H0BTAAAF,70395,338964.78000000026
2013-11-01,Viroflu_Vac Inact 0.5ml Pfs             ,1404000H0BMAAAF,48281,293492.7600000001
2013-11-01,Invivac_Vac 0.5ml Pfs                   ,1404000H0BKAAAF,1,6.09
2013-11-01,Influenza_Vac Inact 15mcg/0.1ml Pfs     ,1404000H0AAAIAI,42,351.22000000000014
2013-11-01,Influenza_Vac(Live Atten)NslSusp 0.2mlUd,1404000H0AAAJAJ,18,234.51
